,Player,Tm,G,3P,3P%,2P,2P%,FT%,ORB,DRB,AST,STL,BLK,TOV,PTS,ORB%,DRB%,AST%,STL%,BLK%,USG%,PG%,SG%,SF%,PF%,C%,PGA,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,C3%3PA,C33P%,Season,TruePos
6362,Will Bynum,DET,57.0,0.1,0.158,2.7,0.474,0.798,0.3,1.0,2.8,0.6,0.0,1.3,7.2,2.8,8.4,35.3,2.3,0.2,27.9,87.0,13.0,0.0,0.0,0.0,357.0,35.0,9.9,0.944,0.404,0.132,0.088,0.322,0.056,0.543,0.444,0.333,0.436,0.222,1.0,0.012,0.053,0.0,,1.13
6363,José Calderón,TOR,68.0,1.2,0.406,3.5,0.538,0.981,0.2,2.6,8.9,1.1,0.1,2.1,12.8,0.8,8.9,41.0,1.7,0.2,16.9,98.0,2.0,0.0,0.0,0.0,1359.0,21.0,17.0,0.686,0.194,0.009,0.054,0.429,0.314,0.752,0.167,0.457,0.46,0.185,0.878,0.003,0.129,0.423,,1.02
6364,Marcus Camby,LAC,62.0,0.0,0.25,4.1,0.514,0.725,2.6,8.5,2.0,0.8,2.1,1.5,10.3,9.4,32.7,10.8,1.4,5.1,15.8,0.0,0.0,0.0,24.0,77.0,266.0,20.0,7.7,0.992,0.5,0.097,0.121,0.274,0.008,0.677,0.354,0.3,0.368,0.676,1.0,0.075,0.0,,,4.81
6365,Brian Cardinal,MIN,64.0,0.5,0.326,0.5,0.455,0.857,0.6,1.6,1.2,0.6,0.2,0.8,3.0,4.8,13.8,12.3,2.1,1.1,11.5,0.0,0.0,3.0,65.0,32.0,173.0,9.0,18.7,0.456,0.136,0.059,0.071,0.189,0.544,0.565,0.2,0.333,0.5,0.743,1.0,0.0,0.25,0.348,,4.29
6366,Rodney Carney,MIN,67.0,1.2,0.35,1.4,0.492,0.758,0.5,1.3,0.4,0.7,0.4,0.6,7.2,3.4,9.1,3.6,2.0,1.9,18.6,0.0,65.0,35.0,0.0,0.0,58.0,13.0,16.1,0.466,0.262,0.035,0.054,0.113,0.534,0.667,0.2,0.174,0.333,0.639,0.987,0.102,0.54,0.402,,2.35
6367,Matt Carroll,TOT,55.0,0.2,0.245,0.9,0.441,0.84,0.1,1.1,0.5,0.4,0.1,0.6,3.0,1.4,12.2,7.2,1.8,0.8,16.4,1.0,67.0,32.0,0.0,0.0,57.0,4.0,17.6,0.69,0.129,0.058,0.088,0.415,0.31,0.455,0.5,0.267,0.465,0.769,1.0,0.0,0.491,0.385,,2.31
6368,Anthony Carter,DEN,78.0,0.3,0.239,1.9,0.49,0.731,0.5,2.1,4.7,1.2,0.2,2.0,5.3,2.7,10.4,29.9,2.7,0.6,14.3,97.0,3.0,0.0,0.0,0.0,826.0,14.0,14.6,0.772,0.272,0.085,0.057,0.358,0.228,0.6,0.424,0.364,0.442,0.61,0.952,0.003,0.216,0.158,,1.03
6369,Vince Carter,NJN,80.0,1.9,0.385,5.5,0.459,0.817,0.9,4.2,4.7,1.0,0.5,2.1,20.8,3.0,13.8,23.7,1.5,1.1,26.8,3.0,79.0,18.0,0.0,0.0,891.0,50.0,15.0,0.709,0.242,0.072,0.113,0.282,0.291,0.563,0.433,0.408,0.396,0.284,0.775,0.035,0.176,0.478,,2.15
6370,Mario Chalmers,MIA,82.0,1.4,0.367,2.0,0.467,0.767,0.5,2.3,4.9,2.0,0.1,2.0,10.0,1.7,8.8,23.5,3.3,0.2,16.3,97.0,4.0,0.0,0.0,0.0,879.0,31.0,16.1,0.53,0.254,0.101,0.044,0.131,0.47,0.482,0.448,0.414,0.471,0.201,0.895,0.02,0.151,0.362,,1.05
6371,Tyson Chandler,NOH,45.0,0.0,,3.6,0.565,0.579,3.6,5.1,0.5,0.3,1.2,1.6,8.8,13.7,19.2,2.4,0.6,3.3,13.7,0.0,0.0,0.0,0.0,100.0,52.0,13.0,1.7,1.0,0.802,0.173,0.021,0.004,0.0,0.634,0.327,0.0,0.0,0.719,,0.336,,,,5.0
6372,Wilson Chandler,NYK,82.0,1.3,0.328,4.3,0.476,0.795,1.1,4.3,2.1,0.9,0.9,1.7,14.4,3.5,14.7,9.9,1.3,2.0,20.5,0.0,18.0,55.0,26.0,0.0,416.0,43.0,14.0,0.702,0.255,0.124,0.105,0.217,0.298,0.595,0.443,0.405,0.389,0.452,0.951,0.042,0.325,0.392,,3.05
6373,Jarron Collins,UTA,26.0,0.0,,0.6,0.457,0.727,0.8,0.7,0.3,0.1,0.0,0.3,1.5,11.9,10.1,4.9,0.5,0.4,10.9,0.0,0.0,0.0,12.0,88.0,14.0,8.0,7.1,1.0,0.486,0.114,0.171,0.229,0.0,0.471,0.5,0.667,0.25,0.5,,0.0,,,,4.88
6374,Jason Collins,MIN,31.0,0.0,,0.7,0.314,0.464,0.9,1.4,0.4,0.3,0.4,0.4,1.8,7.5,12.1,3.7,1.1,2.4,10.1,0.0,0.0,0.0,0.0,100.0,25.0,9.0,8.3,1.0,0.386,0.143,0.214,0.257,0.0,0.556,0.2,0.133,0.167,0.591,,0.057,,,,5.0
6375,Mardy Collins,TOT,48.0,0.3,0.419,1.9,0.426,0.609,0.6,1.6,2.3,0.6,0.2,1.2,5.2,3.9,10.1,19.8,1.8,0.8,16.6,47.0,41.0,12.0,0.0,0.0,250.0,31.0,8.1,0.874,0.401,0.304,0.085,0.085,0.126,0.515,0.333,0.333,0.429,0.326,0.846,0.016,0.355,0.455,,1.65
6376,Nick Collison,OKC,71.0,0.0,0.0,3.4,0.57,0.721,2.5,4.3,0.9,0.7,0.7,1.0,8.2,11.2,19.7,5.8,1.4,2.0,13.5,0.0,0.0,0.0,27.0,73.0,144.0,37.0,5.4,0.995,0.57,0.192,0.075,0.159,0.005,0.73,0.354,0.406,0.338,0.663,,0.166,0.0,,,4.73
6377,Mike Conley,MEM,82.0,1.1,0.406,2.9,0.458,0.817,0.3,3.1,4.3,1.1,0.1,1.7,10.9,1.2,12.5,23.7,1.9,0.3,17.9,100.0,0.0,0.0,0.0,0.0,784.0,44.0,13.3,0.703,0.318,0.097,0.073,0.215,0.297,0.522,0.338,0.358,0.452,0.149,0.955,0.007,0.272,0.39,,1.0
6378,Brian Cook,TOT,30.0,0.4,0.433,0.5,0.326,0.833,0.2,0.8,0.2,0.1,0.1,0.4,2.5,4.8,16.1,5.1,0.9,1.3,24.8,0.0,0.0,12.0,83.0,5.0,11.0,3.0,17.2,0.605,0.171,0.053,0.092,0.289,0.395,0.231,0.5,0.429,0.318,0.4,1.0,0.026,0.0,,,3.93
6379,Daequan Cook,MIA,75.0,2.0,0.387,1.2,0.356,0.875,0.3,2.3,0.9,0.5,0.1,0.6,9.1,1.2,11.2,6.2,1.1,0.4,18.2,0.0,48.0,52.0,0.0,0.0,172.0,23.0,20.8,0.388,0.067,0.026,0.074,0.22,0.612,0.488,0.353,0.333,0.324,0.596,0.954,0.012,0.309,0.443,,2.52
6380,Jamal Crawford,TOT,65.0,2.2,0.36,4.3,0.441,0.872,0.4,2.6,4.4,0.9,0.2,2.3,19.7,1.0,7.5,18.1,1.1,0.4,22.8,56.0,39.0,5.0,0.0,0.0,647.0,32.0,17.3,0.614,0.139,0.086,0.102,0.288,0.386,0.585,0.341,0.375,0.425,0.235,0.704,0.0,0.223,0.398,,1.49
6381,Javaris Crittenton,TOT,63.0,0.0,0.133,2.0,0.478,0.576,0.9,1.7,2.4,0.6,0.1,1.3,5.0,5.6,11.2,19.8,1.8,0.4,15.8,73.0,26.0,0.0,0.0,0.0,340.0,29.0,7.0,0.947,0.561,0.154,0.042,0.189,0.053,0.644,0.182,0.167,0.296,0.341,0.5,0.046,0.133,0.0,,1.25
6382,Austin Croshere,TOT,14.0,0.4,0.333,0.6,0.375,0.583,0.8,1.6,0.6,0.1,0.1,0.4,2.9,12.7,28.1,14.4,0.5,0.8,23.0,0.0,0.0,3.0,77.0,20.0,23.0,6.0,13.0,0.615,0.385,0.077,0.026,0.128,0.385,0.333,1.0,0.0,0.2,0.556,1.0,0.077,0.133,0.5,,4.17
6383,Samuel Dalembert,PHI,82.0,0.0,0.0,2.6,0.5,0.734,2.6,5.9,0.2,0.4,1.8,1.4,6.4,12.5,28.9,1.4,0.9,5.8,13.6,0.0,0.0,0.0,0.0,100.0,38.0,29.0,5.8,0.995,0.532,0.157,0.21,0.097,0.005,0.597,0.368,0.396,0.405,0.671,,0.212,0.5,0.0,,5.0
6384,Erick Dampier,DAL,80.0,0.0,,2.3,0.65,0.638,2.7,4.4,1.0,0.3,1.2,0.9,5.7,13.6,21.6,6.1,0.7,3.8,10.4,0.0,0.0,0.0,0.0,100.0,180.0,23.0,1.4,1.0,0.821,0.139,0.032,0.007,0.0,0.713,0.359,0.333,0.5,0.643,,0.261,,,,5.0
6385,Antonio Daniels,TOT,74.0,0.3,0.367,1.0,0.438,0.8,0.1,1.0,2.4,0.4,0.0,0.8,4.1,0.6,8.5,26.9,1.4,0.1,15.9,91.0,9.0,0.0,0.0,0.0,407.0,13.0,13.1,0.746,0.284,0.089,0.161,0.212,0.254,0.507,0.429,0.289,0.46,0.247,0.864,0.017,0.183,0.364,,1.09
6386,Marquis Daniels,IND,54.0,0.3,0.2,5.4,0.489,0.721,1.5,3.1,2.1,1.1,0.5,1.7,13.6,5.1,11.0,10.7,1.8,1.1,21.5,0.0,33.0,61.0,6.0,0.0,270.0,52.0,9.8,0.869,0.389,0.18,0.126,0.174,0.131,0.627,0.411,0.425,0.308,0.505,0.944,0.029,0.289,0.192,,2.73
6387,Jermareo Davidson,GSW,14.0,0.0,,1.2,0.486,0.471,0.7,1.7,0.1,0.1,0.2,0.4,3.0,9.8,23.5,1.4,0.9,1.9,18.3,0.0,0.0,32.0,55.0,13.0,2.0,0.0,11.1,1.0,0.314,0.057,0.2,0.429,0.0,0.636,0.0,0.571,0.4,0.647,,0.143,,,,3.81
6388,Baron Davis,LAC,65.0,1.5,0.302,3.9,0.406,0.757,0.7,3.0,7.7,1.7,0.5,3.0,14.9,2.3,10.2,38.1,2.5,1.2,25.2,90.0,10.0,0.0,0.0,0.0,1095.0,57.0,14.3,0.658,0.29,0.083,0.108,0.176,0.342,0.493,0.35,0.308,0.349,0.145,0.505,0.003,0.098,0.281,,1.1
6389,Glen Davis,BOS,76.0,0.0,0.4,2.6,0.443,0.73,1.6,2.4,0.9,0.7,0.3,0.9,7.0,9.4,12.8,6.5,1.7,0.9,17.1,0.0,0.0,0.0,35.0,65.0,160.0,37.0,10.7,0.989,0.331,0.144,0.109,0.404,0.011,0.584,0.308,0.306,0.412,0.772,1.0,0.031,0.2,1.0,,4.65
6390,Paul Davis,LAC,27.0,0.0,0.0,1.5,0.412,0.794,1.0,1.4,0.4,0.4,0.1,0.5,4.0,9.8,14.5,6.1,1.6,0.7,17.9,0.0,0.0,0.0,55.0,45.0,28.0,10.0,10.1,0.99,0.347,0.122,0.153,0.367,0.01,0.559,0.25,0.533,0.278,0.725,,0.041,0.0,,,4.45
6391,Ricky Davis,LAC,36.0,1.0,0.315,1.3,0.358,0.861,0.3,1.4,2.3,0.5,0.1,1.1,6.4,1.3,7.7,16.4,1.3,0.5,17.4,6.0,48.0,44.0,2.0,0.0,193.0,9.0,19.3,0.547,0.09,0.033,0.102,0.322,0.453,0.591,0.125,0.28,0.342,0.604,0.943,0.004,0.333,0.351,,2.42
6392,Luol Deng,CHI,49.0,0.2,0.4,5.2,0.45,0.796,1.6,4.4,1.9,1.2,0.5,1.5,14.1,5.5,14.7,9.0,1.9,1.1,20.0,0.0,1.0,87.0,12.0,0.0,217.0,30.0,11.6,0.966,0.328,0.095,0.088,0.455,0.034,0.613,0.268,0.385,0.383,0.724,0.875,0.046,0.55,0.455,,3.11
6393,Boris Diaw,TOT,81.0,0.9,0.414,4.6,0.531,0.687,1.5,3.9,4.1,0.8,0.7,2.7,13.2,5.3,13.8,21.2,1.2,1.6,19.7,0.0,0.0,3.0,90.0,7.0,759.0,44.0,10.4,0.795,0.374,0.208,0.051,0.162,0.205,0.616,0.484,0.444,0.42,0.566,0.987,0.017,0.105,0.474,,4.04
6394,Yakhouba Diawara,MIA,63.0,0.8,0.313,0.4,0.463,0.526,0.4,0.9,0.4,0.2,0.1,0.3,3.4,3.6,7.9,4.7,0.8,0.6,13.3,0.0,6.0,76.0,18.0,0.0,67.0,4.0,20.8,0.249,0.115,0.009,0.023,0.101,0.751,0.64,0.0,0.2,0.364,0.56,1.0,0.014,0.46,0.253,,3.12
6395,Travis Diener,IND,55.0,0.8,0.39,0.5,0.459,0.8,0.1,1.5,2.2,0.5,0.1,0.4,3.7,0.9,12.4,23.9,1.8,0.5,12.5,94.0,6.0,0.0,0.0,0.0,302.0,1.0,21.6,0.341,0.078,0.022,0.061,0.179,0.659,0.857,0.25,0.273,0.375,0.179,0.587,0.0,0.11,0.462,,1.06
6396,Ike Diogu,TOT,29.0,0.0,0.5,1.3,0.528,0.755,0.9,1.0,0.1,0.1,0.1,0.4,4.1,14.4,16.6,2.7,0.7,1.1,23.2,0.0,0.0,1.0,85.0,14.0,7.0,12.0,7.4,0.973,0.419,0.243,0.135,0.176,0.027,0.548,0.389,0.4,0.769,0.447,1.0,0.027,0.5,1.0,,4.13
6397,DeSagana Diop,TOT,75.0,0.0,,1.0,0.433,0.333,1.5,2.1,0.4,0.4,0.7,0.5,2.3,13.3,18.2,4.6,1.5,4.3,10.8,0.0,0.0,0.0,0.0,100.0,76.0,14.0,4.0,1.0,0.579,0.263,0.123,0.035,0.0,0.556,0.267,0.333,0.0,0.676,,0.099,,,,5.0
6398,Juan Dixon,WAS,50.0,0.5,0.333,1.5,0.42,0.872,0.2,1.2,2.4,0.7,0.1,1.4,5.2,1.1,8.7,22.7,2.3,0.6,19.1,100.0,0.0,0.0,0.0,0.0,255.0,11.0,15.5,0.707,0.188,0.094,0.145,0.281,0.293,0.604,0.25,0.324,0.403,0.316,0.52,0.0,0.147,0.364,,1.0
6399,Keyon Dooling,NJN,77.0,1.3,0.421,2.1,0.446,0.825,0.3,1.7,3.5,0.9,0.1,1.4,9.7,1.4,7.6,21.3,1.8,0.3,17.4,58.0,43.0,0.0,0.0,0.0,645.0,21.0,15.7,0.607,0.239,0.055,0.102,0.211,0.393,0.601,0.515,0.344,0.302,0.272,0.788,0.035,0.37,0.483,,1.44
6400,Quincy Douby,TOT,27.0,0.5,0.304,1.0,0.438,0.895,0.2,1.0,0.9,0.2,0.2,0.5,4.3,2.3,10.2,13.6,0.9,1.2,19.8,83.0,17.0,0.0,0.0,0.0,51.0,5.0,16.8,0.582,0.145,0.164,0.055,0.218,0.418,0.5,0.444,0.167,0.458,0.25,0.643,0.009,0.261,0.333,,1.17
6401,Chris Douglas-Roberts,NJN,44.0,0.1,0.25,1.8,0.476,0.823,0.3,0.8,1.2,0.3,0.2,0.7,4.9,2.8,7.4,14.8,1.1,1.0,18.7,21.0,69.0,10.0,0.0,0.0,122.0,15.0,8.0,0.932,0.494,0.131,0.131,0.176,0.068,0.586,0.435,0.304,0.323,0.474,1.0,0.023,0.75,0.333,,1.89
6402,Goran Dragić,PHO,55.0,0.4,0.37,1.2,0.4,0.769,0.6,1.3,2.0,0.5,0.1,1.3,4.5,5.5,10.8,20.8,2.0,0.3,19.7,97.0,3.0,0.0,0.0,0.0,252.0,15.0,13.6,0.759,0.317,0.049,0.134,0.259,0.241,0.423,0.636,0.4,0.328,0.265,0.6,0.013,0.111,0.333,,1.03
6403,Jared Dudley,TOT,68.0,0.4,0.392,1.6,0.507,0.676,1.2,1.8,0.8,0.8,0.1,0.6,5.5,8.7,12.3,7.1,2.5,0.5,14.6,0.0,8.0,65.0,26.0,1.0,126.0,20.0,13.3,0.74,0.312,0.077,0.07,0.281,0.26,0.584,0.318,0.6,0.45,0.607,1.0,0.004,0.554,0.463,,3.2
6404,Chris Duhon,NYK,79.0,1.6,0.391,2.0,0.449,0.856,0.6,2.5,7.2,0.9,0.1,2.8,11.1,1.6,7.8,27.9,1.2,0.2,14.9,57.0,43.0,0.0,0.0,0.0,1340.0,36.0,15.0,0.523,0.33,0.072,0.029,0.091,0.477,0.48,0.367,0.25,0.468,0.113,0.583,0.003,0.148,0.438,,1.43
6405,Tim Duncan*,SAS,75.0,0.0,0.0,7.4,0.505,0.692,2.7,8.0,3.5,0.5,1.7,2.2,19.3,9.6,27.9,19.3,0.8,3.7,28.5,0.0,0.0,0.0,0.0,100.0,600.0,91.0,8.0,0.998,0.313,0.333,0.182,0.17,0.002,0.637,0.463,0.418,0.436,0.525,,0.025,0.0,,,5.0
6406,Mike Dunleavy,IND,18.0,1.8,0.356,3.4,0.43,0.815,0.8,3.0,2.4,0.7,0.5,2.1,15.1,3.1,12.1,14.2,1.2,1.3,26.3,0.0,42.0,53.0,5.0,0.0,101.0,8.0,16.3,0.612,0.181,0.116,0.056,0.259,0.388,0.571,0.407,0.308,0.367,0.705,1.0,0.004,0.233,0.476,,2.63
6407,Kevin Durant,OKC,74.0,1.3,0.422,7.6,0.486,0.863,1.0,5.5,2.8,1.3,0.7,3.0,25.3,3.0,16.4,13.5,1.7,1.4,28.3,0.0,12.0,80.0,8.0,0.0,454.0,73.0,12.9,0.835,0.26,0.098,0.178,0.299,0.165,0.677,0.397,0.405,0.398,0.502,0.948,0.086,0.083,0.368,,2.96
6408,Monta Ellis,GSW,25.0,0.3,0.308,7.4,0.46,0.83,0.6,3.8,3.7,1.6,0.3,2.7,19.0,1.7,11.5,17.5,2.1,0.6,25.8,36.0,60.0,5.0,0.0,0.0,211.0,22.0,11.8,0.94,0.3,0.133,0.1,0.407,0.06,0.636,0.439,0.326,0.371,0.323,0.375,0.021,0.269,0.286,,1.71
6409,Francisco Elson,MIL,59.0,0.0,0.25,1.4,0.497,0.846,1.7,2.2,0.5,0.6,0.6,0.8,3.4,11.6,16.3,4.8,1.9,3.1,10.8,0.0,0.0,0.0,2.0,98.0,74.0,14.0,8.2,0.976,0.503,0.053,0.189,0.231,0.024,0.588,0.444,0.438,0.359,0.634,1.0,0.136,0.25,0.0,,4.98
6410,Melvin Ely,NOH,31.0,0.0,,1.2,0.389,0.639,1.0,1.1,0.6,0.1,0.3,0.7,3.1,9.7,11.0,7.6,0.3,2.0,17.3,0.0,0.0,0.0,13.0,87.0,39.0,12.0,6.1,1.0,0.432,0.274,0.221,0.074,0.0,0.561,0.192,0.286,0.429,0.568,,0.137,,,,4.87
6411,Maurice Evans,ATL,80.0,1.2,0.395,1.4,0.47,0.822,1.1,1.9,0.7,0.6,0.1,0.5,7.2,5.6,9.9,4.6,1.5,0.4,14.2,0.0,8.0,82.0,10.0,0.0,134.0,26.0,16.2,0.485,0.261,0.054,0.041,0.129,0.515,0.563,0.346,0.5,0.323,0.482,0.939,0.083,0.476,0.449,,3.02
6412,Reggie Evans,PHI,79.0,0.0,0.0,1.0,0.446,0.594,1.7,2.9,0.3,0.5,0.1,0.9,3.3,14.1,24.0,3.3,1.9,0.6,13.0,0.0,0.0,0.0,81.0,19.0,61.0,32.0,1.5,0.994,0.831,0.152,0.0,0.011,0.006,0.439,0.519,,0.0,0.506,,0.073,1.0,0.0,,4.19
6413,Jordan Farmar,LAL,65.0,0.8,0.336,1.7,0.421,0.584,0.3,1.5,2.4,0.9,0.2,1.3,6.4,2.1,8.9,18.6,2.4,0.6,19.6,100.0,0.0,0.0,0.0,0.0,348.0,29.0,13.8,0.646,0.33,0.068,0.085,0.163,0.354,0.522,0.286,0.343,0.313,0.42,0.816,0.027,0.164,0.292,,1.0
6414,Raymond Felton,CHA,82.0,0.7,0.285,4.7,0.437,0.805,0.7,3.1,6.7,1.5,0.4,2.8,14.2,2.2,10.2,31.1,2.2,0.8,21.9,62.0,38.0,0.0,0.0,0.0,1266.0,71.0,13.3,0.809,0.3,0.104,0.073,0.331,0.191,0.471,0.425,0.43,0.412,0.295,0.949,0.003,0.217,0.311,,1.38
6415,Rudy Fernández,POR,78.0,2.0,0.399,1.4,0.47,0.839,0.6,2.1,2.0,0.9,0.2,1.1,10.4,2.9,10.1,12.7,1.9,0.5,18.4,5.0,93.0,2.0,0.0,0.0,361.0,11.0,18.8,0.368,0.159,0.044,0.049,0.116,0.632,0.72,0.25,0.258,0.301,0.578,0.893,0.043,0.249,0.364,,1.97
6416,Kyrylo Fesenko,UTA,21.0,0.0,,1.0,0.583,0.333,0.7,1.1,0.2,0.3,0.7,0.4,2.3,10.7,17.6,3.9,2.3,7.6,15.6,0.0,0.0,0.0,0.0,100.0,9.0,5.0,2.7,1.0,0.722,0.194,0.028,0.056,0.0,0.731,0.143,0.0,0.5,0.667,,0.333,,,,5.0
6417,Michael Finley,SAS,81.0,1.6,0.411,2.1,0.459,0.823,0.3,3.0,1.4,0.5,0.2,0.8,9.7,1.3,12.3,7.7,0.9,0.5,16.1,0.0,0.0,79.0,21.0,0.0,269.0,11.0,18.6,0.537,0.083,0.061,0.128,0.266,0.463,0.632,0.5,0.432,0.41,0.741,0.985,0.009,0.464,0.405,,3.21
6418,Derek Fisher,LAL,82.0,1.5,0.397,2.1,0.446,0.846,0.3,2.0,3.2,1.2,0.1,0.9,9.9,1.2,7.4,14.9,2.0,0.2,14.7,100.0,0.0,0.0,0.0,0.0,584.0,27.0,17.9,0.561,0.137,0.076,0.071,0.278,0.439,0.362,0.404,0.449,0.497,0.372,0.892,0.0,0.262,0.43,,1.0
6419,T.J. Ford,IND,74.0,0.5,0.337,5.1,0.467,0.872,0.8,2.7,5.3,1.2,0.2,2.4,14.9,2.9,9.8,27.6,2.0,0.5,23.5,100.0,0.0,0.0,0.0,0.0,934.0,58.0,10.7,0.886,0.315,0.162,0.18,0.229,0.114,0.542,0.446,0.439,0.402,0.156,0.857,0.003,0.279,0.414,,1.0
6420,Jeff Foster,IND,74.0,0.0,0.286,2.4,0.506,0.658,2.9,4.0,1.8,0.7,0.7,1.2,6.1,12.8,17.8,9.9,1.4,2.0,12.0,0.0,0.0,0.0,29.0,72.0,299.0,22.0,6.2,0.98,0.603,0.122,0.062,0.193,0.02,0.62,0.372,0.273,0.309,0.634,1.0,0.042,0.0,,,4.76
6421,Randy Foye,MIN,70.0,1.6,0.36,4.1,0.428,0.846,0.5,2.6,4.3,1.0,0.4,2.1,16.3,1.5,8.8,20.5,1.5,0.8,22.6,29.0,66.0,5.0,0.0,0.0,681.0,79.0,14.0,0.686,0.276,0.123,0.078,0.208,0.314,0.491,0.364,0.377,0.402,0.233,0.766,0.016,0.185,0.404,,1.76
6422,Channing Frye,POR,63.0,0.2,0.333,1.6,0.436,0.722,0.7,1.6,0.4,0.3,0.3,0.5,4.2,6.7,16.7,5.3,1.3,1.7,19.7,0.0,0.0,0.0,79.0,21.0,59.0,5.0,16.0,0.876,0.142,0.101,0.06,0.573,0.124,0.526,0.407,0.375,0.425,0.794,1.0,0.022,0.485,0.5,,4.21
6423,Dan Gadzuric,MIL,67.0,0.0,0.0,1.7,0.483,0.544,1.4,2.4,0.6,0.5,0.6,0.6,4.0,11.4,21.0,6.5,1.8,3.8,15.0,0.0,0.0,0.0,2.0,98.0,87.0,15.0,7.1,0.992,0.48,0.123,0.221,0.168,0.008,0.59,0.433,0.37,0.366,0.641,,0.156,0.0,,,4.98
6424,Danilo Gallinari,NYK,28.0,1.1,0.444,0.9,0.453,0.963,0.5,1.5,0.5,0.5,0.1,0.5,6.1,3.3,11.5,5.5,1.7,0.7,16.0,0.0,37.0,58.0,5.0,0.0,41.0,5.0,19.0,0.424,0.136,0.048,0.064,0.176,0.576,0.529,0.667,0.375,0.364,0.458,0.906,0.024,0.278,0.5,,2.68
6425,Francisco García,SAC,65.0,1.4,0.398,3.2,0.466,0.82,0.9,2.5,2.3,1.2,1.0,1.7,12.7,3.3,9.6,12.6,2.1,2.5,19.4,0.0,38.0,56.0,6.0,0.0,356.0,28.0,15.4,0.668,0.242,0.065,0.083,0.278,0.332,0.621,0.349,0.418,0.373,0.469,0.818,0.023,0.249,0.455,,2.68
6426,Thomas Gardner,ATL,16.0,0.3,0.174,0.3,0.385,0.5,0.0,0.4,0.1,0.3,0.1,0.2,1.5,0.0,8.4,3.1,2.2,0.8,19.5,0.0,43.0,56.0,0.0,0.0,4.0,2.0,22.2,0.361,0.056,0.028,0.056,0.222,0.639,0.5,0.0,0.0,0.5,0.6,1.0,0.0,0.217,0.2,,2.54
6427,Kevin Garnett*,BOS,57.0,0.0,0.25,6.9,0.534,0.841,1.4,7.1,2.5,1.1,1.2,1.6,15.8,5.6,26.7,14.7,1.9,3.1,23.4,0.0,0.0,2.0,88.0,10.0,324.0,14.0,11.4,0.989,0.243,0.185,0.184,0.377,0.011,0.767,0.511,0.441,0.441,0.742,1.0,0.096,0.125,1.0,,4.08
6428,Marc Gasol,MEM,82.0,0.0,0.0,4.3,0.53,0.733,2.5,4.9,1.7,0.8,1.1,2.0,11.9,9.6,20.0,9.7,1.3,2.9,18.3,0.0,0.0,0.0,0.0,100.0,335.0,48.0,5.8,0.998,0.436,0.371,0.088,0.104,0.002,0.667,0.433,0.362,0.449,0.497,,0.067,0.0,,,5.0
6429,Pau Gasol*,LAL,81.0,0.0,0.5,7.3,0.567,0.781,3.2,6.4,3.5,0.6,1.0,1.9,18.9,10.0,19.3,14.8,0.9,2.1,20.4,0.0,0.0,0.0,30.0,70.0,654.0,66.0,6.2,0.998,0.426,0.295,0.175,0.102,0.002,0.667,0.523,0.492,0.402,0.574,1.0,0.12,0.5,1.0,,4.7
6430,Rudy Gay,MEM,79.0,1.1,0.351,6.2,0.477,0.767,1.4,4.2,1.7,1.2,0.7,2.6,18.9,4.5,13.9,8.7,1.8,1.6,25.6,0.0,0.0,85.0,15.0,0.0,307.0,82.0,12.4,0.808,0.287,0.142,0.133,0.246,0.192,0.586,0.425,0.435,0.405,0.322,0.894,0.104,0.211,0.431,,3.15
6431,Devean George,DAL,43.0,0.5,0.289,0.7,0.485,0.773,0.6,1.2,0.3,0.5,0.3,0.4,3.4,4.1,8.5,3.0,1.7,1.1,10.9,0.0,1.0,98.0,2.0,0.0,34.0,8.0,16.6,0.465,0.268,0.028,0.035,0.134,0.535,0.5,0.75,0.2,0.474,0.594,1.0,0.042,0.592,0.289,,3.04
6432,Daniel Gibson,CLE,75.0,1.4,0.382,1.3,0.402,0.767,0.4,1.7,1.8,0.6,0.2,0.8,7.8,2.1,7.9,11.3,1.3,0.7,16.5,50.0,51.0,0.0,0.0,0.0,307.0,31.0,19.2,0.463,0.112,0.055,0.049,0.247,0.537,0.458,0.207,0.385,0.423,0.469,0.898,0.002,0.424,0.383,,1.52
6433,Manu Ginóbili*,SAS,44.0,1.6,0.33,3.5,0.546,0.884,0.5,4.0,3.6,1.5,0.4,2.0,15.5,2.5,17.3,23.1,2.9,1.0,27.2,0.0,58.0,42.0,0.0,0.0,357.0,22.0,15.2,0.574,0.281,0.071,0.088,0.134,0.426,0.688,0.429,0.372,0.424,0.338,0.725,0.006,0.206,0.279,,2.42
6434,Ryan Gomes,MIN,82.0,1.3,0.372,3.8,0.456,0.807,1.3,3.5,1.6,0.8,0.3,1.6,13.3,4.6,13.3,8.7,1.3,0.6,20.4,0.0,0.0,62.0,37.0,0.0,307.0,37.0,15.0,0.707,0.208,0.084,0.137,0.278,0.293,0.611,0.232,0.368,0.45,0.618,0.991,0.007,0.396,0.398,,3.34
