Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
271,Mfiondu Kabengele,PF,23,CLE,16,0,11.6,1.5,3.6,0.421,0.6,2,0.281,0.9,1.6,0.6,0.5,0.7,0.9,0.786,0.7,2.2,2.9,0.8,0.4,0.6,0.6,1.1,4.3,kabenmf01,271,Mfiondu Kabengele,PF,23,CLE,16,0,186,6.4,15.1,0.421,2.4,8.5,0.281,4,6.6,0.6,2.9,3.7,0.786,2.9,9.3,12.2,3.2,1.6,2.7,2.4,4.8,18,,107,111,kabenmf01,271,Mfiondu Kabengele,PF,23,CLE,16,186,13.7,0.538,0.561,0.246,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,,0.1,0.2,0.3,0.078,,-1.9,0.6,-1.3,0,kabenmf01,271,Mfiondu Kabengele,PF,23,CLE,16,186,,,,22%,78%,-17,-9.1,4,3,12,1,8,0,28,2,2,kabenmf01,271,Mfiondu Kabengele,PF,23,CLE,16,186,0.421,15.6,,0.439,0.351,0.035,0.053,0,0.561,,0.6,0.65,0.5,0.333,,0.281,,0.4,1,,0.123,7,,0.25,0.125,,0,0,kabenmf01,2021
272,Frank Kaminsky,C,27,PHO,47,13,15.2,2.6,5.5,0.471,0.7,1.8,0.365,1.9,3.7,0.523,0.531,0.8,1.3,0.617,0.8,3.2,4,1.7,0.3,0.4,0.5,1.5,6.6,kaminfr01,272,Frank Kaminsky,C,27,PHO,47,13,715,8.4,17.7,0.471,2.1,5.9,0.365,6.2,11.9,0.523,2.6,4.1,0.617,2.5,10.5,13,5.5,1,1.2,1.5,4.8,21.4,,117,110,kaminfr01,272,Frank Kaminsky,C,27,PHO,47,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1,2.1,7.2,19,,1.1,0.9,2,0.133,,0.4,0.8,1.3,0.6,kaminfr01,272,Frank Kaminsky,C,27,PHO,47,715,,,,,100%,4.3,-2.3,13,6,43,1,31,7,188,6,21,kaminfr01,272,Frank Kaminsky,C,27,PHO,47,715,0.471,12.2,,0.669,0.276,0.276,0.07,0.047,0.331,,0.523,0.676,0.451,0.444,0.167,0.365,,0.767,1,,0.035,9,,0.188,0.5,,0,0,kaminfr01,2021
273,Luke Kennard,SG,24,LAC,63,17,19.6,3.1,6.6,0.476,1.6,3.6,0.446,1.5,3,0.511,0.597,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,1.4,8.3,kennalu01,273,Luke Kennard,SG,24,LAC,63,17,1232,7.9,16.6,0.476,4,9,0.446,3.9,7.6,0.511,1,1.2,0.839,0.6,5.9,6.5,4.2,0.9,0.4,1.9,3.7,20.9,,117,114,kennalu01,273,Luke Kennard,SG,24,LAC,63,1232,12.7,0.608,0.541,0.075,1.4,13,7.3,11.9,0.9,0.7,10.1,17.1,,1.6,1.1,2.7,0.105,,0.3,-0.5,-0.2,0.6,kennalu01,273,Luke Kennard,SG,24,LAC,63,1232,28%,61%,11%,,,0.4,-9.5,26,14,44,1,14,2,264,7,12,kennalu01,273,Luke Kennard,SG,24,LAC,63,1232,0.476,18.9,,0.459,0.089,0.094,0.143,0.133,0.541,,0.511,0.757,0.462,0.475,0.418,0.446,,0.66,0.8,,0,0,,0.295,0.47,,1,1,kennalu01,2021
274,Louis King,SF,21,SAC,6,1,14.2,2.8,5.7,0.5,0.7,1.8,0.364,2.2,3.8,0.565,0.559,1,1,1,0.8,2.2,3,1.5,1.2,0.5,0.7,1.5,7.3,kinglo02,274,Louis King,SF,21,SAC,6,1,85,9.6,19.2,0.5,2.3,6.2,0.364,7.3,13,0.565,3.4,3.4,1,2.8,7.3,10.2,5.1,4,1.7,2.3,5.1,24.8,,121,110,kinglo02,274,Louis King,SF,21,SAC,6,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4,3,9.8,20.6,,0.2,0.1,0.3,0.16,,2.3,2.5,4.9,0.1,kinglo02,274,Louis King,SF,21,SAC,6,85,,,44%,56%,,-1.7,2,2,1,3,0,3,0,22,2,0,kinglo02,274,Louis King,SF,21,SAC,6,85,0.5,12.9,,0.676,0.206,0.235,0.235,0,0.324,,0.565,0.857,0.625,0.25,,0.364,,0.385,0.75,,0.059,2,,0.364,0,,0,0,kinglo02,2021
275,Maxi Kleber,PF,29,DAL,50,40,26.8,2.3,5.5,0.422,1.7,4.2,0.41,0.6,1.3,0.46,0.58,0.7,0.7,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,2.1,7.1,klebima01,275,Maxi Kleber,PF,29,DAL,50,40,1341,4.3,10.1,0.422,3.2,7.8,0.41,1.1,2.3,0.46,1.3,1.4,0.919,1.7,7.8,9.6,2.5,0.9,1.3,1.1,3.9,13,,123,113,klebima01,275,Maxi Kleber,PF,29,DAL,50,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,,1.6,1.3,2.9,0.103,,-0.5,0.5,0,0.7,klebima01,275,Maxi Kleber,PF,29,DAL,50,1341,,,,85%,15%,4.9,4.3,13,9,53,8,11,9,172,1,5,klebima01,275,Maxi Kleber,PF,29,DAL,50,1341,0.422,20.9,,0.229,0.102,0.047,0.055,0.025,0.771,,0.46,0.643,0.154,0.467,0.286,0.41,,0.793,1,,0.044,8,,0.316,0.418,,0,0,klebima01,2021
276,Nathan Knight,PF,23,ATL,33,0,8.5,1.1,3,0.37,0.2,1,0.182,0.9,2,0.463,0.4,1.3,1.7,0.8,0.8,1.4,2.2,0.2,0.3,0.3,0.5,0.7,3.8,knighna01,276,Nathan Knight,PF,23,ATL,33,0,279,6.5,17.6,0.37,1.1,5.8,0.182,5.5,11.8,0.463,7.8,9.7,0.8,4.8,7.9,12.7,1.4,1.6,1.8,2.6,3.9,21.9,,106,112,knighna01,276,Nathan Knight,PF,23,ATL,33,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4,1.6,3.2,10.8,21.7,,0.1,0.3,0.4,0.07,,-2.6,-1,-3.7,-0.1,knighna01,276,Nathan Knight,PF,23,ATL,33,279,,,20%,41%,40%,-3.2,-6.3,3,2,12,4,22,1,21,2,10,knighna01,276,Nathan Knight,PF,23,ATL,33,279,0.37,10.1,,0.67,0.41,0.21,0.04,0.01,0.33,,0.463,0.561,0.381,0,0,0.182,,0.774,1,,0.18,15,,0.515,0.176,,0,0,knighna01,2021
277,Kevin Knox,SF,21,NYK,42,0,11,1.3,3.4,0.392,0.8,2.1,0.393,0.5,1.3,0.389,0.514,0.4,0.5,0.8,0.2,1.2,1.5,0.5,0.3,0.1,0.4,0.9,3.9,knoxke01,277,Kevin Knox,SF,21,NYK,42,0,464,6,15.4,0.392,3.8,9.6,0.393,2.3,5.8,0.389,1.7,2.2,0.8,1.1,5.5,6.6,2,1.3,0.6,1.8,4,17.6,,104,110,knoxke01,277,Kevin Knox,SF,21,NYK,42,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,,0,0.6,0.6,0.065,,-1.7,0.4,-1.4,0.1,knoxke01,277,Kevin Knox,SF,21,NYK,42,464,,,59%,40%,1%,-2.9,-6.2,7,3,25,2,12,2,46,4,6,knoxke01,277,Kevin Knox,SF,21,NYK,42,464,0.392,18.3,,0.378,0.168,0.091,0.035,0.084,0.622,,0.389,0.583,0.231,0.2,0.25,0.393,,0.81,1,,0.049,6,,0.472,0.524,,0,0,knoxke01,2021
278,John Konchar,SG,24,MEM,43,0,13.4,1.6,3.2,0.5,0.5,1.3,0.375,1.1,1.9,0.585,0.576,0.6,0.7,0.833,0.8,2.2,3,1.1,0.7,0.2,0.4,0.9,4.3,konchjo01,278,John Konchar,SG,24,MEM,43,0,575,5.7,11.5,0.5,1.7,4.7,0.375,4,6.8,0.585,2.1,2.5,0.833,2.9,7.7,10.6,3.9,2.5,0.7,1.5,3.3,15.3,,125,109,konchjo01,278,John Konchar,SG,24,MEM,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,,0.9,0.8,1.7,0.145,,-0.2,1.4,1.2,0.5,konchjo01,278,John Konchar,SG,24,MEM,43,575,8%,57%,35%,,,1.5,0.2,13,3,25,2,10,2,123,0,12,konchjo01,278,John Konchar,SG,24,MEM,43,575,0.5,12.4,,0.594,0.341,0.181,0.058,0.014,0.406,,0.585,0.745,0.36,0.25,1,0.375,,0.75,1,,0.065,8,,0.464,0.346,,0,0,konchjo01,2021
279,Furkan Korkmaz,SG,23,PHI,55,11,19.3,3.1,7.7,0.401,1.8,4.9,0.375,1.3,2.8,0.445,0.52,1.1,1.5,0.732,0.3,1.7,2.1,1.5,0.9,0.2,0.8,1.2,9.1,korkmfu01,279,Furkan Korkmaz,SG,23,PHI,55,11,1062,7.7,19.3,0.401,4.6,12.2,0.375,3.1,7,0.445,2.7,3.7,0.732,0.8,4.4,5.1,3.7,2.2,0.4,2.1,2.9,22.8,,108,109,korkmfu01,279,Furkan Korkmaz,SG,23,PHI,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,,0.6,1.5,2,0.092,,-0.3,0.2,-0.1,0.5,korkmfu01,279,Furkan Korkmaz,SG,23,PHI,55,1062,,16%,55%,28%,1%,6.9,1.8,31,9,35,1,33,9,195,6,11,korkmfu01,279,Furkan Korkmaz,SG,23,PHI,55,1062,0.401,19.5,,0.366,0.137,0.09,0.064,0.075,0.634,,0.445,0.655,0.289,0.333,0.344,0.375,,0.449,0.941,,0.026,10,,0.249,0.403,,4,0,korkmfu01,2021
280,Luke Kornet,C,25,TOT,31,2,11.2,1.4,3.3,0.436,0.5,1.9,0.254,0.9,1.4,0.69,0.51,0.1,0.2,0.5,0.5,1.7,2.2,0.8,0.1,1,0.2,0.6,3.4,kornelu01,280,Luke Kornet,C,25,TOT,31,2,348,6.2,14.1,0.436,2.1,8.3,0.254,4.1,5.9,0.69,0.4,0.8,0.5,2,7.4,9.4,3.4,0.6,4.5,1,2.8,14.8,,112,110,kornelu01,280,Luke Kornet,C,25,TOT,31,348,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,,0.2,0.5,0.7,0.095,,-0.8,1.6,0.8,0.3,kornelu01,280,Luke Kornet,C,25,TOT,31,348,,,,3%,97%,5.8,5.7,4,3,14,0,4,1,60,2,2,kornelu01,280,Luke Kornet,C,25,TOT,31,348,0.436,16.4,,0.416,0.297,0.099,0.01,0.01,0.584,,0.69,0.767,0.5,0,1,0.254,,0.724,1,,0.129,13,,0.186,0.273,,0,0,kornelu01,2021
280,Luke Kornet,C,25,CHI,13,0,7.2,0.7,2.1,0.333,0.5,1.8,0.261,0.2,0.3,0.75,0.444,0.2,0.3,0.5,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2,kornelu01,280,Luke Kornet,C,25,CHI,13,0,94,4.6,13.9,0.333,3.1,11.9,0.261,1.5,2.1,0.75,1,2.1,0.5,0.5,7.2,7.7,2.1,1,3.6,0.5,0.5,13.4,,97,109,kornelu01,280,Luke Kornet,C,25,CHI,13,94,9.8,0.452,0.852,0.148,1.2,16.3,8.8,5.5,1,6.5,3.4,13.7,,0,0.1,0.1,0.047,,-0.6,1.3,0.6,0.1,kornelu01,280,Luke Kornet,C,25,CHI,13,94,,,,10%,90%,3.6,4.5,0,1,1,0,2,0,10,0,1,kornelu01,280,Luke Kornet,C,25,CHI,13,94,0.333,22.4,,0.148,0.111,0.037,0,0,0.852,,0.75,0.667,1,,,0.261,,0.667,1,,0.037,1,,0.174,0.75,,0,0,kornelu01,2021
280,Luke Kornet,C,25,BOS,18,2,14.1,1.9,4.1,0.473,0.5,2,0.25,1.4,2.1,0.684,0.534,0.1,0.1,0.5,0.7,2.2,2.9,1.1,0.1,1.4,0.3,1.1,4.4,kornelu01,280,Luke Kornet,C,25,BOS,18,2,254,6.7,14.2,0.473,1.7,6.9,0.25,5,7.3,0.684,0.2,0.4,0.5,2.5,7.5,10,3.8,0.4,4.8,1.2,3.7,15.4,,117,110,kornelu01,280,Luke Kornet,C,25,BOS,18,254,14.5,0.534,0.486,0.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,,0.3,0.3,0.6,0.113,,-0.8,1.8,0.9,0.2,kornelu01,280,Luke Kornet,C,25,BOS,18,254,,,,,100%,6.6,6.1,4,2,13,0,2,1,50,2,1,kornelu01,280,Luke Kornet,C,25,BOS,18,254,0.473,14.2,,0.514,0.365,0.122,0.014,0.014,0.486,,0.684,0.778,0.444,0,1,0.25,,0.731,1,,0.162,12,,0.194,0,,0,0,kornelu01,2021
281,Rodions Kurucs,SF-PF,22,TOT,21,0,6,0.5,1.5,0.344,0.3,1,0.286,0.2,0.5,0.455,0.438,0.1,0.2,0.75,0.2,0.9,1.1,0.5,0.4,0.2,0.6,0.8,1.5,kurucro01,281,Rodions Kurucs,SF-PF,22,TOT,21,0,125,4.2,12.1,0.344,2.3,8,0.286,1.9,4.2,0.455,1.1,1.5,0.75,1.9,6.8,8.7,3.8,3.4,1.5,4.9,6.1,11.7,,79,109,kurucro01,281,Rodions Kurucs,SF-PF,22,TOT,21,125,6.3,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,,-0.3,0.2,-0.1,-0.041,,-6.4,1.8,-4.6,-0.1,kurucro01,281,Rodions Kurucs,SF-PF,22,TOT,21,125,,,4%,59%,36%,-0.2,2.5,7,5,8,1,0,0,25,0,2,kurucro01,281,Rodions Kurucs,SF-PF,22,TOT,21,125,0.344,17.9,,0.344,0.25,0.031,0.031,0.031,0.656,,0.455,0.625,0,0,0,0.286,,0.8,1,,0.094,2,,0.238,0.4,,0,0,kurucro01,2021
281,Rodions Kurucs,PF,22,BRK,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0,0.2,0,0.5,0,0,,0,0.6,0.6,0.4,0,0,0,0.2,0.6,kurucro01,281,Rodions Kurucs,PF,22,BRK,5,0,16,3,9,0.333,3,6,0.5,0,3,0,0,0,,0,9,9,6,0,0,0,3,9,,128,117,kurucro01,281,Rodions Kurucs,PF,22,BRK,5,16,7.7,0.5,0.667,0,0,19.7,10.4,15.1,0,0,0,8.2,,0,0,0,0.082,,-0.8,0.8,0,0,kurucro01,281,Rodions Kurucs,PF,22,BRK,5,16,,,,,100%,-18.5,-23.6,0,0,0,0,0,0,5,0,0,kurucro01,281,Rodions Kurucs,PF,22,BRK,5,16,0.333,23.6,,0.333,0,0,0,0.333,0.667,,0,,,,0,0.5,,,1,,0,0,,0.5,1,,0,0,kurucro01,2021
281,Rodions Kurucs,SF,22,HOU,11,0,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.3,0.5,0.5,0.286,0.1,0.2,0.5,0.2,0.8,1,0.4,0.5,0.4,0.8,0.6,1.2,kurucro01,281,Rodions Kurucs,SF,22,HOU,11,0,75,3.2,13.3,0.238,1.3,9.5,0.133,1.9,3.8,0.5,0.6,1.3,0.5,1.3,5.7,6.9,2.5,3.8,2.5,5.7,4.4,8.2,,53,108,kurucro01,281,Rodions Kurucs,SF,22,HOU,11,75,0.8,0.297,0.714,0.095,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,,-0.4,0.1,-0.3,-0.176,,-10.1,1.5,-8.6,-0.1,kurucro01,281,Rodions Kurucs,SF,22,HOU,11,75,,,7%,54%,39%,-2.4,5.8,5,3,5,1,0,0,9,0,1,kurucro01,281,Rodions Kurucs,SF,22,HOU,11,75,0.238,18.2,,0.286,0.286,0,0,0,0.714,,0.5,0.5,,,,0.133,,1,1,,0.143,2,,0.267,0.25,,0,0,kurucro01,2021
281,Rodions Kurucs,SF,22,MIL,5,0,6.8,1,1.6,0.625,0.6,0.8,0.75,0.4,0.8,0.5,0.813,0.4,0.4,1,0.6,1.2,1.8,0.8,0.6,0,0.8,1.6,3,kurucro01,281,Rodions Kurucs,SF,22,MIL,5,0,34,6.9,11.1,0.625,4.1,5.5,0.75,2.8,5.5,0.5,2.8,2.8,1,4.1,8.3,12.4,5.5,4.1,0,5.5,11.1,20.7,,127,106,kurucro01,281,Rodions Kurucs,SF,22,MIL,5,34,17.9,0.845,0.5,0.25,9.6,17.9,13.9,15,4.1,0,31.1,15.9,,0.1,0.1,0.1,0.199,,-0.9,3.1,2.2,0,kurucro01,281,Rodions Kurucs,SF,22,MIL,5,34,,,,100%,,13,7.5,2,2,3,0,0,0,11,0,1,kurucro01,281,Rodions Kurucs,SF,22,MIL,5,34,0.625,15,,0.5,0.25,0.125,0.125,0,0.5,,0.5,1,0,0,,0.75,,0.5,1,,0,0,,0,,,0,0,kurucro01,2021
282,Kyle Kuzma,SF,25,LAL,68,32,28.7,4.9,11.1,0.443,2,5.6,0.361,2.9,5.5,0.525,0.533,1,1.4,0.691,1.6,4.5,6.1,1.9,0.5,0.6,1.7,1.8,12.9,kuzmaky01,282,Kyle Kuzma,SF,25,LAL,68,32,1954,8.3,18.8,0.443,3.4,9.5,0.361,4.9,9.4,0.525,1.7,2.4,0.691,2.7,7.7,10.4,3.2,0.9,1,2.8,3,21.8,,105,109,kuzmaky01,282,Kyle Kuzma,SF,25,LAL,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12,9.8,0.9,1.9,12.4,20.3,,0.4,2.9,3.3,0.08,,-0.4,-0.1,-0.4,0.8,kuzmaky01,282,Kyle Kuzma,SF,25,LAL,68,1954,,,52%,48%,,-1.1,-8.5,41,28,66,21,47,9,304,13,24,kuzmaky01,282,Kyle Kuzma,SF,25,LAL,68,1954,0.443,16,,0.498,0.24,0.124,0.063,0.07,0.502,,0.525,0.687,0.394,0.292,0.415,0.361,,0.545,0.927,,0.048,29,,0.295,0.357,,1,0,kuzmaky01,2021
283,Anthony Lamb,SF,23,HOU,24,3,17.3,1.9,4.9,0.39,1,3,0.324,1,2,0.489,0.487,0.8,0.9,0.857,1.1,1.8,2.9,1,0.3,0.2,0.8,1.4,5.5,lamban01,283,Anthony Lamb,SF,23,HOU,24,3,415,5.2,13.5,0.39,2.6,8.1,0.324,2.6,5.4,0.489,2.1,2.4,0.857,3.1,4.9,8,2.6,0.7,0.6,2.2,3.9,15.2,,105,118,lamban01,283,Anthony Lamb,SF,23,HOU,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9,7.9,0.7,1.1,13,15,,0.1,0.1,0.2,0.023,,-3.4,-2.7,-6.1,-0.4,lamban01,283,Anthony Lamb,SF,23,HOU,24,415,,1%,12%,63%,24%,-10.8,-3.1,10,5,15,2,9,5,59,1,7,lamban01,283,Anthony Lamb,SF,23,HOU,24,415,0.39,16.5,,0.398,0.246,0.153,0,0,0.602,,0.489,0.586,0.333,,,0.324,,0.522,1,,0.034,4,,0.225,0.438,,0,0,lamban01,2021
284,Jeremy Lamb,SG,28,IND,36,8,21.3,3.3,7.7,0.435,1.4,3.6,0.406,1.9,4.1,0.459,0.529,2,2.1,0.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,2,10.1,lambje01,284,Jeremy Lamb,SG,28,IND,36,8,765,7.4,17.1,0.435,3.2,7.9,0.406,4.2,9.1,0.459,4.4,4.6,0.947,1.5,6.5,8.1,3.3,2.1,1.4,1.4,4.4,22.4,,119,111,lambje01,284,Jeremy Lamb,SG,28,IND,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,,1.2,0.9,2.1,0.132,,0.7,0.7,1.4,0.7,lambje01,284,Jeremy Lamb,SG,28,IND,36,765,1%,29%,56%,14%,,-0.3,-0.3,10,7,38,3,36,9,126,6,11,lambje01,284,Jeremy Lamb,SG,28,IND,36,765,0.435,16.4,,0.536,0.181,0.159,0.149,0.047,0.464,,0.459,0.58,0.364,0.488,0.231,0.406,,0.529,0.827,,0,0,,0.094,0.417,,1,0,lambje01,2021
285,Romeo Langford,SG,21,BOS,18,4,15.7,1.2,3.3,0.356,0.3,1,0.278,0.9,2.3,0.39,0.398,0.5,0.7,0.75,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,3.1,langfro01,285,Romeo Langford,SG,21,BOS,18,4,283,3.6,10.2,0.356,0.9,3.1,0.278,2.8,7.1,0.39,1.6,2.1,0.75,2.1,4,6,2.2,1,0.9,1.7,4.1,9.7,,95,116,langfro01,285,Romeo Langford,SG,21,BOS,18,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1,1.7,13.5,11.3,,-0.2,0.2,0,0.003,,-4.9,0.2,-4.6,-0.2,langfro01,285,Romeo Langford,SG,21,BOS,18,283,3%,65%,30%,2%,,-10.9,-12.9,7,2,15,0,7,8,29,2,5,langfro01,285,Romeo Langford,SG,21,BOS,18,283,0.356,11.7,,0.695,0.339,0.186,0.102,0.068,0.305,,0.39,0.65,0.273,0,0,0.278,,0.375,1,,0.051,3,,0.444,0.25,,0,0,langfro01,2021
286,Zach LaVine,SG,25,CHI,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.571,0.596,4.4,5.1,0.849,0.6,4.4,5,4.9,0.8,0.5,3.5,2.4,27.4,lavinza01,286,Zach LaVine,SG,25,CHI,58,58,2034,13.6,26.8,0.507,4.8,11.4,0.419,8.8,15.4,0.571,6,7.1,0.849,0.9,6,6.9,6.7,1.1,0.6,4.8,3.3,37.9,,115,114,lavinza01,286,Zach LaVine,SG,25,CHI,58,2034,21.5,0.634,0.425,0.265,2,13.6,7.9,23.4,1.1,1.2,13.9,31,,4,1.8,5.9,0.138,,4.9,-0.8,4,3.1,lavinza01,286,Zach LaVine,SG,25,CHI,58,2034,22%,51%,27%,,,-0.5,0.8,113,53,63,13,130,2,677,33,67,lavinza01,286,Zach LaVine,SG,25,CHI,58,2034,0.507,14.9,,0.575,0.31,0.093,0.061,0.11,0.425,,0.571,0.693,0.362,0.478,0.46,0.419,,0.355,0.515,,0.05,53,,0.145,0.478,,1,0,lavinza01,2021
287,Jake Layman,SF,26,MIN,45,11,13.9,2,4.1,0.495,0.5,1.7,0.295,1.5,2.4,0.642,0.557,0.6,0.8,0.703,0.3,1.2,1.5,0.6,0.6,0.4,0.6,1,5.1,laymaja01,287,Jake Layman,SF,26,MIN,45,11,627,6.9,13.9,0.495,1.7,5.9,0.295,5.1,8,0.642,2,2.8,0.703,1,4.1,5,2.1,2.2,1.4,2,3.3,17.4,,107,115,laymaja01,287,Jake Layman,SF,26,MIN,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,,0.2,0.5,0.7,0.051,,-2.2,0.2,-2.1,0,laymaja01,287,Jake Layman,SF,26,MIN,45,627,,2%,60%,38%,,-7.6,-2.7,11,8,22,5,22,5,66,7,16,laymaja01,287,Jake Layman,SF,26,MIN,45,627,0.495,12.7,,0.576,0.413,0.125,0.016,0.022,0.424,,0.642,0.75,0.348,0.333,0.5,0.295,,0.765,1,,0.136,23,,0.346,0.148,,1,0,laymaja01,2021
288,T.J. Leaf,PF,23,POR,7,0,5,0.7,1.4,0.5,0,0,,0.7,1.4,0.5,0.5,0.3,0.3,1,0,0.7,0.7,0.1,0.3,0.1,0.3,0.1,1.7,leaftj01,288,T.J. Leaf,PF,23,POR,7,0,35,7,13.9,0.5,0,0,,7,13.9,0.5,2.8,2.8,1,0,7,7,1.4,2.8,1.4,2.8,1.4,16.7,,97,113,leaftj01,288,T.J. Leaf,PF,23,POR,7,35,11.2,0.551,0,0.2,0,15.7,7.6,4,2.8,2.6,15.5,15.8,,0,0,0,0.022,,-3.9,0.9,-3,0,leaftj01,288,T.J. Leaf,PF,23,POR,7,35,,,,100%,,-25,-27.2,1,0,1,0,1,0,2,0,2,leaftj01,288,T.J. Leaf,PF,23,POR,7,35,0.5,2.9,,1,0.7,0.2,0.1,0,0,,0.5,0.571,0.5,0,,,,0.6,,,0.1,1,,,,,0,0,leaftj01,2021
289,Jalen Lecque,PG,20,IND,4,0,3,0.3,2.3,0.111,0,0.3,0,0.3,2,0.125,0.111,0.8,0.8,1,0.5,0.8,1.3,0.5,0,0,0,0,1.3,lecquja01,289,Jalen Lecque,PG,20,IND,4,0,12,3.9,35.5,0.111,0,3.9,0,3.9,31.5,0.125,11.8,11.8,1,7.9,11.8,19.7,7.9,0,0,0,0,19.7,,77,115,lecquja01,289,Jalen Lecque,PG,20,IND,4,12,4.7,0.242,0.111,0.333,18.2,27,22.6,20.6,0,0,0,36.6,,-0.1,0,-0.1,-0.232,,-6.6,-6.3,-13,0,lecquja01,289,Jalen Lecque,PG,20,IND,4,12,55%,45%,,,,-19.2,-19.3,0,0,0,0,2,0,5,1,1,lecquja01,289,Jalen Lecque,PG,20,IND,4,12,0.111,10.1,,0.889,0.444,0.111,0.111,0.222,0.111,,0.125,0.25,0,0,0,0,,0,,,0,0,,0,,,0,0,lecquja01,2021
290,Damion Lee,SG,28,GSW,57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,leeda03,290,Damion Lee,SG,28,GSW,57,1,1079,5.6,11.9,0.467,3.4,8.4,0.397,2.2,3.5,0.638,1.7,1.9,0.909,1,6.9,7.8,3.2,1.7,0.3,1.3,3.9,16.2,,121,111,leeda03,290,Damion Lee,SG,28,GSW,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,,1.4,1.3,2.7,0.119,,-0.7,0.9,0.2,0.6,leeda03,290,Damion Lee,SG,28,GSW,57,1079,,61%,36%,3%,,0.9,0,17,6,41,5,14,16,178,5,3,leeda03,290,Damion Lee,SG,28,GSW,57,1079,0.467,20.3,,0.292,0.08,0.091,0.091,0.029,0.708,,0.638,0.773,0.68,0.52,0.5,0.397,,0.863,0.961,,0.007,2,,0.309,0.45,,0,0,leeda03,2021
