Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
Jamal Murray,PG,25,DEN,65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,2133,116,116,18,0.571,0.207,2.7,11,6.9,27.5,1.5,0.7,11.3,26.1,3.3,1.9,5.1,0.116,2.6,-1.3,1.3,1.8,81%,19%,,,,6.2,6.2,94,29,60,8,65,17,923,9,35,16.5,0.585,0.147,0.161,0.134,0.143,0.415,0.673,0.44,0.46,0.403,0.329,0.605,0.019,18,0.123,0.491,2023
Keegan Murray,SF,22,SAC,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2,12.2,2382,119,117,12.3,0.597,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1,-0.6,0.8,,2%,84%,14%,,1.3,-2.6,32,11,112,4,42,19,238,15,40,18.1,0.359,0.18,0.107,0.042,0.029,0.641,0.674,0.357,0.455,0.348,0.709,0.976,0.058,39,0.285,0.434,2023
Mike Muscala,C,31,TOT,63,9,15,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,945,124,113,13,0.608,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4,,,,9%,91%,9,7.1,7,3,52,12,18,3,121,1,10,20.6,0.291,0.096,0.072,0.082,0.041,0.709,0.643,0.667,0.5,0.5,0.86,0.988,0.021,5,0.242,0.4,2023
Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,0.438,1.3,3.3,0.394,0.8,1.4,0.541,0.576,0.7,0.9,0.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,622,125,114,13.8,0.602,0.192,3.9,19.7,11.6,8.2,0.8,2.8,6,15.7,1,0.7,1.7,0.134,0.3,-0.1,0.1,0.3,,,,,100%,9.5,9.9,5,1,37,8,14,3,89,1,8,20.7,0.3,0.103,0.049,0.094,0.054,0.7,0.667,0.4,0.526,0.455,0.879,0.982,0.02,3,0.183,0.385,2023
Mike Muscala,C,31,BOS,20,4,16.2,2.1,4.5,0.472,1.3,3.3,0.385,0.9,1.2,0.708,0.612,0.5,0.7,0.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,1.4,5.9,323,121,113,11.6,0.623,0.146,4.8,18,11.5,5,0.6,1.3,8.7,14,0.4,0.4,0.8,0.116,-1.5,0.1,-1.4,0.1,,,,26%,74%,8,1.5,2,2,15,4,4,0,32,0,2,20.3,0.27,0.079,0.124,0.056,0.011,0.73,0.571,0.909,0.4,1,0.824,1,0.022,2,0.369,0.417,2023
Svi Mykhailiuk,SF,25,TOT,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.566,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,468,115,118,14,0.584,0.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,0.5,0.3,0.8,0.081,0.5,-0.7,-0.1,0.2,1%,23%,69%,7%,1%,1.6,7.2,11,10,13,3,15,3,127,4,11,17.2,0.428,0.208,0.104,0.064,0.052,0.572,0.667,0.167,0.455,0.333,0.543,0.833,0.029,5,0.354,0.429,2023
Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,0.5,0.5,0.8,0.6,0,0.2,0,0.75,0.2,0.4,0.6,0,0.5,0.5,0.1,0.1,0,0.2,0.1,1.6,40,128,115,15.8,0.739,0.417,0,19.3,9.6,3.5,1.2,0,12.3,17.4,0.1,0,0.1,0.141,3.6,0.5,4.1,0.1,,,53%,47%,,25.4,22.4,2,0,1,0,3,0,3,1,1,22,0.167,0,0.167,0,0,0.833,,0,,,,1,0,0,0.3,0.667,2023
Svi Mykhailiuk,SF,25,CHO,19,8,22.5,3.7,8.5,0.441,1.9,4.7,0.404,1.8,3.8,0.486,0.553,1.2,1.8,0.676,0.8,1.6,2.4,2.7,0.7,0.2,1.2,1.2,10.6,428,114,118,13.8,0.571,0.211,3.7,7.9,5.7,17.7,1.6,0.8,11.1,19.5,0.4,0.3,0.7,0.076,0.3,-0.8,-0.5,0.2,1%,25%,70%,3%,1%,-0.6,5.8,9,10,12,3,12,3,124,3,10,16.8,0.447,0.224,0.099,0.068,0.056,0.553,0.667,0.188,0.455,0.333,0.543,0.806,0.031,5,0.36,0.406,2023
Larry Nance Jr.,C,30,NOP,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2,6.8,1381,134,110,16,0.649,0.259,8.7,20.3,14.5,11.7,2,2.6,11,11.9,2.8,2.1,4.9,0.171,0,2,2,1.4,,,,19%,81%,7.8,8.8,17,7,57,15,35,15,281,9,14,6.9,0.862,0.482,0.292,0.059,0.03,0.138,0.769,0.551,0.389,0.333,0.762,1,0.223,66,0.571,0.417,2023
Andrew Nembhard,SG,23,IND,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,2073,108,120,10,0.528,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,0.4,0.8,1.2,0.029,-2.4,-0.8,-3.2,-0.6,29%,70%,1%,,,-6.2,-5.8,84,20,75,7,26,30,807,12,25,15.4,0.592,0.172,0.182,0.169,0.068,0.408,0.721,0.436,0.376,0.455,0.406,0.913,0.002,1,0.266,0.357,2023
Aaron Nesmith,SF,23,IND,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1,3.2,10.1,1816,111,119,10.5,0.566,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,0.9,1.1,2,0.052,-2.3,-0.7,-3,-0.4,,2%,35%,63%,,-5.4,-3.6,34,13,134,11,60,34,238,12,46,15.5,0.468,0.249,0.136,0.063,0.02,0.532,0.639,0.263,0.486,0.333,0.701,0.965,0.042,22,0.424,0.383,2023
Raul Neto,PG,30,CLE,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,505,126,113,12.6,0.628,0.309,2.3,8.4,5.4,21,1.7,0.7,16.1,13.2,0.8,0.6,1.5,0.142,-1.7,1.5,-0.2,0.2,100%,,,,,2.7,-3.4,17,5,24,1,11,14,192,2,5,13.2,0.618,0.345,0.155,0.082,0.036,0.382,0.711,0.471,1,0.25,0.444,0.917,0,0,0.19,0.625,2023
Georges Niang,PF,29,PHI,78,1,19.4,2.8,6.4,0.442,2,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1,0.4,0.2,0.7,1.9,8.2,1512,114,116,10.9,0.61,0.09,1.5,12.8,7.2,7.3,1,0.9,9.4,17,1.1,1.4,2.5,0.078,-0.4,-1,-1.4,0.2,,,1%,94%,5%,1.7,-5,27,7,79,10,20,9,186,8,13,20.8,0.235,0.096,0.112,0.024,0.004,0.765,0.688,0.536,0.333,0.5,0.75,1,0,0,0.19,0.534,2023
Daishen Nix,PG,20,HOU,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4,914,88,121,5.3,0.447,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.5,0.3,-1.2,-0.062,-5,-1.5,-6.5,-1,83%,17%,,,,-7.8,0.7,59,17,32,5,15,4,304,2,12,17.4,0.409,0.19,0.194,0.004,0.021,0.591,0.489,0.37,1,0.2,0.439,0.825,0.013,2,0.15,0.238,2023
Zeke Nnaji,PF,22,DEN,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2,5.2,728,120,115,12.5,0.62,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3,,,,23%,77%,-5.8,-11.1,6,3,64,17,25,1,45,5,12,9.9,0.668,0.52,0.138,0,0.01,0.332,0.794,0.407,,0.5,0.72,1,0.168,32,0.369,0.25,2023
Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,195,84,109,7.9,0.424,0.333,5.6,21,13.1,6.7,4,4.5,23.9,12,-0.3,0.3,0,0.007,-6.5,2.6,-3.8,-0.1,,,,2%,98%,-15.6,-9.6,4,5,21,3,4,6,23,0,2,9.8,0.944,0.25,0.25,0.306,0.139,0.056,0.444,0.222,0.364,0.4,0.833,1,0.028,0,0,,2023
Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,0.4,0.1,0.1,0.5,0.8,2,0.393,0.417,0.5,0.7,0.7,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3,152,92,108,10,0.465,0.333,5,22.6,13.5,6.2,4.1,5.2,18.9,11.9,-0.1,0.3,0.1,0.04,-5.1,3.1,-2,0,,,,2%,98%,-17.6,-9.5,2,3,15,2,3,4,16,0,2,10.1,0.933,0.267,0.2,0.3,0.167,0.067,0.5,0.333,0.333,0.4,0.818,1,0.033,0,0,,2023
Nerlens Noel,C,28,BRK,3,1,14.3,0.3,2,0.167,0,0,,0.3,2,0.167,0.167,0.3,0.7,0.5,1,2,3,1,1,0.3,1.7,2.3,1,43,56,110,0.3,0.218,0.333,8,15.3,11.8,8.3,3.4,2,42.1,12.2,-0.2,0.1,-0.1,-0.112,-11.3,1,-10.3,-0.1,,,,,100%,-8.7,-10,2,2,6,1,1,2,7,0,0,8.1,1,0.167,0.5,0.333,0,0,0,0,0.5,,1,,0,0,,,2023
Jaylen Nowell,SG,23,MIN,65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8,1252,106,116,13.7,0.527,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25,0,1.2,1.2,0.046,-1.5,-1,-2.5,-0.2,15%,61%,22%,1%,,-0.7,-0.8,38,14,54,5,51,14,311,18,38,13.5,0.629,0.251,0.213,0.134,0.03,0.371,0.662,0.429,0.536,0.368,0.469,0.716,0.024,11,0.155,0.222,2023
Frank Ntilikina,SG,24,DAL,47,5,12.9,1,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.428,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,607,94,118,5.2,0.461,0.25,1.3,10.7,5.9,12.8,1.3,1,16.5,13.1,-0.5,0.4,-0.1,-0.01,-6.1,-0.7,-6.7,-0.7,17%,59%,24%,1%,,5.9,6.7,12,7,38,2,16,6,150,3,7,16.9,0.492,0.144,0.159,0.091,0.098,0.508,0.579,0.238,0.417,0.769,0.581,0.941,0,0,0.343,0.13,2023
Kendrick Nunn,SG,27,TOT,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,964,100,117,11.1,0.53,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,0.008,-2,-1.5,-3.5,-0.4,13%,72%,14%,1%,,-2.8,-3,38,18,40,2,17,8,208,3,30,17,0.504,0.127,0.18,0.127,0.071,0.496,0.667,0.395,0.474,0.469,0.366,0.696,0.022,8,0.229,0.333,2023
Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,0.406,1.1,3.2,0.325,1.6,3.2,0.488,0.488,0.4,0.5,0.81,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,528,96,117,8.7,0.503,0.084,1,9.8,5.6,9.3,1,0.5,10.6,23.3,-0.6,0.4,-0.2,-0.021,-3.4,-1.6,-5,-0.4,20%,62%,17%,1%,,-3.4,-4.6,20,5,23,1,7,6,78,1,13,16.8,0.498,0.131,0.179,0.12,0.068,0.502,0.667,0.444,0.4,0.412,0.459,0.756,0.02,4,0.214,0.333,2023
Kendrick Nunn,SG,27,WAS,31,0,14.1,2.9,6.4,0.447,1.2,3.1,0.392,1.6,3.3,0.5,0.543,0.6,0.6,0.9,0.3,1.4,1.7,1.8,0.5,0.1,1.1,1,7.5,436,106,117,14.1,0.563,0.101,2.7,10.8,6.9,19.2,1.9,0.8,14.4,24.2,0,0.4,0.4,0.043,-0.4,-1.3,-1.6,0,4%,85%,11%,,,-2.2,-1,18,13,17,1,10,2,130,2,17,17.2,0.513,0.121,0.181,0.136,0.075,0.487,0.667,0.333,0.556,0.533,0.255,0.632,0.025,4,0.247,0.333,2023
Jusuf Nurkić,C,28,POR,52,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,1391,112,114,17.3,0.589,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,0.092,-0.6,0.7,0.1,0.7,,,,,100%,-0.3,5.2,44,32,99,34,95,8,364,32,34,8.6,0.764,0.451,0.279,0.018,0.016,0.236,0.645,0.447,0.556,0.5,0.594,1,0.044,21,0.126,0.333,2023
Jordan Nwora,SF,24,TOT,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,1188,109,116,12.2,0.561,0.193,4.7,15.8,10.4,10.5,1,1,12,19.4,0.5,1,1.5,0.06,-0.8,-1.3,-2.1,0,,4%,40%,56%,1%,-8.5,-10.1,25,22,49,7,49,4,207,17,30,15.5,0.526,0.231,0.153,0.074,0.067,0.474,0.573,0.441,0.364,0.233,0.565,0.93,0.04,15,0.284,0.4,2023
Jordan Nwora,SF,24,MIL,38,3,15.7,2,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1,1.1,0.86,0.8,2.3,3.1,1,0.3,0.2,0.9,0.9,6,597,106,113,10,0.53,0.218,5.3,14.8,10.2,8.4,1,1,13.6,17.6,0,0.7,0.7,0.057,-2,-0.4,-2.4,0,,4%,63%,33%,1%,-7.1,-12.6,13,11,24,3,24,3,91,8,13,17,0.482,0.193,0.127,0.066,0.096,0.518,0.526,0.4,0.154,0.211,0.556,1,0.015,3,0.235,0.333,2023
Jordan Nwora,SF,24,IND,24,11,24.6,4.9,10.3,0.476,1.9,4.5,0.422,3,5.8,0.518,0.569,1.3,1.8,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,1.7,13,591,113,119,14.4,0.586,0.173,4.1,16.9,10.5,12.6,1,1,10.7,21.2,0.5,0.3,0.8,0.064,0.4,-2.2,-1.8,0,,5%,16%,79%,,-9.9,-7.5,12,11,25,4,25,1,116,9,17,14.3,0.56,0.262,0.173,0.081,0.044,0.44,0.6,0.465,0.5,0.273,0.569,0.87,0.06,12,0.33,0.444,2023
Royce O'Neale,SF,29,BRK,76,53,31.7,3,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,2409,108,115,9.2,0.538,0.116,2.6,15,9,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5,,24%,61%,15%,,2.6,3.5,71,19,139,13,30,25,690,5,28,19.6,0.293,0.155,0.118,0.015,0.005,0.707,0.489,0.271,0.222,0,0.394,0.975,0.01,5,0.15,0.349,2023
Chuma Okeke,SF,24,ORL,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,518,107,114,9.1,0.488,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0,0.6,0.7,0.061,-2.4,0.8,-1.6,0.1,5%,52%,40%,3%,,-10.4,-8.7,7,3,24,1,9,1,92,1,4,19.6,0.295,0.164,0.057,0.049,0.025,0.705,0.7,0.143,0.167,0.333,0.588,0.923,0.049,4,0.198,0.471,2023
Josh Okogie,SG,24,PHO,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3,0.442,0.471,1.9,2.7,0.724,1.5,2,3.5,1.5,0.8,0.5,0.9,1.6,7.3,1350,114,113,13.3,0.531,0.464,8.8,11.9,10.3,10.3,2,2.3,11.2,17.7,1.1,1.7,2.8,0.101,-0.8,0.5,-0.2,0.6,6%,86%,8%,,,5.1,5,30,15,59,5,84,38,253,7,26,14.4,0.524,0.28,0.155,0.051,0.039,0.476,0.56,0.297,0.286,0.375,0.448,0.939,0.087,25,0.462,0.319,2023
Onyeka Okongwu,C,22,ATL,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,3.1,9.9,1849,134,112,19.4,0.678,0.394,12.7,21.5,17,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,0.185,0,0.8,0.8,1.3,,,,1%,100%,2.3,3.4,22,17,163,31,92,3,204,22,43,4.6,0.974,0.61,0.239,0.05,0.074,0.026,0.762,0.445,0.56,0.405,0.712,1,0.209,96,0.769,0.4,2023
Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,1652,123,112,10.7,0.614,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,-1.9,1.6,-0.3,0.7,,21%,73%,6%,,6.1,0.7,14,11,68,4,57,10,199,15,16,12.8,0.517,0.376,0.133,0.006,0.003,0.483,0.684,0.426,1,0,0.752,0.952,0.099,31,0.854,0.377,2023
KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3,248,113,117,6.2,0.554,0.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,0.1,0.2,0.3,0.057,-4.3,1.1,-3.2,-0.1,,1%,65%,35%,,3.7,1.5,4,1,17,1,4,7,31,0,2,16,0.447,0.158,0.237,0.026,0.026,0.553,0.833,0.333,0,1,0.667,1,0.053,2,0.524,0.455,2023
Victor Oladipo,SG,30,MIA,42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4,10.7,1106,99,112,10.6,0.513,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,-2.9,0.8,-2.1,0,14%,61%,24%,,,-1.5,-1.8,51,20,60,2,31,13,345,5,16,17.2,0.474,0.149,0.159,0.109,0.057,0.526,0.533,0.5,0.318,0.522,0.289,0.614,0.012,4,0.198,0.19,2023
Kelly Olynyk,C,31,UTA,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5,6.2,3.7,0.9,0.5,2.5,3.4,12.5,1942,118,115,14.4,0.643,0.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,2.4,1.9,4.3,0.106,-0.4,0.9,0.4,1.2,,,,48%,52%,0,2.1,75,40,121,32,89,25,606,28,30,14.5,0.576,0.223,0.268,0.048,0.038,0.424,0.702,0.544,0.296,0.429,0.643,0.968,0.025,13,0.203,0.438,2023
Eugene Omoruyi,SF,25,TOT,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7,645,106,117,10.9,0.533,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,0.042,-3.5,-0.9,-4.4,-0.4,,2%,37%,57%,5%,-3.5,1,14,7,44,7,32,18,63,8,22,11.7,0.61,0.404,0.18,0.013,0.013,0.39,0.707,0.244,0.333,0,0.618,1,0.053,11,0.472,0.333,2023
Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1,1.3,2.3,0.5,0.6,0,0.7,2,4.9,272,105,114,10.6,0.531,0.298,8.5,12.1,10.3,5.6,2.4,0,13.1,18.8,0,0.3,0.3,0.052,-4.4,-0.5,-4.9,-0.2,,3%,39%,49%,9%,0.1,-1.2,6,4,21,5,11,9,26,2,7,9.6,0.67,0.5,0.149,0.011,0.011,0.33,0.681,0.286,0,0,0.611,1,0.096,8,0.548,0.353,2023
Eugene Omoruyi,SF,25,DET,17,4,21.9,3.4,7.9,0.425,1,3.4,0.293,2.4,4.5,0.526,0.489,2,2.8,0.723,1.2,2.2,3.5,1,0.8,0.2,1.1,2.6,9.7,373,107,119,11.2,0.533,0.351,6.1,11.6,8.8,6.8,1.8,0.7,10.4,19.7,0.1,0.2,0.3,0.034,-2.9,-1.2,-4.1,-0.2,,2%,35%,62%,1%,-6.1,2.6,8,3,23,2,21,9,37,6,15,13.1,0.567,0.336,0.201,0.015,0.015,0.433,0.733,0.222,0.5,0,0.625,1,0.022,3,0.431,0.32,2023
Cedi Osman,SF,27,CLE,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7,1548,115,113,12,0.579,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,-0.8,0.2,-0.7,0.5,,5%,56%,39%,,7.1,2.3,21,16,56,6,44,26,276,12,22,16.8,0.411,0.27,0.102,0.025,0.015,0.589,0.727,0.222,0.538,0,0.764,0.879,0.013,7,0.253,0.43,2023
Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,1548,106,115,14.8,0.534,0.254,4.4,12.9,8.6,5.6,2.1,1,6.6,26.5,0.1,1.5,1.7,0.051,-0.4,-0.7,-1.1,0.3,,58%,42%,,,-7.7,-3.2,22,28,61,7,107,25,124,37,55,13.8,0.586,0.252,0.206,0.093,0.035,0.414,0.66,0.361,0.447,0.483,0.539,0.917,0.067,47,0.295,0.41,2023
Chris Paul,PG,37,PHO,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,1889,122,112,17.7,0.555,0.24,1.6,13.4,7.4,38.7,2.4,1,13.4,19.2,3.7,2.5,6.2,0.156,2,1.2,3.2,2.5,100%,,,,,1.8,0,81,20,59,7,26,8,1233,4,6,18,0.609,0.025,0.127,0.302,0.154,0.391,0.588,0.447,0.485,0.485,0.163,0.551,0,0,0.073,0.421,2023
Cameron Payne,PG,28,PHO,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,968,106,115,13.2,0.512,0.141,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,0,1,1.1,0.053,-0.5,-0.7,-1.2,0.2,98%,2%,,,,2.7,1.3,49,9,31,9,31,23,494,5,21,15.8,0.592,0.124,0.267,0.146,0.055,0.408,0.607,0.388,0.439,0.4,0.3,0.662,0,0,0.097,0.333,2023
Gary Payton II,SG,30,TOT,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,367,131,115,13.3,0.701,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,0.6,0.4,1,0.125,-1.2,1.5,0.3,0.2,2%,76%,22%,,,5.1,7.5,5,4,19,5,2,1,77,1,1,10.5,0.623,0.449,0.159,0.014,0,0.377,0.677,0.636,0,,0.714,1,0.087,3,0.769,0.55,2023
Gary Payton II,SG,30,POR,15,1,17,1.6,2.7,0.585,0.6,1.1,0.529,1,1.6,0.625,0.695,0.3,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,255,126,116,11.3,0.713,0.098,4.5,13.2,8.8,11.6,3.1,0.3,21.9,9.3,0.3,0.2,0.5,0.097,-2,1.4,-0.6,0.1,,80%,20%,,,3.5,7.7,3,4,14,3,0,0,56,0,1,11.2,0.585,0.488,0.073,0.024,0,0.415,0.7,0.333,0,,0.733,1,0.049,1,0.706,0.583,2023
Gary Payton II,SG,30,GSW,7,0,16,2.4,4,0.607,0.6,1.3,0.444,1.9,2.7,0.684,0.679,0.3,0.4,0.667,2,2.3,4.3,1.1,0.9,0.6,0.6,2,5.7,112,138,111,17.7,0.682,0.107,14,15.4,14.7,9.6,2.5,3.1,12,12.5,0.3,0.2,0.4,0.191,0.5,1.9,2.4,0.1,6%,68%,25%,,,8.6,6.9,2,0,5,2,2,1,21,1,0,9.5,0.679,0.393,0.286,0,0,0.321,0.636,0.75,,,0.692,1,0.143,2,0.889,0.5,2023
Theo Pinson,SG,27,DAL,40,1,8.1,0.8,2.2,0.356,0.6,1.6,0.355,0.2,0.6,0.36,0.483,0.3,0.3,0.846,0.3,1.3,1.6,1.2,0.2,0,0.3,0.9,2.4,323,114,117,10.1,0.512,0.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,0.2,0.2,0.5,0.071,-2.5,-0.9,-3.4,-0.1,2%,16%,41%,36%,5%,-5.1,-5.9,7,2,17,1,3,3,115,1,5,19.6,0.287,0.126,0.126,0.023,0.011,0.713,0.364,0.364,0.5,0,0.778,0.818,0.023,1,0.145,0.556,2023
