Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,ORtg,DRtg,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,ShootFC,OffFC,ShootFD,OffFD,PGA,And1,Blkd,Dist.,%2PFGA,0-3%FGA,3-10%FGA,10-16%FGA,16-3P%FGA,%3PFGA,0-3FG%,3-10FG%,10-16FG%,16-3PFG%,2P%A,3P%A,Dunk%FGA,Dunks,C3%3PA,C33P%,Season 
JD Davison,SG,20,BOS,12,0,5.5,0.7,1.6,0.421,0.2,0.6,0.286,0.5,1,0.5,0.474,0.1,0.2,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,66,104,112,10.1,0.478,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0,0.1,0.1,0.059,-4.5,0.4,-4.2,0,26%,74%,,,,-4.6,-11.4,3,1,2,0,1,1,25,0,1,15.9,0.632,0.053,0.211,0.316,0.053,0.368,1,0.5,0.333,1,0.5,1,0,0,0,,2023
Darius Days,SF,23,HOU,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,25,132,120,18.3,0.582,0.167,4.3,22.2,13.2,6.2,0,3.9,0,21.4,0.1,0,0.1,0.156,4.7,-1.2,3.5,0,,7%,93%,,,4.1,12.5,0,0,2,0,1,0,3,0,1,20.5,0.167,0.167,0,0,0,0.833,1,,,,0.5,1,0,0,0.5,0.4,2023
Dewayne Dedmon,C,33,TOT,38,1,11.2,2,4,0.51,0.3,1,0.308,1.7,2.9,0.58,0.55,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2,5.2,426,112,110,15.5,0.577,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1,0.115,-2.6,1,-1.6,0,,,,,100%,-10.3,-11.8,4,4,41,11,23,3,62,7,16,10.1,0.742,0.351,0.311,0.06,0.02,0.258,0.66,0.511,0.444,0.667,0.738,0.917,0.073,7,0.128,0.2,2023
Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2,5.7,350,113,110,15.6,0.576,0.341,9.1,28.1,18.2,7.3,1,4.1,11.4,21.2,0.3,0.5,0.8,0.115,-2.4,0.6,-1.8,0,,,,,100%,-9.9,-10.7,3,4,33,7,20,3,37,6,14,10.8,0.713,0.341,0.287,0.07,0.016,0.287,0.636,0.541,0.444,0.5,0.755,1,0.062,4,0.135,0.2,2023
Dewayne Dedmon,C,33,PHI,8,1,9.5,1.6,2.8,0.591,0.1,0.3,0.5,1.5,2.5,0.6,0.614,0.1,0.6,0.2,0.8,2.4,3.1,1.3,0.3,0.6,0.8,1.8,3.5,76,110,108,15.5,0.579,0.227,9.5,29,19.4,19.6,1.3,6.1,19.9,17.8,0,0.1,0.2,0.113,-3.5,2.8,-0.7,0,,,,,100%,-11.9,-17,1,0,8,4,3,0,25,1,2,6.4,0.909,0.409,0.455,0,0.045,0.091,0.778,0.4,,1,0.667,0,0.136,3,0,,2023
Matthew Dellavedova,PG,32,SAC,32,0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.43,0.1,0.2,0.571,0,0.4,0.4,1.3,0.2,0,0.3,0.6,1.5,213,105,119,6.7,0.443,0.14,0.5,6.4,3.5,23.4,1.6,0,15.9,12.7,0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2,94%,6%,,,,-8.2,-11.1,7,1,7,2,2,7,98,1,1,17.5,0.46,0.08,0.22,0.12,0.04,0.54,0.75,0.273,0.167,0.5,0.25,0.778,0,0,0.148,0.5,2023
DeMar DeRozan,SF,33,CHI,74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,0.522,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,2682,119,113,20.6,0.592,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2,2.6,,,68%,32%,,1.5,-0.5,74,45,104,14,270,32,923,78,62,13.7,0.891,0.165,0.125,0.263,0.338,0.109,0.735,0.491,0.499,0.459,0.244,0.848,0.023,29,0.31,0.318,2023
Moussa Diabaté,C,21,LAC,22,1,8.9,1.1,2.1,0.511,0,0.1,0.5,1,2,0.511,0.521,0.5,0.7,0.625,1.4,0.9,2.3,0.2,0.3,0.4,0.4,0.7,2.7,195,117,114,14.2,0.546,0.34,18,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0,,,3%,21%,76%,-9.6,-10.8,2,2,4,3,9,1,8,4,6,4,0.957,0.574,0.34,0.043,0,0.043,0.556,0.5,0,,0.478,1,0.149,7,1,0.5,2023
Mamadi Diakite,C,26,CLE,22,2,8,1.1,2.3,0.48,0.3,1,0.333,0.8,1.3,0.586,0.55,0.1,0.1,1,0.4,1,1.4,0.4,0.2,0.4,0.5,1.2,2.6,176,99,109,9,0.56,0.04,5.4,14.7,10,6.3,1.1,4.7,19.1,16,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1,,,,17%,83%,0.6,-5.3,3,2,16,3,1,1,19,0,3,13.9,0.58,0.24,0.2,0.12,0.02,0.42,0.833,0.4,0.333,1,0.824,0.857,0.08,4,0.429,0.222,2023
Hamidou Diallo,SF,24,DET,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1,2.4,3.5,1,0.9,0.3,1.3,2.2,9.3,996,109,116,15.7,0.593,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,-1.8,0.4,-1.4,0.1,,26%,63%,11%,,-0.4,10.9,26,13,41,17,76,15,133,19,19,6.8,0.944,0.443,0.304,0.125,0.072,0.056,0.753,0.456,0.426,0.481,0.643,1,0.139,48,0.524,0.273,2023
Gorgui Dieng,C,33,SAS,31,1,11.5,1.5,3.8,0.385,0.7,2.4,0.28,0.8,1.4,0.571,0.474,0.3,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1,1.8,3.9,358,100,118,9.9,0.493,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0,0.001,-4,0.1,-3.9,-0.2,,,,29%,71%,-21.3,-12.4,17,4,37,3,5,6,126,1,5,19.3,0.359,0.137,0.06,0.111,0.051,0.641,0.75,0.429,0.462,0.5,0.667,0.905,0.051,6,0.093,0.429,2023
Ousmane Dieng,PF,19,OKC,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,569,103,115,9.3,0.505,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2,,,8%,71%,20%,3.9,3.2,10,8,26,2,12,0,107,3,8,16.2,0.459,0.21,0.188,0.033,0.028,0.541,0.789,0.5,0.167,0.4,0.78,0.962,0.099,17,0.265,0.308,2023
Spencer Dinwiddie,SG-PG,29,TOT,79,79,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,0.524,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,2725,118,118,16,0.573,0.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,4.5,1.8,6.3,0.111,1.6,-0.9,0.7,1.8,36%,54%,9%,1%,,0.4,-0.9,85,26,84,19,161,21,1287,38,62,15.7,0.533,0.186,0.206,0.092,0.05,0.467,0.646,0.417,0.423,0.423,0.118,0.602,0.021,17,0.182,0.506,2023
Spencer Dinwiddie,SG,29,DAL,53,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,1808,120,119,16.1,0.599,0.298,1.2,9.4,5.2,23.8,1.1,0.8,10.3,21.9,3.3,1,4.3,0.114,2,-1.2,0.9,1.3,5%,81%,13%,1%,,-1.6,-3.4,52,14,56,14,101,13,703,21,45,16,0.509,0.184,0.197,0.079,0.048,0.491,0.641,0.401,0.473,0.455,0.135,0.63,0.023,11,0.211,0.556,2023
Spencer Dinwiddie,PG,29,BRK,26,26,35.3,5.5,13.7,0.404,1.7,5.7,0.289,3.9,8,0.488,0.465,3.8,4.7,0.797,0.3,3.8,4.1,9.1,1.1,0.3,2.1,2.4,16.5,917,115,116,15.8,0.523,0.346,1.1,11.7,6.6,36.5,1.5,0.7,11.8,22.5,1.2,0.8,2,0.103,0.7,-0.5,0.2,0.5,98%,2%,,,,4.3,4,33,12,28,5,60,8,584,17,17,15,0.581,0.188,0.222,0.118,0.053,0.419,0.657,0.443,0.357,0.368,0.089,0.512,0.017,6,0.114,0.294,2023
Donte DiVincenzo,SG,26,GSW,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,1894,117,113,12.8,0.593,0.131,4.7,14,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,0.106,-0.6,1.3,0.7,1.3,10%,79%,10%,,,3.2,2.6,71,17,52,11,27,34,612,7,16,19.7,0.3,0.124,0.131,0.026,0.019,0.7,0.567,0.563,0.286,0.3,0.612,0.927,0.017,9,0.228,0.419,2023
Luka Dončić,PG,23,DAL,66,66,36.2,10.9,22,0.496,2.8,8.2,0.342,8.1,13.8,0.588,0.56,7.8,10.5,0.742,0.8,7.8,8.6,8,1.4,0.5,3.6,2.5,32.4,2391,120,113,28.7,0.609,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,8.9,6.6,96%,4%,,,,2.2,4.9,141,64,73,12,308,10,1316,74,44,14.7,0.627,0.176,0.252,0.145,0.054,0.373,0.745,0.578,0.51,0.333,0.131,0.216,0.01,12,0.041,0.273,2023
Tyler Dorsey,SF,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,,0.3,0.3,0.7,0,0,0,0,0,3,8,170,121,45.5,0.9,0,14.4,14.7,14.5,0,0,0,0,28.3,0.1,0,0.1,0.367,17,0.8,17.8,0,,,,100%,,7.1,6.9,0,0,0,0,0,0,0,0,0,21,0.6,0,0,0,0.6,0.4,,,,1,0.667,1,0,0,0.5,1,2023
Luguentz Dort,SF,23,OKC,74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,0.466,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1,0.3,1.2,3.3,13.7,2272,109,116,11.3,0.513,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,0.062,-2,-1,-3,-0.6,,17%,61%,21%,1%,1,-0.4,31,30,111,14,120,93,365,23,53,14.2,0.532,0.301,0.174,0.032,0.024,0.468,0.521,0.309,0.357,0.476,0.51,0.889,0.04,29,0.232,0.411,2023
Ayo Dosunmu,SG,23,CHI,80,51,26.2,3.5,7.1,0.493,0.7,2.4,0.312,2.8,4.8,0.583,0.545,0.8,1,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,2098,109,115,10.2,0.567,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14,14.9,0.7,2.2,2.9,0.067,-3,0.6,-2.5,-0.2,2%,60%,36%,2%,,-1.2,-6,43,28,85,8,43,9,481,10,49,11.2,0.668,0.411,0.147,0.07,0.04,0.332,0.679,0.429,0.5,0.304,0.55,1,0.018,9,0.466,0.33,2023
Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0.15,0,0,,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5,53,81,112,4.8,0.15,0,13.1,8.1,10.5,17.6,4.6,0,23.1,10.7,-0.1,0.1,0,-0.025,-7,1.8,-5.3,0,95%,5%,,,,-1.8,-0.6,3,0,3,0,0,0,20,0,2,16.5,0.6,0,0.3,0.1,0.2,0.4,,0,0,0,,1,0,0,0.25,0,2023
Jeff Dowtin,PG,25,TOR,25,0,10.4,1,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.482,0.2,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5,2.4,259,118,117,9.9,0.5,0.158,2.4,8,5,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.076,-2.8,0.9,-1.9,0,56%,44%,,,,2,0.9,3,0,9,0,4,3,70,2,3,13.5,0.719,0.175,0.263,0.123,0.158,0.281,0.7,0.6,0,0.444,0.45,0.8,0.035,2,0.5,0.375,2023
PJ Dozier,SF,26,SAC,16,0,4.9,0.6,2.1,0.303,0.1,1,0.125,0.5,1.1,0.471,0.333,0,0,,0.1,0.8,0.9,0.6,0.4,0.1,0.3,0.4,1.4,79,76,111,5.2,0.333,0,1.5,18.7,10.1,16.3,3.6,1.1,13.2,20.6,-0.3,0.1,-0.2,-0.097,-8.6,0.7,-7.8,-0.1,7%,34%,54%,6%,,-14,-16.6,5,0,4,0,0,4,23,0,1,17.9,0.515,0.152,0.091,0.121,0.152,0.485,0.8,0.333,0,0.6,0.375,1,0,0,0.313,0.2,2023
Goran Dragić,PG,36,TOT,58,0,15,2.4,5.8,0.421,0.9,2.5,0.359,1.5,3.3,0.468,0.499,0.5,0.8,0.689,0.3,1.1,1.4,2.6,0.2,0.1,1.1,1.1,6.3,870,103,117,10.3,0.514,0.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,-0.3,0.7,0.4,0.025,-2.1,-1.8,-3.9,-0.4,94%,5%,1%,,,0,-1.8,37,10,25,3,23,7,344,5,15,15.8,0.567,0.185,0.128,0.179,0.075,0.433,0.613,0.372,0.35,0.56,0.393,0.904,0,0,0.186,0.481,2023
Goran Dragić,PG,36,CHI,51,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,787,103,117,10.2,0.514,0.137,1.9,7.9,5,24.7,0.7,0.5,15,21,-0.2,0.6,0.4,0.023,-2.1,-1.6,-3.7,-0.3,100%,,,,,1.6,0,32,8,24,3,21,6,314,5,13,15.5,0.572,0.191,0.13,0.181,0.07,0.428,0.632,0.359,0.352,0.619,0.39,0.911,0,0,0.195,0.48,2023
Goran Dragić,PG,36,MIL,7,0,11.9,2,5.1,0.389,1,2.4,0.412,1,2.7,0.368,0.486,0.6,0.6,1,0.4,1.3,1.7,1.7,0.3,0,1,0.3,5.6,83,104,115,11.4,0.516,0.111,3.9,10.9,7.5,20.2,1.2,0,15.6,22.7,0,0.1,0.1,0.037,-2.3,-2.9,-5.2,-0.1,40%,51%,9%,,,-15,-19,5,2,1,0,2,1,30,0,2,17.7,0.528,0.139,0.111,0.167,0.111,0.472,0.4,0.5,0.333,0.25,0.429,0.857,0,0,0.118,0.5,2023
Andre Drummond,C,29,CHI,67,0,12.7,2.5,4.1,0.606,0,0,0,2.5,4,0.613,0.606,1,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6,849,113,103,20.8,0.606,0.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21,0.8,2,2.8,0.159,-1.2,0.5,-0.8,0.3,,,,,100%,3.2,2.1,21,17,58,23,65,4,75,14,27,2.3,0.989,0.763,0.215,0.011,0,0.011,0.66,0.475,0,,0.614,,0.277,66,0.333,0,2023
Chris Duarte,SF,25,IND,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,897,101,120,8.6,0.496,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19,-0.5,0.4,0,-0.003,-2.9,-1.6,-4.5,-0.6,1%,5%,72%,23%,,-5.6,-2.8,19,10,39,5,32,8,151,7,19,17.3,0.477,0.189,0.099,0.099,0.09,0.523,0.54,0.485,0.273,0.3,0.471,0.782,0.015,4,0.328,0.333,2023
David Duke Jr.,SG,23,BRK,23,0,9.9,1.6,3.4,0.462,0,0.5,0.083,1.5,2.9,0.53,0.468,0.5,0.7,0.706,0.5,0.8,1.3,0.9,0.4,0,0.8,1.3,3.7,228,96,116,8.3,0.497,0.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,-0.3,0.2,-0.1,-0.011,-6.3,-1,-7.3,-0.3,,25%,62%,13%,,-7,-8.8,10,2,11,4,10,3,55,3,10,7.1,0.846,0.487,0.269,0.064,0.026,0.154,0.605,0.429,0.2,1,0.543,1,0.051,3,0.5,0,2023
Kris Dunn,PG,28,UTA,22,3,25.8,5.3,9.8,0.537,0.8,1.6,0.472,4.5,8.2,0.55,0.576,1.9,2.4,0.774,0.4,4.1,4.5,5.6,1.1,0.5,1.6,2.6,13.2,568,125,114,19.1,0.606,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,1.3,0.6,1.9,0.162,0.7,1.7,2.4,0.6,97%,3%,,,,-5.1,-4.7,21,7,33,3,30,1,300,9,16,9.3,0.833,0.139,0.583,0.102,0.009,0.167,0.767,0.524,0.409,0.5,0.162,0.824,0.023,4,0.139,0.4,2023
Kevin Durant,PF,34,TOT,47,47,35.6,10.3,18.3,0.56,2,4.9,0.404,8.3,13.4,0.617,0.614,6.5,7.1,0.919,0.4,6.3,6.7,5,0.7,1.4,3.3,2.1,29.1,1672,123,113,25.9,0.677,0.387,1.2,19.5,10.5,24.5,1,3.4,13.4,30.7,4.7,2.1,6.8,0.194,6,1.2,7.1,3.9,,,,70%,30%,7.8,9.1,91,43,51,13,139,7,554,48,25,15.1,0.733,0.11,0.162,0.292,0.168,0.267,0.821,0.607,0.591,0.538,0.464,0.656,0.044,37,0.078,0.556,2023
Kevin Durant,PF,34,BRK,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,1403,122,113,26.2,0.673,0.39,1.1,19.4,10.5,25.9,1.1,3.5,13.7,31.5,3.9,1.7,5.7,0.194,5.8,1.2,7,3.2,,,,65%,35%,6.7,8.5,78,39,48,11,120,6,490,44,21,14.9,0.743,0.123,0.163,0.292,0.165,0.257,0.811,0.608,0.603,0.529,0.457,0.592,0.049,35,0.063,0.417,2023
Kevin Durant,PF,34,PHO,8,8,33.6,9.1,16,0.57,2.8,5.1,0.537,6.4,10.9,0.586,0.656,5,6,0.833,0.4,6,6.4,3.5,0.3,1.3,2.5,0.9,26,269,127,114,24.3,0.697,0.375,1.2,20.2,10.5,17.3,0.4,3.3,11.8,26.8,0.8,0.3,1.1,0.196,7.1,0.9,8,0.7,,,2%,94%,4%,13.6,12.6,13,4,3,2,19,1,64,4,4,16.6,0.68,0.039,0.156,0.297,0.188,0.32,1,0.6,0.526,0.583,0.51,0.864,0.016,2,0.146,0.833,2023
Jalen Duren,C,19,DET,67,31,24.9,3.9,5.9,0.648,0,0,0,3.9,5.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,1670,126,116,17.3,0.655,0.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,2.9,1.6,4.5,0.129,-0.4,-0.4,-0.8,0.5,,,,9%,91%,-8.4,0.1,33,16,97,31,77,2,174,17,35,3.3,0.995,0.606,0.339,0.048,0.003,0.005,0.747,0.511,0.474,0,0.667,,0.412,153,0.5,0,2023
Tari Eason,PF,21,HOU,82,5,21.5,3.6,8,0.448,0.7,2.1,0.343,2.9,6,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6,1.1,1.2,0.6,1.2,2.3,9.3,1767,110,115,15.2,0.525,0.22,12,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.07,-1.3,-0.4,-1.7,0.1,,,22%,77%,1%,-4,7.9,39,28,99,15,81,3,213,21,67,9.2,0.739,0.433,0.262,0.029,0.015,0.261,0.619,0.318,0.211,0.1,0.473,0.983,0.126,64,0.285,0.367,2023
Anthony Edwards,SG,21,MIN,79,79,36,8.9,19.5,0.459,2.7,7.3,0.369,6.3,12.2,0.513,0.528,4,5.3,0.756,0.6,5.2,5.8,4.4,1.6,0.7,3.3,2.4,24.6,2842,106,113,17.4,0.564,0.274,1.9,15.9,9,19.3,2.1,1.8,13,29.9,0.2,3.6,3.8,0.064,1,0,1,2.1,2%,68%,28%,2%,,1,4,127,88,72,22,206,5,861,64,59,13.9,0.625,0.295,0.154,0.075,0.102,0.375,0.674,0.376,0.383,0.35,0.348,0.516,0.044,59,0.097,0.446,2023
Kessler Edwards,SF,22,TOT,36,4,10.7,1,2.6,0.387,0.5,1.5,0.309,0.5,1.1,0.5,0.478,0.3,0.4,0.733,0.6,1.1,1.7,0.6,0.4,0.2,0.4,1.1,2.8,385,108,117,8.4,0.502,0.161,6.9,11.1,9,7.5,1.7,1.4,11.5,12.7,0.1,0.3,0.4,0.048,-3.2,-0.7,-3.9,-0.2,,18%,66%,15%,,1.7,-0.4,6,4,23,2,3,4,60,0,5,17.1,0.409,0.204,0.118,0.022,0.065,0.591,0.737,0.182,1,0.167,0.632,1,0.054,5,0.382,0.333,2023
Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1,0.1,0.2,0.1,0.3,0.2,1.1,79,71,115,2.4,0.301,0.083,8.7,11.1,10,3.2,1.9,1.1,13.9,16.2,-0.3,0.1,-0.2,-0.108,-6.7,-3,-9.7,-0.2,,,37%,62%,1%,-1.9,-3.2,4,0,2,0,1,0,4,0,1,16.6,0.5,0.208,0.125,0,0.167,0.5,0.8,0,,0,0.5,1,0.125,3,0.417,0,2023
Kessler Edwards,SF,22,SAC,22,3,13.9,1.4,3.1,0.435,0.7,2,0.349,0.7,1.2,0.577,0.543,0.5,0.6,0.769,0.8,1.4,2.1,1,0.5,0.2,0.4,1.7,3.9,306,120,117,10,0.569,0.188,6.4,11.1,8.8,8.5,1.7,1.4,10.8,11.7,0.3,0.2,0.6,0.088,-2.3,-0.1,-2.5,0,,23%,74%,3%,,2.6,0.3,2,4,21,2,2,4,56,0,4,17.3,0.377,0.203,0.116,0.029,0.029,0.623,0.714,0.25,1,0.5,0.667,1,0.029,2,0.372,0.438,2023
Keon Ellis,SG,23,SAC,16,0,4.4,0.4,1,0.438,0.4,0.8,0.5,0.1,0.3,0.25,0.625,0.3,0.4,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,0.6,1.5,71,138,114,14,0.629,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5,12.1,0.2,0.1,0.2,0.162,-0.1,1.4,1.3,0.1,3%,65%,32%,,,-16.8,-19.5,1,0,8,0,2,0,14,0,0,22.2,0.25,0,0.125,0.063,0.063,0.75,,0.5,0,0,1,0.667,0,0,0.167,0.5,2023
Joel Embiid,C,28,PHI,66,66,34.6,11,20.1,0.548,1,3,0.33,10,17.1,0.587,0.573,10,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1,2284,124,109,31.4,0.655,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37,8.4,3.9,12.3,0.259,6.8,2.3,9.2,6.4,,,,,100%,9.1,10.2,75,91,111,33,362,3,702,77,91,11.3,0.849,0.273,0.196,0.245,0.135,0.151,0.81,0.435,0.509,0.497,0.6,0.894,0.066,75,0.04,0.25,2023
Drew Eubanks,C,25,POR,78,28,20.3,2.7,4.3,0.641,0.1,0.2,0.389,2.7,4.1,0.655,0.651,1.1,1.6,0.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6,1584,130,115,16.2,0.666,0.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,0.134,-0.9,0.9,0.1,0.8,,,,3%,97%,-3,1.1,26,13,111,20,51,12,262,12,9,5.8,0.946,0.497,0.317,0.108,0.024,0.054,0.759,0.566,0.5,0.375,0.783,1,0.269,76,0.167,0,2023
Bruno Fernando,C,24,TOT,39,4,10.4,1.5,2.9,0.527,0,0.1,0,1.5,2.8,0.546,0.527,0.9,1.3,0.7,1.4,2.1,3.5,0.8,0.2,0.9,0.6,1.9,3.9,405,118,115,16.6,0.571,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,0.5,0.4,0.9,0.109,-2.8,0.7,-2,0,,,,,100%,-8.3,-1,7,5,36,10,23,1,77,4,14,4.2,0.964,0.518,0.411,0.018,0.018,0.036,0.672,0.413,0,0.5,0.695,,0.304,29,0.5,0,2023
Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3,0.516,0,0,0,1.5,3,0.522,0.516,1,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1,364,119,115,16.1,0.561,0.473,14.3,22.6,18.4,11.6,0.8,8.3,15.1,15.1,0.5,0.4,0.8,0.111,-2.8,1.1,-1.7,0,,,,,100%,-8.9,-0.6,5,4,33,8,19,1,74,2,14,3.7,0.989,0.538,0.419,0.011,0.022,0.011,0.68,0.333,0,0.5,0.688,,0.344,27,1,0,2023
Bruno Fernando,C,24,ATL,8,0,5.1,1.4,2.4,0.579,0,0.4,0,1.4,2,0.688,0.579,0.6,0.8,0.833,0.8,1.1,1.9,0.1,0,0.4,0.6,0.8,3.4,41,110,114,20.1,0.624,0.316,15.8,24.3,20,3.7,0,6.2,18.8,27.3,0,0,0.1,0.086,-2.6,-2.4,-5,0,,,,,100%,-3.6,-4,2,1,3,2,4,0,3,2,0,7,0.842,0.421,0.368,0.053,0,0.158,0.625,0.857,0,,0.727,,0.105,2,0.333,0,2023
Dorian Finney-Smith,PF,29,TOT,66,66,30.4,3,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,2009,109,117,9.2,0.523,0.118,6.5,11.5,9,6.7,1.4,1.6,10.5,13.2,0.6,1.6,2.1,0.051,-1.7,-0.3,-2,0,,,27%,63%,10%,0.4,-0.2,33,10,81,9,27,4,250,9,20,17.8,0.325,0.218,0.088,0.012,0.008,0.675,0.642,0.227,0,0.5,0.671,0.974,0.084,33,0.382,0.38,2023
