,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
314,238,Tarence Kinsey,SG,23,MEM,11,0,8.7,1.5,3.5,0.421,0.3,0.6,0.429,1.2,2.8,0.419,0.461,0.5,0.5,0.833,0.3,0.8,1.1,0.2,0.3,0.0,0.3,1.0,3.6,kinseta01,238,Tarence Kinsey,SG,23,MEM,11,0,96,6.0,14.2,0.421,1.1,2.6,0.429,4.9,11.6,0.419,1.9,2.3,0.833,1.1,3.4,4.5,0.7,1.1,0.0,1.1,4.1,15.0,kinseta01,99.0,113.0,kinseta01,238,Tarence Kinsey,SG,23,MEM,11,96,10.3,0.492,0.184,0.158,3.5,10.6,7.0,3.4,1.6,0.0,6.9,20.2,,0.0,0.0,0.0,0.02,,-2.7,-0.5,-3.2,0.0,kinseta01,238,Tarence Kinsey,SG,23,MEM,11,96,,90%,10%,,,2.5,9.5,1,1,4,0,1,3,4,0,1,kinseta01,238,Tarence Kinsey,SG,23,MEM,11,96,0.421,14.5,,0.816,0.237,0.026,0.158,0.395,0.184,,0.419,0.556,0.0,0.167,0.467,0.429,,0.615,1.0,,0.026,1,,0.429,0.667,,0,0,kinseta01
315,239,Andrei Kirilenko,SF,26,UTA,72,72,30.8,3.8,7.6,0.506,0.6,1.6,0.379,3.2,5.9,0.54,0.546,2.8,3.6,0.77,1.7,3.0,4.7,4.0,1.2,1.5,1.9,2.3,11.0,kirilan01,239,Andrei Kirilenko,SF,26,UTA,72,72,2217,4.5,8.8,0.506,0.7,1.9,0.379,3.8,6.9,0.54,3.2,4.2,0.77,2.0,3.5,5.5,4.6,1.4,1.8,2.3,2.7,12.9,kirilan01,118.0,105.0,kirilan01,239,Andrei Kirilenko,SF,26,UTA,72,2217,17.2,0.603,0.213,0.472,6.7,11.9,9.3,18.2,2.0,4.0,17.6,16.1,,4.3,2.8,7.1,0.154,,3.1,2.0,5.2,4.0,kirilan01,239,Andrei Kirilenko,SF,26,UTA,72,2217,,,91%,9%,,9.2,4.1,99,22,90,5,100,9,605,14,24,kirilan01,239,Andrei Kirilenko,SF,26,UTA,72,2217,0.506,11.4,,0.787,0.426,0.059,0.042,0.259,0.213,,0.54,0.69,0.25,0.174,0.418,0.379,,0.71,0.909,,0.108,57,,0.25,0.31,,0,0,kirilan01
316,240,Linas Kleiza,SF,23,DEN,79,13,23.9,3.9,8.3,0.472,1.2,3.5,0.339,2.7,4.8,0.568,0.543,2.1,2.7,0.77,1.2,3.1,4.2,1.2,0.6,0.2,1.1,2.3,11.1,kleizli01,240,Linas Kleiza,SF,23,DEN,79,13,1889,5.9,12.6,0.472,1.8,5.3,0.339,4.1,7.3,0.568,3.1,4.1,0.77,1.8,4.6,6.3,1.8,0.8,0.4,1.7,3.4,16.8,kleizli01,114.0,109.0,kleizli01,240,Linas Kleiza,SF,23,DEN,79,1889,14.4,0.585,0.42,0.323,5.4,13.5,9.5,7.5,1.1,0.7,10.6,18.9,,3.1,1.6,4.7,0.119,,0.2,-1.1,-0.9,0.5,kleizli01,240,Linas Kleiza,SF,23,DEN,79,1889,,1%,62%,36%,1%,4.7,2.3,31,23,88,20,100,5,223,12,35,kleizli01,240,Linas Kleiza,SF,23,DEN,79,1889,0.472,13.6,,0.58,0.344,0.096,0.056,0.083,0.42,,0.568,0.687,0.444,0.351,0.364,0.339,,0.728,0.979,,0.102,62,,0.419,0.405,,3,0,kleizli01
317,241,Brevin Knight,PG,32,LAC,74,39,22.6,1.9,4.6,0.404,0.0,0.1,0.0,1.9,4.5,0.411,0.404,0.8,1.0,0.873,0.2,1.7,1.9,4.4,1.4,0.1,1.0,2.2,4.6,knighbr01,241,Brevin Knight,PG,32,LAC,74,39,1674,3.0,7.4,0.404,0.0,0.1,0.0,3.0,7.2,0.411,1.3,1.5,0.873,0.3,2.7,3.1,7.1,2.2,0.2,1.5,3.4,7.3,knighbr01,102.0,108.0,knighbr01,241,Brevin Knight,PG,32,LAC,74,1674,11.4,0.453,0.018,0.208,1.0,8.8,4.9,31.1,3.1,0.5,16.0,12.2,,0.5,1.6,2.1,0.06,,-3.3,1.6,-1.7,0.1,knighbr01,241,Brevin Knight,PG,32,LAC,74,1674,100%,,,,,-10.4,-3.7,57,10,81,2,28,14,719,4,11,knighbr01,241,Brevin Knight,PG,32,LAC,74,1674,0.404,15.7,,0.982,0.135,0.064,0.094,0.69,0.018,,0.411,0.522,0.409,0.375,0.394,0.0,,0.674,,,0.0,0,,0.167,0.0,,1,0,knighbr01
318,242,Kyle Korver,SG-PF,26,TOT,75,0,23.1,3.4,7.7,0.443,1.5,3.9,0.375,1.9,3.7,0.516,0.54,1.6,1.7,0.915,0.3,2.0,2.3,1.3,0.6,0.4,1.0,2.6,9.9,korveky01,242,Kyle Korver,SG-PF,26,TOT,75,0,1732,5.3,12.0,0.443,2.3,6.2,0.375,3.0,5.8,0.516,2.5,2.7,0.915,0.4,3.1,3.6,2.1,0.9,0.6,1.6,4.0,15.4,korveky01,114.0,109.0,korveky01,242,Kyle Korver,SG-PF,26,TOT,75,1732,12.8,0.585,0.515,0.226,1.5,10.5,6.0,8.8,1.3,1.4,10.6,18.3,,2.7,1.5,4.2,0.116,,0.4,-0.1,0.3,1.0,korveky01,242,Kyle Korver,SG-PF,26,TOT,75,1732,,57%,25%,18%,,7.1,3.3,37,19,103,10,22,24,219,7,13,korveky01,242,Kyle Korver,SG-PF,26,TOT,75,1732,0.443,19.4,,0.485,0.09,0.019,0.104,0.271,0.515,,0.516,0.673,0.727,0.467,0.468,0.375,,0.868,0.955,,0.002,1,,0.324,0.448,,0,0,korveky01
321,243,Nenad Krstić,C,24,NJN,45,38,18.0,2.7,6.7,0.41,0.0,0.0,0.0,2.7,6.6,0.413,0.41,1.2,1.5,0.754,0.8,3.7,4.4,0.6,0.2,0.4,0.9,2.5,6.6,krstine01,243,Nenad Krstić,C,24,NJN,45,38,812,5.5,13.3,0.41,0.0,0.1,0.0,5.5,13.2,0.413,2.3,3.1,0.754,1.6,7.3,8.9,1.2,0.4,0.8,1.8,4.9,13.2,krstine01,90.0,108.0,krstine01,243,Nenad Krstić,C,24,NJN,45,812,8.5,0.451,0.007,0.23,5.0,23.6,14.3,5.8,0.6,1.6,11.0,20.9,,-0.9,0.7,-0.1,-0.007,,-5.4,-1.3,-6.7,-1.0,krstine01,243,Nenad Krstić,C,24,NJN,45,812,,,,26%,75%,-5.4,0.4,14,10,61,7,30,2,65,3,17,krstine01,243,Nenad Krstić,C,24,NJN,45,812,0.41,12.5,,0.993,0.2,0.16,0.13,0.503,0.007,,0.413,0.567,0.25,0.308,0.43,0.0,,0.813,,,0.02,6,,0.0,,,0,0,krstine01
322,244,Raef LaFrentz,C,31,POR,39,0,7.5,0.7,1.6,0.443,0.0,0.1,0.0,0.7,1.5,0.474,0.443,0.3,0.5,0.579,0.7,1.0,1.7,0.2,0.3,0.4,0.3,1.5,1.7,lafrera01,244,Raef LaFrentz,C,31,POR,39,0,291,3.3,7.5,0.443,0.0,0.5,0.0,3.3,7.1,0.474,1.4,2.4,0.579,3.5,4.8,8.3,0.7,1.5,2.1,1.2,7.3,8.0,lafrera01,102.0,103.0,lafrera01,244,Raef LaFrentz,C,31,POR,39,291,10.4,0.469,0.066,0.311,11.4,15.7,13.6,3.2,2.3,4.5,12.6,12.9,,0.1,0.4,0.5,0.085,,-4.8,2.1,-2.7,-0.1,lafrera01,244,Raef LaFrentz,C,31,POR,39,291,,,,18%,82%,-6.1,-5.2,3,3,39,4,10,5,14,5,8,lafrera01,244,Raef LaFrentz,C,31,POR,39,291,0.443,6.9,,0.934,0.59,0.082,0.049,0.213,0.066,,0.474,0.556,0.2,0.0,0.462,0.0,,0.778,,,0.016,1,,0.5,0.0,,0,0,lafrera01
323,245,Carl Landry,PF,24,HOU,42,0,16.9,3.2,5.2,0.616,0.0,0.0,0.0,3.2,5.2,0.619,0.616,1.7,2.6,0.661,2.3,2.6,4.9,0.5,0.4,0.2,0.6,2.3,8.1,landrca01,245,Carl Landry,PF,24,HOU,42,0,711,6.8,11.1,0.616,0.0,0.1,0.0,6.8,11.0,0.619,3.6,5.5,0.661,4.9,5.6,10.5,1.1,0.9,0.4,1.3,5.0,17.3,landrca01,130.0,102.0,landrca01,245,Carl Landry,PF,24,HOU,42,711,21.4,0.641,0.005,0.498,15.5,17.3,16.4,5.2,1.3,0.7,8.9,18.8,,2.5,1.2,3.7,0.251,,1.6,-0.1,1.5,0.6,landrca01,245,Carl Landry,PF,24,HOU,42,711,,,,24%,76%,7.6,2.5,4,15,48,3,55,7,50,19,25,landrca01,245,Carl Landry,PF,24,HOU,42,711,0.616,5.2,,0.995,0.653,0.082,0.091,0.169,0.005,,0.619,0.713,0.444,0.35,0.486,0.0,,0.733,,,0.256,52,,0.0,,,0,0,landrca01
325,247,Stéphane Lasme,PF-SF,25,TOT,16,4,18.9,2.0,4.4,0.451,0.0,0.0,,2.0,4.4,0.451,0.451,1.2,2.0,0.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2,lasmest01,247,Stéphane Lasme,PF-SF,25,TOT,16,4,303,3.8,8.4,0.451,0.0,0.0,,3.8,8.4,0.451,2.3,3.8,0.594,3.1,3.2,6.3,0.4,1.5,2.6,1.8,4.2,9.9,lasmest01,96.0,107.0,lasmest01,247,Stéphane Lasme,PF-SF,25,TOT,16,303,11.7,0.488,0.0,0.451,10.1,10.8,10.5,1.6,2.3,5.8,15.0,15.6,,-0.1,0.3,0.3,0.041,,-4.8,0.3,-4.4,-0.2,lasmest01,247,Stéphane Lasme,PF-SF,25,TOT,16,303,,,1%,99%,,-6.6,3.1,2,4,18,5,17,1,8,2,12,lasmest01,247,Stéphane Lasme,PF-SF,25,TOT,16,303,0.451,6.8,,1.0,0.507,0.183,0.042,0.268,0.0,,0.451,0.583,0.154,0.333,0.421,,,0.844,,,0.155,10,,,,,0,0,lasmest01
328,248,Acie Law,PG,23,ATL,56,6,15.4,1.7,4.2,0.401,0.1,0.6,0.206,1.6,3.6,0.433,0.416,0.7,0.9,0.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,4.2,lawac01,248,Acie Law,PG,23,ATL,56,6,865,4.0,9.9,0.401,0.3,1.4,0.206,3.7,8.4,0.433,1.6,2.0,0.792,0.5,1.9,2.4,4.7,1.2,0.0,2.3,3.0,9.8,lawac01,93.0,112.0,lawac01,248,Acie Law,PG,23,ATL,56,865,7.7,0.455,0.143,0.203,1.6,6.0,3.8,20.4,1.8,0.0,17.8,16.5,,-0.5,0.4,-0.1,-0.007,,-4.2,-1.0,-5.2,-0.7,lawac01,248,Acie Law,PG,23,ATL,56,865,80%,21%,,,,-7.2,-6.6,19,16,35,11,22,5,239,7,21,lawac01,248,Acie Law,PG,23,ATL,56,865,0.401,10.2,,0.857,0.426,0.097,0.105,0.228,0.143,,0.433,0.525,0.435,0.32,0.315,0.206,,0.295,0.857,,0.008,2,,0.265,0.333,,1,0,lawac01
329,249,David Lee,PF,24,NYK,81,29,29.1,4.2,7.6,0.552,0.0,0.0,0.0,4.2,7.6,0.554,0.552,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6,10.8,leeda02,249,David Lee,PF,24,NYK,81,29,2356,5.2,9.4,0.552,0.0,0.0,0.0,5.2,9.4,0.554,3.0,3.6,0.819,3.7,7.4,11.1,1.5,0.8,0.4,1.5,3.2,13.4,leeda02,123.0,110.0,leeda02,249,David Lee,PF,24,NYK,81,2356,18.0,0.606,0.003,0.383,11.3,24.1,17.5,6.7,1.2,1.0,11.8,15.6,,5.6,1.8,7.4,0.151,,1.1,-0.7,0.4,1.4,leeda02,249,David Lee,PF,24,NYK,81,2356,,,1%,69%,30%,-5.7,4.0,40,33,118,10,120,8,227,25,79,leeda02,249,David Lee,PF,24,NYK,81,2356,0.552,3.5,,0.997,0.697,0.136,0.091,0.073,0.003,,0.554,0.603,0.464,0.482,0.333,0.0,,0.592,,,0.175,102,,1.0,0.0,,0,0,leeda02
330,250,Rashard Lewis,PF,28,ORL,81,81,38.0,6.4,14.0,0.455,2.8,6.8,0.409,3.6,7.2,0.498,0.554,2.7,3.2,0.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6,18.2,lewisra02,250,Rashard Lewis,PF,28,ORL,81,81,3076,6.0,13.3,0.455,2.6,6.5,0.409,3.4,6.8,0.498,2.6,3.0,0.838,1.1,4.0,5.1,2.3,1.2,0.4,1.6,2.5,17.3,lewisra02,115.0,106.0,lewisra02,250,Rashard Lewis,PF,28,ORL,81,3076,16.7,0.591,0.487,0.229,3.8,12.2,8.2,10.5,1.7,0.9,10.1,20.7,,6.1,3.7,9.8,0.153,,2.7,0.4,3.1,4.0,lewisra02,250,Rashard Lewis,PF,28,ORL,81,3076,,,1%,98%,1%,6.7,3.6,68,31,112,23,97,14,466,31,41,lewisra02,250,Rashard Lewis,PF,28,ORL,81,3076,0.455,16.3,,0.513,0.182,0.121,0.122,0.088,0.487,,0.498,0.618,0.438,0.413,0.45,0.409,,0.434,0.929,,0.026,27,,0.266,0.429,,5,0,lewisra02
331,251,Kyle Lowry,PG,21,MEM,82,9,25.5,3.1,7.2,0.432,0.4,1.7,0.257,2.7,5.5,0.487,0.463,3.0,4.2,0.698,0.5,2.5,3.0,3.6,1.1,0.3,1.5,2.3,9.6,lowryky01,251,Kyle Lowry,PG,21,MEM,82,9,2089,4.4,10.2,0.432,0.6,2.4,0.257,3.8,7.8,0.487,4.2,6.0,0.698,0.7,3.6,4.3,5.1,1.6,0.4,2.2,3.2,13.6,lowryky01,108.0,111.0,lowryky01,251,Kyle Lowry,PG,21,MEM,82,2089,14.3,0.531,0.236,0.588,2.2,11.3,6.7,21.8,2.2,0.8,14.6,18.6,,2.1,1.3,3.4,0.078,,-1.2,0.3,-0.9,0.6,lowryky01,251,Kyle Lowry,PG,21,MEM,82,2089,92%,8%,,,,-4.6,4.4,60,30,75,22,144,48,724,25,66,lowryky01,251,Kyle Lowry,PG,21,MEM,82,2089,0.432,11.7,,0.764,0.412,0.101,0.073,0.177,0.236,,0.487,0.52,0.45,0.442,0.448,0.257,,0.223,0.861,,0.003,1,,0.371,0.346,,10,0,lowryky01
332,252,Tyronn Lue,PG,30,TOT,50,3,14.7,2.3,5.1,0.447,0.8,1.7,0.453,1.5,3.3,0.443,0.524,0.5,0.6,0.781,0.2,0.9,1.1,1.5,0.2,0.0,0.5,1.3,5.8,luety01,252,Tyronn Lue,PG,30,TOT,50,3,736,5.5,12.4,0.447,1.9,4.2,0.453,3.6,8.2,0.443,1.2,1.6,0.781,0.4,2.2,2.6,3.6,0.5,0.0,1.3,3.2,14.2,luety01,112.0,113.0,luety01,252,Tyronn Lue,PG,30,TOT,50,736,11.9,0.543,0.34,0.126,1.4,7.0,4.3,16.8,0.8,0.1,9.2,18.2,,1.0,0.3,1.2,0.08,,-0.2,-1.2,-1.4,0.1,luety01,252,Tyronn Lue,PG,30,TOT,50,736,100%,,,,,-1.1,-0.5,17,9,22,0,9,8,160,0,10,luety01,252,Tyronn Lue,PG,30,TOT,50,736,0.447,17.3,,0.66,0.146,0.079,0.103,0.332,0.34,,0.443,0.514,0.45,0.385,0.429,0.453,,0.216,0.744,,0.0,0,,0.093,0.5,,1,0,luety01
335,253,Mark Madsen,PF,32,MIN,20,6,7.6,0.2,1.0,0.158,0.0,0.0,,0.2,1.0,0.158,0.158,0.2,0.6,0.25,0.9,1.0,1.9,0.2,0.2,0.1,0.5,1.3,0.5,madsema01,253,Mark Madsen,PF,32,MIN,20,6,151,0.7,4.5,0.158,0.0,0.0,,0.7,4.5,0.158,0.7,2.9,0.25,4.3,4.8,9.1,1.0,0.7,0.5,2.1,6.0,2.1,madsema01,62.0,112.0,madsema01,253,Mark Madsen,PF,32,MIN,20,151,0.2,0.185,0.0,0.632,13.4,15.8,14.6,3.5,1.0,1.1,27.0,9.9,,-0.4,0.1,-0.3,-0.102,,-8.2,-2.4,-10.6,-0.3,madsema01,253,Mark Madsen,PF,32,MIN,20,151,,,,87%,13%,0.0,7.8,1,2,11,3,3,5,9,0,3,madsema01,253,Mark Madsen,PF,32,MIN,20,151,0.158,3.3,,1.0,0.579,0.316,0.105,0.0,0.0,,0.158,0.182,0.0,0.5,,,,0.0,,,0.0,0,,,,,0,0,madsema01
336,254,Corey Maggette,SF,28,LAC,70,65,35.7,6.5,14.3,0.458,1.1,2.9,0.384,5.4,11.4,0.477,0.497,7.9,9.7,0.812,1.1,4.5,5.6,2.7,1.0,0.1,2.8,3.0,22.1,maggeco01,254,Corey Maggette,SF,28,LAC,70,65,2502,6.6,14.4,0.458,1.1,2.9,0.384,5.5,11.5,0.477,8.0,9.8,0.812,1.1,4.5,5.7,2.7,1.0,0.1,2.8,3.0,22.3,maggeco01,112.0,110.0,maggeco01,254,Corey Maggette,SF,28,LAC,70,2502,19.3,0.595,0.203,0.681,3.6,14.7,9.1,14.3,1.5,0.2,13.0,27.6,,5.1,1.8,6.9,0.133,,2.6,-0.7,1.9,2.4,maggeco01,254,Corey Maggette,SF,28,LAC,70,2502,,7%,85%,8%,,-5.7,7.3,61,68,84,33,260,37,412,42,62,maggeco01,254,Corey Maggette,SF,28,LAC,70,2502,0.458,12.8,,0.797,0.316,0.106,0.085,0.29,0.203,,0.477,0.671,0.321,0.329,0.366,0.384,,0.6,0.897,,0.04,37,,0.099,0.3,,4,1,maggeco01
337,255,Jamaal Magloire,C,29,TOT,31,2,9.2,0.6,1.8,0.327,0.0,0.0,,0.6,1.8,0.327,0.327,0.6,1.4,0.455,0.6,2.3,2.9,0.2,0.0,0.3,1.0,1.6,1.8,magloja01,255,Jamaal Magloire,C,29,TOT,31,2,286,2.3,6.9,0.327,0.0,0.0,,2.3,6.9,0.327,2.5,5.5,0.455,2.4,8.8,11.2,0.9,0.1,1.3,3.8,6.3,7.0,magloja01,67.0,107.0,magloja01,255,Jamaal Magloire,C,29,TOT,31,286,1.4,0.377,0.0,0.8,7.7,28.3,18.0,3.7,0.2,2.7,28.7,16.8,,-1.0,0.3,-0.6,-0.109,,-9.9,-0.9,-10.8,-0.6,magloja01,255,Jamaal Magloire,C,29,TOT,31,286,,,,2%,98%,-1.3,3.6,5,10,19,8,17,2,15,2,6,magloja01,255,Jamaal Magloire,C,29,TOT,31,286,0.327,4.5,,1.0,0.545,0.309,0.073,0.073,0.0,,0.327,0.433,0.118,0.0,0.75,,,0.667,,,0.145,7,,,,,0,0,magloja01
341,257,Stephon Marbury,PG,30,NYK,24,19,33.5,4.6,11.0,0.419,1.2,3.1,0.378,3.5,8.0,0.435,0.472,3.5,4.8,0.716,0.7,1.8,2.5,4.7,0.9,0.1,2.0,2.4,13.9,marbust01,257,Stephon Marbury,PG,30,NYK,24,19,805,5.0,11.9,0.419,1.3,3.3,0.378,3.7,8.5,0.435,3.7,5.2,0.716,0.8,1.9,2.6,5.1,0.9,0.1,2.1,2.5,14.9,marbust01,109.0,115.0,marbust01,257,Stephon Marbury,PG,30,NYK,24,805,13.8,0.527,0.279,0.438,2.3,6.1,4.2,23.1,1.4,0.2,13.2,20.3,,1.0,0.1,1.1,0.066,,0.8,-1.3,-0.5,0.3,marbust01,257,Stephon Marbury,PG,30,NYK,24,805,70%,30%,,,,-11.2,-4.8,33,8,32,5,58,5,253,16,17,marbust01,257,Stephon Marbury,PG,30,NYK,24,805,0.419,12.6,,0.721,0.351,0.117,0.075,0.177,0.279,,0.435,0.505,0.516,0.3,0.298,0.378,,0.193,0.643,,0.0,0,,0.135,0.4,,1,1,marbust01
342,258,Shawn Marion,PF,29,TOT,63,62,36.7,6.3,12.5,0.508,1.0,3.1,0.333,5.3,9.3,0.567,0.55,1.7,2.4,0.707,2.2,8.0,10.2,2.2,2.0,1.3,1.4,2.4,15.4,mariosh01,258,Shawn Marion,PF,29,TOT,63,62,2315,6.2,12.2,0.508,1.0,3.1,0.333,5.2,9.2,0.567,1.6,2.3,0.707,2.1,7.9,10.0,2.1,1.9,1.3,1.3,2.3,15.1,mariosh01,113.0,102.0,mariosh01,258,Shawn Marion,PF,29,TOT,63,2315,19.2,0.57,0.252,0.191,7.1,23.9,16.0,9.4,2.7,2.5,9.2,18.5,,3.5,3.9,7.4,0.153,,1.7,1.6,3.3,3.1,mariosh01,258,Shawn Marion,PF,29,TOT,63,2315,,,33%,67%,1%,5.0,5.6,34,23,95,10,63,4,334,10,44,mariosh01,258,Shawn Marion,PF,29,TOT,63,2315,0.508,9.2,,0.748,0.47,0.133,0.098,0.047,0.252,,0.567,0.67,0.4,0.364,0.432,0.333,,0.778,0.97,,0.182,130,,0.419,0.313,,0,0,mariosh01
345,259,Sean Marks,C,32,PHO,19,0,6.8,1.2,2.3,0.535,0.1,0.2,0.25,1.2,2.1,0.564,0.547,0.6,1.0,0.632,0.5,1.4,1.9,0.2,0.2,0.5,0.4,1.2,3.1,marksse01,259,Sean Marks,C,32,PHO,19,0,130,6.4,11.9,0.535,0.3,1.1,0.25,6.1,10.8,0.564,3.3,5.3,0.632,2.5,7.5,10.0,1.1,0.8,2.8,2.2,6.4,16.3,marksse01,107.0,103.0,marksse01,259,Sean Marks,C,32,PHO,19,130,16.1,0.574,0.093,0.442,8.5,21.7,15.6,4.5,1.1,5.0,13.5,20.4,,0.1,0.2,0.3,0.121,,-3.2,1.1,-2.1,0.0,marksse01,259,Sean Marks,C,32,PHO,19,130,,,,,100%,-23.4,-30.1,1,1,14,3,7,0,9,1,0,marksse01,259,Sean Marks,C,32,PHO,19,130,0.535,15.7,,0.907,0.209,0.0,0.07,0.628,0.093,,0.564,0.778,,0.667,0.481,0.25,,0.955,1.0,,0.163,7,,0.5,0.0,,0,0,marksse01
346,260,Donyell Marshall,PF,34,TOT,26,1,13.1,1.2,3.8,0.327,0.6,2.0,0.283,0.7,1.7,0.378,0.403,0.7,0.8,0.864,0.9,2.0,2.9,0.4,0.2,0.6,0.6,1.2,3.8,marshdo01,260,Donyell Marshall,PF,34,TOT,26,1,340,3.4,10.4,0.327,1.6,5.6,0.283,1.8,4.8,0.378,2.0,2.3,0.864,2.5,5.5,8.0,1.1,0.6,1.7,1.6,3.3,10.4,marshdo01,97.0,107.0,marshdo01,260,Donyell Marshall,PF,34,TOT,26,340,9.8,0.455,0.541,0.224,7.8,17.2,12.4,4.4,0.9,3.6,12.2,16.0,,-0.1,0.4,0.3,0.042,,-2.2,-1.0,-3.1,-0.1,marshdo01,260,Donyell Marshall,PF,34,TOT,26,340,,,,95%,5%,-14.9,-10.5,9,4,21,1,5,1,21,0,6,marshdo01,260,Donyell Marshall,PF,34,TOT,26,340,0.327,15.6,,0.459,0.286,0.092,0.01,0.071,0.541,,0.378,0.5,0.333,0.0,0.0,0.283,,0.471,1.0,,0.031,3,,0.472,0.32,,0,0,marshdo01
349,261,Darrick Martin,PG,36,TOR,17,0,8.3,0.6,2.5,0.233,0.1,0.9,0.125,0.5,1.6,0.296,0.256,0.3,0.4,0.833,0.2,0.2,0.4,1.2,0.4,0.0,0.1,0.7,1.6,martida01,261,Darrick Martin,PG,36,TOR,17,0,141,2.6,11.0,0.233,0.5,4.1,0.125,2.0,6.9,0.296,1.3,1.5,0.833,0.8,1.0,1.8,5.4,1.5,0.0,0.3,3.1,6.9,martida01,87.0,110.0,martida01,261,Darrick Martin,PG,36,TOR,17,141,5.8,0.296,0.372,0.14,2.5,3.4,2.9,20.6,2.3,0.0,2.1,15.6,,-0.2,0.1,-0.1,-0.021,,-5.1,0.5,-4.6,-0.1,martida01,261,Darrick Martin,PG,36,TOR,17,141,100%,,,,,16.6,13.6,0,1,3,0,2,0,52,0,1,martida01,261,Darrick Martin,PG,36,TOR,17,141,0.233,17.7,,0.628,0.209,0.047,0.047,0.326,0.372,,0.296,0.333,0.0,1.0,0.214,0.125,,0.0,1.0,,0.0,0,,0.125,0.5,,1,0,martida01
350,262,Kenyon Martin,PF,30,DEN,71,71,30.4,5.3,9.8,0.538,0.0,0.2,0.182,5.3,9.7,0.544,0.539,1.7,3.0,0.58,1.5,5.0,6.5,1.3,1.2,1.2,1.3,3.3,12.4,martike01,262,Kenyon Martin,PF,30,DEN,71,71,2159,6.3,11.7,0.538,0.0,0.2,0.182,6.2,11.5,0.544,2.1,3.5,0.58,1.8,5.9,7.7,1.5,1.5,1.4,1.5,3.9,14.6,martike01,108.0,104.0,martike01,262,Kenyon Martin,PF,30,DEN,71,2159,14.7,0.553,0.016,0.303,5.4,17.5,11.6,6.3,2.0,2.8,10.3,17.4,,2.0,3.0,5.0,0.111,,-1.6,0.8,-0.8,0.6,martike01,262,Kenyon Martin,PF,30,DEN,71,2159,,,,77%,23%,2.3,-2.7,24,40,141,14,102,4,196,20,51,martike01,262,Kenyon Martin,PF,30,DEN,71,2159,0.538,6.7,,0.984,0.475,0.223,0.117,0.169,0.016,,0.544,0.708,0.41,0.366,0.381,0.182,,0.757,1.0,,0.232,151,,0.182,0.5,,1,0,martike01
351,263,Kevin Martin,SG,24,SAC,61,57,36.3,6.8,15.0,0.456,1.8,4.4,0.402,5.1,10.6,0.478,0.515,8.2,9.5,0.869,0.8,3.7,4.5,2.1,1.0,0.1,2.1,2.5,23.7,martike02,263,Kevin Martin,SG,24,SAC,61,57,2216,6.8,14.8,0.456,1.7,4.3,0.402,5.0,10.5,0.478,8.2,9.4,0.869,0.8,3.7,4.4,2.1,1.0,0.1,2.1,2.4,23.4,martike02,121.0,112.0,martike02,263,Kevin Martin,SG,24,SAC,61,2216,21.0,0.618,0.291,0.632,2.6,11.8,7.3,10.1,1.4,0.2,10.1,26.2,,7.4,1.1,8.4,0.183,,3.8,-1.4,2.4,2.4,martike02,263,Kevin Martin,SG,24,SAC,61,2216,17%,79%,3%,,,-0.7,3.7,42,41,61,26,221,23,297,34,51,martike02,263,Kevin Martin,SG,24,SAC,61,2216,0.456,14.0,,0.709,0.275,0.092,0.098,0.244,0.291,,0.478,0.602,0.393,0.422,0.395,0.402,,0.458,0.832,,0.059,51,,0.233,0.435,,0,0,martike02
