,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
170,137,Hamidou Diallo,SG,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0,diallha01,137,Hamidou Diallo,SG,23,DET,58,29,1269,10.0,20.2,0.496,0.9,3.6,0.247,9.2,16.6,0.55,3.5,5.4,0.65,2.7,8.0,10.7,2.8,2.7,0.7,2.2,5.5,24.5,,107.0,111,diallha01,137,Hamidou Diallo,SG,23,DET,58,1269,15.7,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9.0,21.8,,0.6,1.5,2.1,0.079,,-1.2,0.7,-0.5,0.5,diallha01,137,Hamidou Diallo,SG,23,DET,58,1269,,57%,40%,3%,,-8.2,-0.2,26,15,70,6,77,10,184,22,25,diallha01,137,Hamidou Diallo,SG,23,DET,58,1269,0.496,9.5,,0.823,0.333,0.3,0.122,0.068,0.177,,0.55,0.691,0.5,0.391,0.361,0.247,,0.517,0.913,,0.101,51,,0.505,0.277,,2,0,diallha01,2022
171,138,Gorgui Dieng,C,32,ATL,44,3,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1.0,0.545,0.603,0.4,0.6,0.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5,dienggo01,138,Gorgui Dieng,C,32,ATL,44,3,371,7.0,14.8,0.473,3.8,9.0,0.426,3.2,5.8,0.545,2.5,3.4,0.731,4.2,11.8,16.0,4.5,1.5,1.7,2.6,6.9,20.4,,123.0,111,dienggo01,138,Gorgui Dieng,C,32,ATL,44,371,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.8,2.1,0.4,dienggo01,138,Gorgui Dieng,C,32,ATL,44,371,,,,,100%,-8.4,-11.3,6,1,24,5,13,4,82,4,5,dienggo01,138,Gorgui Dieng,C,32,ATL,44,371,0.473,19.2,,0.393,0.134,0.071,0.089,0.098,0.607,,0.545,0.733,0.375,0.6,0.364,0.426,,0.833,0.931,,0.018,2,,0.074,0.4,,0,0,dienggo01,2022
172,139,Spencer Dinwiddie,PG,28,TOT,67,51,29.6,4.6,11.0,0.416,1.7,4.9,0.339,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,dinwisp01,139,Spencer Dinwiddie,PG,28,TOT,67,51,1980,7.7,18.5,0.416,2.8,8.3,0.339,4.9,10.2,0.479,4.9,6.3,0.774,1.1,5.9,7.0,8.7,1.1,0.3,2.6,3.8,23.1,,114.0,115,dinwisp01,139,Spencer Dinwiddie,PG,28,TOT,67,1980,15.1,0.543,0.449,0.343,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,,2.7,1.4,4.1,0.098,,0.8,-0.4,0.3,1.1,dinwisp01,139,Spencer Dinwiddie,PG,28,TOT,67,1980,75%,25%,,,,-0.9,0.0,70,14,58,14,119,15,824,26,40,dinwisp01,139,Spencer Dinwiddie,PG,28,TOT,67,1980,0.416,15.6,,0.551,0.176,0.237,0.088,0.05,0.449,,0.479,0.643,0.402,0.446,0.324,0.339,,0.201,0.536,,0.007,3,,0.182,0.367,,1,0,dinwisp01,2022
175,140,Donte DiVincenzo,SG,25,TOT,42,1,23.9,2.8,8.0,0.351,1.8,5.2,0.339,1.0,2.8,0.373,0.461,1.7,2.0,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0,divindo01,140,Donte DiVincenzo,SG,25,TOT,42,1,1005,5.6,16.1,0.351,3.5,10.4,0.339,2.1,5.6,0.373,3.3,4.0,0.843,1.9,6.2,8.1,5.6,2.3,0.4,3.4,3.3,18.2,,102.0,113,divindo01,140,Donte DiVincenzo,SG,25,TOT,42,1005,11.3,0.51,0.649,0.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,,-0.1,0.9,0.7,0.035,,-1.8,-0.5,-2.3,-0.1,divindo01,140,Donte DiVincenzo,SG,25,TOT,42,1005,8%,69%,22%,1%,,-4.8,-2.4,41,26,35,4,19,16,269,2,11,divindo01,140,Donte DiVincenzo,SG,25,TOT,42,1005,0.351,18.6,,0.351,0.155,0.137,0.027,0.033,0.649,,0.373,0.538,0.239,0.444,0.091,0.339,,0.477,0.824,,0.009,2,,0.216,0.426,,1,0,divindo01,2022
178,141,Luka Dončić,PG,22,DAL,65,65,35.4,9.9,21.6,0.457,3.1,8.8,0.353,6.8,12.8,0.528,0.529,5.6,7.5,0.744,0.9,8.3,9.1,8.7,1.2,0.6,4.5,2.2,28.4,doncilu01,141,Luka Dončić,PG,22,DAL,65,65,2301,14.0,30.7,0.457,4.4,12.4,0.353,9.6,18.2,0.528,8.0,10.7,0.744,1.2,11.7,13.0,12.4,1.6,0.8,6.4,3.2,40.4,,110.0,107,doncilu01,141,Luka Dončić,PG,22,DAL,65,2301,25.1,0.571,0.406,0.349,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,,3.8,3.8,7.6,0.159,,6.4,1.8,8.2,5.9,doncilu01,141,Luka Dončić,PG,22,DAL,65,2301,80%,19%,,,,3.6,0.2,187,67,59,18,216,5,1381,55,44,doncilu01,141,Luka Dončić,PG,22,DAL,65,2301,0.457,15.9,,0.594,0.128,0.239,0.165,0.062,0.406,,0.528,0.778,0.499,0.44,0.356,0.353,,0.107,0.219,,0.006,7,,0.049,0.286,,2,0,doncilu01,2022
179,142,Luguentz Dort,SG,22,OKC,51,51,32.6,5.7,14.2,0.404,2.5,7.7,0.332,3.2,6.6,0.487,0.493,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,dortlu01,142,Luguentz Dort,SG,22,OKC,51,51,1665,8.6,21.2,0.404,3.8,11.4,0.332,4.8,9.8,0.487,4.7,5.6,0.843,1.1,5.1,6.2,2.6,1.3,0.5,2.6,4.4,25.7,,104.0,115,dortlu01,142,Luguentz Dort,SG,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,,0.2,1.1,1.4,0.04,,-1.5,-0.7,-2.3,-0.1,dortlu01,142,Luguentz Dort,SG,22,OKC,51,1665,14%,74%,12%,,,-8.4,-0.3,37,23,58,17,80,41,217,14,48,dortlu01,142,Luguentz Dort,SG,22,OKC,51,1665,0.404,16.4,,0.461,0.197,0.204,0.029,0.032,0.539,,0.487,0.615,0.419,0.238,0.348,0.332,,0.491,0.877,,0.037,24,,0.143,0.429,,1,0,dortlu01,2022
180,143,Ayo Dosunmu,SG,22,CHI,77,40,27.4,3.6,6.9,0.52,0.9,2.4,0.376,2.7,4.5,0.596,0.585,0.7,1.0,0.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,dosunay01,143,Ayo Dosunmu,SG,22,CHI,77,40,2110,6.4,12.4,0.52,1.6,4.3,0.376,4.8,8.1,0.596,1.2,1.8,0.679,0.6,4.3,5.0,5.9,1.4,0.7,2.5,4.2,15.7,,113.0,115,dosunay01,143,Ayo Dosunmu,SG,22,CHI,77,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,,1.7,1.3,3.0,0.069,,-1.9,-0.1,-2.0,0.0,dosunay01,143,Ayo Dosunmu,SG,22,CHI,77,2110,25%,63%,12%,,,-4.4,-8.7,62,25,81,6,35,5,578,12,35,dosunay01,143,Ayo Dosunmu,SG,22,CHI,77,2110,0.52,12.3,,0.652,0.368,0.114,0.097,0.073,0.348,,0.596,0.701,0.377,0.481,0.564,0.376,,0.572,0.986,,0.045,20,,0.489,0.407,,1,1,dosunay01,2022
182,145,Devon Dotson,PG,22,CHI,11,0,7.7,1.0,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.643,0.522,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6,dotsode01,145,Devon Dotson,PG,22,CHI,11,0,85,6.3,13.2,0.478,1.1,5.2,0.222,5.2,8.0,0.643,2.9,5.2,0.556,0.6,4.6,5.2,8.6,0.6,0.0,2.9,6.3,16.7,,109.0,118,dotsode01,145,Devon Dotson,PG,22,CHI,11,85,9.8,0.538,0.391,0.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,,0.1,0.0,0.1,0.048,,-3.4,-1.5,-4.9,-0.1,dotsode01,145,Devon Dotson,PG,22,CHI,11,85,100%,,,,,0.2,0.5,3,0,4,1,3,2,38,1,2,dotsode01,145,Devon Dotson,PG,22,CHI,11,85,0.478,12.2,,0.609,0.478,0.0,0.13,0.0,0.391,,0.643,0.818,,0.0,,0.222,,0.556,1.0,,0.0,0,,0.333,0.0,,0,0,dotsode01,2022
188,148,PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,0.364,0.8,2.7,0.313,1.2,2.8,0.412,0.439,0.6,0.7,0.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4,doziepj01,148,PJ Dozier,SG,25,DEN,18,0,340,5.2,14.3,0.364,2.2,6.9,0.313,3.0,7.4,0.412,1.4,1.9,0.769,2.0,7.1,9.1,4.2,1.6,0.9,1.9,4.8,14.0,,100.0,112,doziepj01,148,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,,-0.1,0.4,0.3,0.038,,-3.0,1.0,-2.0,0.0,doziepj01,148,PJ Dozier,SG,25,DEN,18,340,,16%,60%,25%,,-12.6,-16.3,10,1,16,0,7,5,70,1,5,doziepj01,148,PJ Dozier,SG,25,DEN,18,340,0.364,17.2,,0.515,0.141,0.141,0.081,0.152,0.485,,0.412,0.714,0.143,0.5,0.333,0.313,,0.333,0.867,,0.051,4,,0.271,0.154,,0,0,doziepj01,2022
189,149,Goran Dragić,PG,35,TOT,21,8,23.7,2.7,7.2,0.377,0.8,3.0,0.254,2.0,4.2,0.466,0.43,1.3,1.6,0.818,0.6,2.5,3.1,4.1,0.9,0.2,1.6,2.1,7.5,dragigo01,149,Goran Dragić,PG,35,TOT,21,8,497,5.6,14.8,0.377,1.6,6.2,0.254,4.0,8.6,0.466,2.6,3.2,0.818,1.3,5.1,6.4,8.4,1.9,0.4,3.3,4.4,15.4,,102.0,114,dragigo01,149,Goran Dragić,PG,35,TOT,21,497,10.0,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17.0,17.2,,-0.1,0.4,0.4,0.035,,-2.8,-0.5,-3.3,-0.2,dragigo01,149,Goran Dragić,PG,35,TOT,21,497,66%,34%,,,,-0.2,-1.7,17,9,15,3,9,9,202,1,9,dragigo01,149,Goran Dragić,PG,35,TOT,21,497,0.377,15.2,,0.583,0.192,0.172,0.166,0.053,0.417,,0.466,0.621,0.538,0.28,0.25,0.254,,0.195,0.875,,0.007,1,,0.19,0.25,,1,0,dragigo01,2022
192,150,Andre Drummond,C,28,TOT,73,36,19.7,3.4,5.9,0.57,0.0,0.0,0.0,3.4,5.9,0.574,0.57,1.2,2.2,0.524,3.1,6.2,9.3,1.8,1.1,0.9,1.6,2.6,7.9,drumman01,150,Andre Drummond,C,28,TOT,73,36,1437,8.5,14.9,0.57,0.0,0.1,0.0,8.5,14.8,0.574,3.0,5.6,0.524,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,,114.0,102,drumman01,150,Andre Drummond,C,28,TOT,73,1437,21.0,0.574,0.007,0.379,18.0,34.1,26.2,13.7,2.7,4.2,18.5,19.0,,2.0,3.1,5.1,0.17,,-0.1,1.4,1.3,1.2,drumman01,150,Andre Drummond,C,28,TOT,73,1437,,,,1%,99%,2.5,0.2,47,20,103,31,72,3,315,24,47,drumman01,150,Andre Drummond,C,28,TOT,73,1437,0.57,2.8,,0.993,0.707,0.261,0.021,0.005,0.007,,0.574,0.641,0.434,0.222,0.0,0.0,,0.591,,,0.249,93,,0.0,,,2,0,drumman01,2022
195,151,Chris Duarte,SG,24,IND,55,39,28.0,4.9,11.3,0.432,1.7,4.6,0.369,3.2,6.7,0.475,0.507,1.6,2.0,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7,13.1,duartch01,151,Chris Duarte,SG,24,IND,55,39,1541,8.5,19.7,0.432,3.0,8.1,0.369,5.5,11.6,0.475,2.9,3.6,0.804,1.3,5.9,7.2,3.6,1.8,0.3,2.9,3.0,22.9,,104.0,117,duartch01,151,Chris Duarte,SG,24,IND,55,1541,12.3,0.537,0.411,0.18,2.9,13.6,8.2,10.9,1.8,0.6,11.8,21.1,,0.2,0.7,0.9,0.029,,-1.2,-1.1,-2.3,-0.1,duartch01,151,Chris Duarte,SG,24,IND,55,1541,19%,61%,19%,,,-2.2,3.0,45,21,35,8,53,6,265,10,37,duartch01,151,Chris Duarte,SG,24,IND,55,1541,0.432,15.5,,0.589,0.203,0.135,0.148,0.103,0.411,,0.475,0.627,0.369,0.38,0.453,0.369,,0.477,0.787,,0.027,15,,0.282,0.375,,4,0,duartch01,2022
196,152,David Duke Jr.,PG,22,BRK,22,7,15.5,1.8,4.9,0.361,0.4,1.7,0.243,1.4,3.2,0.423,0.403,0.8,1.0,0.81,1.4,1.7,3.0,0.8,0.6,0.3,0.4,1.6,4.7,dukeda01,152,David Duke Jr.,PG,22,BRK,22,7,341,5.5,15.4,0.361,1.3,5.3,0.243,4.3,10.1,0.423,2.4,3.0,0.81,4.3,5.3,9.5,2.4,2.0,1.0,1.3,5.1,14.8,,104.0,113,dukeda01,152,David Duke Jr.,PG,22,BRK,22,341,10.0,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2.0,1.8,7.1,15.9,,0.0,0.3,0.3,0.048,,-3.0,-0.9,-3.9,-0.2,dukeda01,152,David Duke Jr.,PG,22,BRK,22,341,61%,39%,,,,-1.4,-3.1,4,1,16,1,8,1,39,1,11,dukeda01,152,David Duke Jr.,PG,22,BRK,22,341,0.361,10.6,,0.657,0.463,0.13,0.028,0.037,0.343,,0.423,0.5,0.214,0.0,0.5,0.243,,0.567,1.0,,0.093,10,,0.541,0.3,,0,0,dukeda01,2022
197,153,Kris Dunn,PG,27,POR,14,3,24.0,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,dunnkr01,153,Kris Dunn,PG,27,POR,14,3,336,6.4,14.8,0.431,0.1,1.6,0.091,6.3,13.2,0.473,2.5,2.6,0.944,1.3,5.8,7.1,11.5,3.3,0.4,4.7,5.5,15.4,,100.0,114,dunnkr01,153,Kris Dunn,PG,27,POR,14,336,12.5,0.482,0.108,0.176,2.8,13.6,8.0,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.6,-0.8,-5.4,-0.3,dunnkr01,153,Kris Dunn,PG,27,POR,14,336,72%,28%,,,,-12.3,-3.7,16,12,17,1,10,0,188,4,11,dunnkr01,153,Kris Dunn,PG,27,POR,14,336,0.431,9.1,,0.892,0.275,0.412,0.108,0.098,0.108,,0.473,0.607,0.405,0.455,0.4,0.091,,0.14,1.0,,0.049,4,,0.0,,,0,0,dunnkr01,2022
198,154,Kevin Durant,PF,33,BRK,55,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,duranke01,154,Kevin Durant,PF,33,BRK,55,55,2047,13.7,26.4,0.518,2.7,7.1,0.383,11.0,19.3,0.568,8.8,9.7,0.91,0.7,9.0,9.6,8.3,1.1,1.2,4.5,2.7,38.9,,121.0,112,duranke01,154,Kevin Durant,PF,33,BRK,55,2047,25.6,0.634,0.269,0.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,,6.4,2.0,8.4,0.198,,6.4,0.7,7.2,4.8,duranke01,154,Kevin Durant,PF,33,BRK,55,2047,,,7%,89%,4%,7.0,11.9,101,63,60,17,139,5,815,28,38,duranke01,154,Kevin Durant,PF,33,BRK,55,2047,0.518,15.1,,0.731,0.109,0.143,0.319,0.161,0.269,,0.568,0.744,0.516,0.528,0.575,0.383,,0.499,0.557,,0.033,34,,0.067,0.55,,0,0,duranke01,2022
200,156,Anthony Edwards,SG,20,MIN,72,72,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,edwaran01,156,Anthony Edwards,SG,20,MIN,72,72,2466,10.6,24.0,0.441,4.1,11.6,0.357,6.4,12.4,0.519,4.2,5.4,0.786,1.2,5.4,6.6,5.3,2.0,0.9,3.7,3.2,29.6,,108.0,112,edwaran01,156,Anthony Edwards,SG,20,MIN,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,,1.8,2.4,4.3,0.084,,1.6,-0.4,1.2,2.0,edwaran01,156,Anthony Edwards,SG,20,MIN,72,2466,2%,25%,70%,4%,,3.7,3.4,88,61,60,17,127,4,703,32,46,edwaran01,156,Anthony Edwards,SG,20,MIN,72,2466,0.441,15.2,,0.516,0.282,0.129,0.055,0.051,0.484,,0.519,0.658,0.356,0.338,0.359,0.357,,0.365,0.553,,0.055,58,,0.086,0.327,,2,0,edwaran01,2022
202,158,Kessler Edwards,SF,21,BRK,48,23,20.6,2.3,5.6,0.412,1.0,2.8,0.353,1.3,2.7,0.473,0.502,0.3,0.4,0.842,0.9,2.7,3.6,0.6,0.6,0.5,0.9,1.8,5.9,edwarke02,158,Kessler Edwards,SF,21,BRK,48,23,987,5.4,13.1,0.412,2.4,6.7,0.353,3.0,6.4,0.473,0.8,0.9,0.842,2.2,6.3,8.4,1.5,1.4,1.2,2.1,4.2,13.9,,100.0,113,edwarke02,158,Kessler Edwards,SF,21,BRK,48,987,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,,-0.2,0.9,0.6,0.031,,-3.1,-0.8,-3.8,-0.5,edwarke02,158,Kessler Edwards,SF,21,BRK,48,987,,3%,42%,53%,2%,-1.9,-4.4,19,12,44,2,11,2,80,5,19,edwarke02,158,Kessler Edwards,SF,21,BRK,48,987,0.412,15.4,,0.491,0.266,0.116,0.071,0.037,0.509,,0.473,0.493,0.387,0.526,0.5,0.353,,0.645,1.0,,0.094,18,,0.456,0.371,,1,0,edwarke02,2022
204,160,CJ Elleby,SF,21,POR,58,28,20.2,2.1,5.3,0.393,0.6,2.2,0.294,1.4,3.1,0.462,0.453,1.0,1.4,0.714,1.1,2.8,3.9,1.5,0.6,0.3,1.0,2.0,5.8,ellebcj01,160,CJ Elleby,SF,21,POR,58,28,1174,5.0,12.8,0.393,1.5,5.2,0.294,3.5,7.6,0.462,2.5,3.5,0.714,2.7,6.7,9.4,3.6,1.5,0.8,2.3,4.8,14.1,,102.0,117,ellebcj01,160,CJ Elleby,SF,21,POR,58,1174,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,,-0.1,0.5,0.4,0.016,,-3.8,-1.5,-5.3,-1.0,ellebcj01,160,CJ Elleby,SF,21,POR,58,1174,,6%,60%,33%,1%,-14.8,-8.4,35,17,57,3,41,6,200,8,12,ellebcj01,160,CJ Elleby,SF,21,POR,58,1174,0.393,13.4,,0.591,0.312,0.169,0.075,0.036,0.409,,0.462,0.615,0.231,0.478,0.182,0.294,,0.631,0.973,,0.036,10,,0.317,0.225,,1,0,ellebcj01,2022
205,161,Wayne Ellington,SG,34,LAL,43,9,18.8,2.3,5.5,0.414,1.9,4.9,0.389,0.4,0.6,0.615,0.586,0.2,0.3,0.818,0.2,1.6,1.8,0.7,0.5,0.1,0.4,1.0,6.7,ellinwa01,161,Wayne Ellington,SG,34,LAL,43,9,810,5.8,14.0,0.414,4.9,12.5,0.389,0.9,1.5,0.615,0.5,0.7,0.818,0.6,4.0,4.6,1.8,1.4,0.3,1.1,2.5,17.0,,113.0,116,ellinwa01,161,Wayne Ellington,SG,34,LAL,43,810,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,,0.6,0.4,1.0,0.062,,-0.7,-0.6,-1.4,0.1,ellinwa01,161,Wayne Ellington,SG,34,LAL,43,810,10%,45%,43%,3%,,-3.9,-1.0,16,1,22,1,1,5,73,0,4,ellinwa01,161,Wayne Ellington,SG,34,LAL,43,810,0.414,23.4,,0.11,0.042,0.025,0.03,0.013,0.89,,0.615,0.8,0.667,0.429,0.333,0.389,,0.875,0.951,,0.0,0,,0.28,0.475,,0,0,ellinwa01,2022
206,162,Joel Embiid,C,27,PHI,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,embiijo01,162,Joel Embiid,C,27,PHI,68,68,2297,14.5,29.0,0.499,2.0,5.5,0.371,12.4,23.5,0.529,14.2,17.4,0.814,3.2,14.1,17.3,6.2,1.7,2.1,4.6,3.9,45.1,,119.0,105,embiijo01,162,Joel Embiid,C,27,PHI,68,2297,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,,7.9,4.1,12.0,0.252,,7.2,2.0,9.2,6.5,embiijo01,162,Joel Embiid,C,27,PHI,68,2297,,,,,100%,7.5,11.5,82,83,92,29,371,2,699,85,82,embiijo01,162,Joel Embiid,C,27,PHI,68,2297,0.499,11.9,,0.812,0.253,0.194,0.24,0.124,0.188,,0.529,0.763,0.409,0.431,0.428,0.371,,0.513,0.71,,0.06,74,,0.048,0.25,,1,0,embiijo01,2022
211,164,Drew Eubanks,C,24,TOT,71,31,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.621,0.602,1.4,1.8,0.762,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7,eubandr01,164,Drew Eubanks,C,24,TOT,71,31,1245,8.6,14.4,0.596,0.2,0.9,0.217,8.4,13.5,0.621,3.9,5.1,0.762,5.1,9.8,14.9,3.3,1.2,1.6,3.2,4.7,21.2,,120.0,113,eubandr01,164,Drew Eubanks,C,24,TOT,71,1245,18.0,0.638,0.062,0.35,11.0,22.2,16.5,10.1,1.2,2.8,15.9,17.5,,2.2,1.1,3.4,0.13,,-0.5,-0.9,-1.4,0.2,eubandr01,164,Drew Eubanks,C,24,TOT,71,1245,,,,3%,97%,-12.9,-9.8,30,14,58,22,57,12,210,11,26,eubandr01,164,Drew Eubanks,C,24,TOT,71,1245,0.596,6.2,,0.938,0.442,0.364,0.094,0.038,0.062,,0.621,0.683,0.563,0.657,0.357,0.217,,0.759,1.0,,0.237,77,,0.174,0.25,,0,0,eubandr01,2022
214,165,Tacko Fall,C,26,CLE,11,1,5.4,0.5,1.1,0.417,0.0,0.0,,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1,fallta01,165,Tacko Fall,C,26,CLE,11,1,59,4.2,10.2,0.417,0.0,0.0,,4.2,10.2,0.417,1.7,5.9,0.286,5.9,13.5,19.5,1.7,0.0,5.1,2.5,2.5,10.2,,91.0,104,fallta01,165,Tacko Fall,C,26,CLE,11,59,11.3,0.398,0.0,0.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,,-0.1,0.1,0.1,0.043,,-4.1,0.8,-3.4,0.0,fallta01,165,Tacko Fall,C,26,CLE,11,59,,,,,100%,-0.3,-2.4,0,3,3,0,4,0,5,1,1,fallta01,165,Tacko Fall,C,26,CLE,11,59,0.417,3.2,,1.0,0.667,0.333,0.0,0.0,0.0,,0.417,0.625,0.0,,,,,0.6,,,0.25,2,,,,,0,0,fallta01,2022
215,166,Derrick Favors,C,30,OKC,39,18,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.4,4.3,0.554,0.522,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3,favorde01,166,Derrick Favors,C,30,OKC,39,18,653,7.0,13.6,0.516,0.1,1.2,0.125,6.9,12.4,0.554,1.2,1.9,0.64,4.3,9.4,13.7,1.9,1.3,0.9,0.7,4.6,15.4,,118.0,112,favorde01,166,Derrick Favors,C,30,OKC,39,653,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.4,0.105,,-2.3,0.3,-2.1,0.0,favorde01,166,Derrick Favors,C,30,OKC,39,653,,,,,100%,-9.1,-0.9,3,3,38,0,13,3,64,1,7,favorde01,166,Derrick Favors,C,30,OKC,39,653,0.516,9.7,,0.912,0.341,0.165,0.231,0.176,0.088,,0.554,0.694,0.433,0.548,0.406,0.125,,0.837,1.0,,0.077,12,,0.875,0.071,,0,0,favorde01,2022
216,167,Bruno Fernando,C,23,TOT,30,0,5.1,1.2,1.8,0.655,0.0,0.1,0.5,1.2,1.8,0.66,0.664,0.5,0.8,0.625,0.6,1.2,1.8,0.2,0.0,0.4,0.5,0.8,2.9,fernabr01,167,Bruno Fernando,C,23,TOT,30,0,153,11.5,17.5,0.655,0.3,0.6,0.5,11.1,16.9,0.66,4.8,7.6,0.625,5.7,11.8,17.5,2.2,0.3,3.5,4.5,7.6,28.0,,116.0,110,fernabr01,167,Bruno Fernando,C,23,TOT,30,153,21.2,0.671,0.036,0.436,13.0,26.6,19.8,7.5,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,0.139,,-0.4,0.2,-0.1,0.1,fernabr01,167,Bruno Fernando,C,23,TOT,30,153,,,,5%,96%,-8.5,-6.0,3,3,11,6,11,0,16,6,7,fernabr01,167,Bruno Fernando,C,23,TOT,30,153,0.655,4.0,,0.964,0.618,0.291,0.036,0.018,0.036,,0.66,0.676,0.625,0.5,1.0,0.5,,0.714,1.0,,0.309,17,,0.5,0.0,,0,0,fernabr01,2022
