Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,-9999,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,0-3,10-Mar,16-Oct,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,-9999,Season
312,Kevin Knox,SF,22,ATL,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,knoxke01,312,Kevin Knox,SF,22,ATL,17,0,111,7.1,19.9,0.356,2.2,11.5,0.192,4.9,8.4,0.579,4,5.3,0.75,2.7,7.1,9.7,3.1,0.9,0.4,0.9,6.2,20.4,,104,117,knoxke01,312,Kevin Knox,SF,22,ATL,17,111,10.1,0.457,0.578,0.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,,0,0.1,0.1,0.031,,-4.4,-2.5,-6.9,-0.1,knoxke01,312,Kevin Knox,SF,22,ATL,17,111,,25%,33%,42%,,-8.2,-10.4,1,1,9,0,5,1,18,0,3,knoxke01,312,Kevin Knox,SF,22,ATL,17,111,0.356,17.2,,0.422,0.178,0.133,0.044,0.067,0.578,,0.579,0.625,0.833,0,0.333,0.192,,0.818,1,,0.111,5,,0.385,0.4,,0,0,knoxke01,2022
313,John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,konchjo01,313,John Konchar,SG,25,MEM,72,7,1292,5,9.7,0.515,1.9,4.7,0.413,3.1,5,0.61,1,1.8,0.551,3.2,9,12.2,4,1.7,0.8,1.1,3.3,12.9,,133,109,konchjo01,313,John Konchar,SG,25,MEM,72,1292,14,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,,2.4,1.8,4.2,0.155,,0.2,1.3,1.5,1.2,konchjo01,313,John Konchar,SG,25,MEM,72,1292,24%,59%,17%,,,4,-2.6,21,7,52,1,22,4,266,2,4,konchjo01,313,John Konchar,SG,25,MEM,72,1292,0.515,14.3,,0.519,0.332,0.092,0.053,0.042,0.481,,0.61,0.736,0.458,0.429,0.182,0.413,,0.614,0.923,,0.08,18,,0.46,0.448,,0,0,konchjo01,2022
314,Furkan Korkmaz,SG,24,PHI,67,19,21.1,2.7,7,0.387,1.1,4,0.289,1.6,3,0.515,0.469,1,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6,korkmfu01,314,Furkan Korkmaz,SG,24,PHI,67,19,1414,6.4,16.6,0.387,2.7,9.4,0.289,3.7,7.2,0.515,2.4,3,0.81,0.8,5.4,6.2,4.5,1.2,0.3,1.7,2,18,,104,114,korkmfu01,314,Furkan Korkmaz,SG,24,PHI,67,1414,10.2,0.502,0.566,0.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,,0.1,1.1,1.2,0.041,,-2,-1.1,-3.1,-0.4,korkmfu01,314,Furkan Korkmaz,SG,24,PHI,67,1414,1%,26%,67%,6%,,0.9,-2.9,30,9,28,1,32,10,311,4,18,korkmfu01,314,Furkan Korkmaz,SG,24,PHI,67,1414,0.387,17.4,,0.434,0.187,0.149,0.047,0.051,0.566,,0.515,0.739,0.314,0.5,0.292,0.289,,0.524,0.87,,0.021,8,,0.199,0.283,,2,0,korkmfu01,2022
315,Luke Kornet,C,26,TOT,15,0,6.9,0.9,1.8,0.481,0,0.3,0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0,0.6,2,kornelu01,315,Luke Kornet,C,26,TOT,15,0,103,6.3,13,0.481,0,2.4,0,6.3,10.6,0.591,1.9,2.9,0.667,6.3,7.7,14,4.3,1.4,1.4,0,4.3,14.5,,133,107,kornelu01,315,Luke Kornet,C,26,TOT,15,103,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,,0.2,0.2,0.4,0.194,,-0.9,0.4,-0.5,0,kornelu01,315,Luke Kornet,C,26,TOT,15,103,,,,2%,98%,8,1.2,0,0,9,0,3,0,23,2,2,kornelu01,315,Luke Kornet,C,26,TOT,15,103,0.481,7.2,,0.815,0.519,0.222,0.074,0,0.185,,0.591,0.643,0.667,0,,0,,0.692,,,0.185,4,,0,,,0,0,kornelu01,2022
315,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0,0.5,0,0.5,2,0.25,0.2,1,1.5,0.667,1,0.5,1.5,0.5,0,0.5,0,0.5,2,kornelu01,315,Luke Kornet,C,26,CLE,2,0,15,3.3,16.6,0.2,0,3.3,0,3.3,13.3,0.25,6.7,10,0.667,6.7,3.3,10,3.3,0,3.3,0,3.3,13.3,,96,112,kornelu01,315,Luke Kornet,C,26,CLE,2,15,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0,5.9,0,18.6,,0,0,0,0.008,,-6.7,-3.2,-9.9,0,kornelu01,315,Luke Kornet,C,26,CLE,2,15,,,,13%,87%,54.9,53,0,0,1,0,1,0,3,1,1,kornelu01,315,Luke Kornet,C,26,CLE,2,15,0.2,7.7,,0.8,0.6,0.2,0,0,0.2,,0.25,0.333,0,,,0,,1,,,0,0,,0,,,0,0,kornelu01,2022
315,Luke Kornet,C,26,MIL,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,1,0,kornelu01,315,Luke Kornet,C,26,MIL,1,0,3,0,16,0,0,0,,0,16,0,0,0,,16,0,16,0,0,0,0,16,0,,70,120,kornelu01,315,Luke Kornet,C,26,MIL,1,3,-5,0,0,0,36.1,0,17.7,0,0,0,0,14.2,,0,0,0,-0.154,,-14.2,-10.5,-24.7,0,kornelu01,315,Luke Kornet,C,26,MIL,1,3,,,,,100%,-93.3,-96.6,0,0,1,0,0,0,0,0,0,kornelu01,315,Luke Kornet,C,26,MIL,1,3,0,11.9,,1,0,0,1,0,0,,0,,,0,,,,,,,0,0,,,,,0,0,kornelu01,2022
315,Luke Kornet,C,26,BOS,12,0,7.1,1,1.8,0.571,0,0.3,0,1,1.4,0.706,0.571,0.2,0.3,0.667,0.8,1.3,2.1,0.7,0.3,0.2,0,0.6,2.2,kornelu01,315,Luke Kornet,C,26,BOS,12,0,85,7,12.3,0.571,0,2.3,0,7,9.9,0.706,1.2,1.8,0.667,5.8,8.8,14.6,4.7,1.8,1.2,0,4.1,15.2,,145,106,kornelu01,315,Luke Kornet,C,26,BOS,12,85,18.8,0.582,0.19,0.143,13,18.6,15.9,13.5,1.8,2.1,0,11.6,,0.3,0.2,0.4,0.239,,0.6,1.4,2.1,0.1,kornelu01,315,Luke Kornet,C,26,BOS,12,85,,,,,100%,3.3,-4.5,0,0,7,0,2,0,20,1,1,kornelu01,315,Luke Kornet,C,26,BOS,12,85,0.571,6.9,,0.81,0.524,0.238,0.048,0,0.19,,0.706,0.727,0.8,0,,0,,0.667,,,0.238,4,,0,,,0,0,kornelu01,2022
316,Vit Krejci,SG,21,OKC,30,8,23,2.3,5.6,0.407,1.1,3.3,0.327,1.2,2.3,0.522,0.503,0.6,0.7,0.864,0.6,2.8,3.4,1.9,0.6,0.3,1,2.2,6.2,krejcvi01,316,Vit Krejci,SG,21,OKC,30,8,690,4.8,11.8,0.407,2.3,6.9,0.327,2.5,4.9,0.522,1.3,1.6,0.864,1.3,5.9,7.1,4,1.3,0.6,2,4.6,13.2,,105,115,krejcvi01,316,Vit Krejci,SG,21,OKC,30,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,0.042,,-4.3,-1,-5.3,-0.6,krejcvi01,316,Vit Krejci,SG,21,OKC,30,690,,19%,63%,18%,,-12.2,-4.8,16,7,34,2,12,3,140,2,9,krejcvi01,316,Vit Krejci,SG,21,OKC,30,690,0.407,17.5,,0.413,0.102,0.257,0.012,0.042,0.587,,0.522,0.824,0.442,0,0.429,0.327,,0.556,0.906,,0.03,5,,0.194,0.474,,1,0,krejcvi01,2022
317,Arnoldas Kulboka,SF,24,CHO,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0.5,0,kulboar01,317,Arnoldas Kulboka,SF,24,CHO,2,0,5,0,9.6,0,0,9.6,0,0,0,,0,0,,0,0,0,0,0,0,0,9.6,0,,0,123,kulboar01,317,Arnoldas Kulboka,SF,24,CHO,2,5,-10.7,0,1,0,0,0,0,0,0,0,0,8.5,,0,0,0,-0.217,,-14.7,-7.1,-21.8,0,kulboar01,317,Arnoldas Kulboka,SF,24,CHO,2,5,,,49%,51%,,-90,-90.7,0,0,1,0,0,0,0,0,0,kulboar01,317,Arnoldas Kulboka,SF,24,CHO,2,5,0,23.4,,0,0,0,0,0,1,,,,,,,0,,,,,0,0,,1,0,,0,0,kulboar01,2022
318,Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,kuminjo01,318,Jonathan Kuminga,SF,19,GSW,70,12,1185,9.7,18.9,0.513,2.1,6.1,0.336,7.7,12.8,0.598,5.3,7.8,0.684,2.2,7.4,9.6,2.6,1.3,0.9,3,6,26.8,,112,108,kuminjo01,318,Jonathan Kuminga,SF,19,GSW,70,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,,1.3,1.8,3,0.123,,-1.3,-0.2,-1.5,0.1,kuminjo01,318,Jonathan Kuminga,SF,19,GSW,70,1185,,,14%,63%,24%,2,-5.3,33,19,66,18,93,5,156,11,35,kuminjo01,318,Jonathan Kuminga,SF,19,GSW,70,1185,0.513,11,,0.676,0.341,0.276,0.043,0.015,0.324,,0.598,0.771,0.433,0.4,0.286,0.336,,0.608,1,,0.172,74,,0.349,0.25,,2,0,kuminjo01,2022
319,Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,kuzmaky01,319,Kyle Kuzma,PF,26,WAS,66,66,2204,9.5,21,0.452,2.9,8.4,0.341,6.6,12.6,0.526,3.5,4.9,0.712,1.6,11,12.6,5.2,0.9,1.3,3.8,2.9,25.4,,103,113,kuzmaky01,319,Kyle Kuzma,PF,26,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,,0,2,2,0.044,,0.2,-0.4,-0.2,1,kuzmaky01,319,Kyle Kuzma,PF,26,WAS,66,2204,,,3%,85%,12%,-5.6,-5.3,74,48,74,19,101,6,554,25,35,kuzmaky01,319,Kyle Kuzma,PF,26,WAS,66,2204,0.452,14.8,,0.599,0.167,0.26,0.108,0.065,0.401,,0.526,0.744,0.498,0.386,0.311,0.341,,0.492,0.883,,0.024,19,,0.227,0.329,,1,0,kuzmaky01,2022
320,Anthony Lamb,SF,24,SAS,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0,lamban01,320,Anthony Lamb,SF,24,SAS,2,0,8,0,12,0,0,12,0,0,0,,0,0,,0,6,6,12,0,0,0,0,0,,56,118,lamban01,320,Anthony Lamb,SF,24,SAS,2,8,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,,0,0,0,-0.138,,-6.2,-1.8,-8,0,lamban01,320,Anthony Lamb,SF,24,SAS,2,8,,,50%,50%,,25.8,25.8,0,0,0,0,0,0,5,0,1,lamban01,320,Anthony Lamb,SF,24,SAS,2,8,0,27.1,,0,0,0,0,0,1,,,,,,,0,,,,,0,0,,0,,,0,0,lamban01,2022
321,Jeremy Lamb,SF-SG,29,TOT,56,0,16.7,2.4,6.2,0.383,1,3,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,lambje01,321,Jeremy Lamb,SF-SG,29,TOT,56,0,935,6.9,18.1,0.383,2.9,8.9,0.324,4.1,9.2,0.441,4.6,5.5,0.84,1.4,6.7,8,4.2,1.6,1.1,1.9,3.1,21.3,,109,116,lambje01,321,Jeremy Lamb,SF-SG,29,TOT,56,935,13.3,0.521,0.49,0.305,3,15.3,9.1,12.3,1.6,2,8.6,19.7,,0.6,0.6,1.2,0.063,,-0.4,-0.5,-0.8,0.3,lambje01,321,Jeremy Lamb,SF-SG,29,TOT,56,935,9%,43%,47%,2%,,-0.3,5,21,8,26,1,42,3,190,13,10,lambje01,321,Jeremy Lamb,SF-SG,29,TOT,56,935,0.383,17.4,,0.51,0.089,0.202,0.147,0.072,0.49,,0.441,0.581,0.4,0.412,0.44,0.324,,0.346,0.818,,0,0,,0.188,0.313,,4,0,lambje01,2022
321,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1,3,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2,2.4,1.3,0.6,0.4,0.6,1.1,7.1,lambje01,321,Jeremy Lamb,SF,29,IND,39,0,613,6.8,18.2,0.373,3.1,9.3,0.333,3.7,8.9,0.414,5.4,6.4,0.838,1.2,6.3,7.5,4.1,1.8,1.1,1.9,3.5,22.1,,110,116,lambje01,321,Jeremy Lamb,SF,29,IND,39,613,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2,8.4,20,,0.5,0.4,0.9,0.07,,-0.2,-0.2,-0.5,0.2,lambje01,321,Jeremy Lamb,SF,29,IND,39,613,,35%,62%,2%,,1.5,6.6,13,5,20,1,30,1,120,7,6,lambje01,321,Jeremy Lamb,SF,29,IND,39,613,0.373,18,,0.487,0.083,0.184,0.154,0.066,0.513,,0.414,0.474,0.405,0.4,0.4,0.333,,0.326,0.897,,0,0,,0.205,0.333,,3,0,lambje01,2022
321,Jeremy Lamb,SG,29,SAC,17,0,18.9,2.8,7,0.403,0.9,3.1,0.302,1.9,3.9,0.485,0.471,1.3,1.5,0.846,0.6,2.9,3.5,1.8,0.5,0.5,0.8,0.9,7.9,lambje01,321,Jeremy Lamb,SG,29,SAC,17,0,322,7.2,17.8,0.403,2.4,7.9,0.302,4.8,9.9,0.485,3.3,3.9,0.846,1.6,7.3,9,4.5,1.2,1.2,1.9,2.2,20,,107,115,lambje01,321,Jeremy Lamb,SG,29,SAC,17,322,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,,0.1,0.2,0.3,0.051,,-0.6,-0.9,-1.5,0,lambje01,321,Jeremy Lamb,SG,29,SAC,17,322,25%,58%,17%,,,-3.6,2,8,3,6,0,12,2,70,6,4,lambje01,321,Jeremy Lamb,SG,29,SAC,17,322,0.403,16.3,,0.555,0.101,0.235,0.134,0.084,0.445,,0.485,0.75,0.393,0.438,0.5,0.302,,0.375,0.625,,0,0,,0.151,0.25,,1,0,lambje01,2022
322,Jock Landale,C,26,SAS,54,1,10.9,1.9,3.8,0.495,0.5,1.6,0.326,1.3,2.1,0.626,0.566,0.6,0.8,0.829,1.2,1.4,2.6,0.8,0.2,0.3,0.6,1,4.9,landajo01,322,Jock Landale,C,26,SAS,54,1,589,8.2,16.6,0.495,2.4,7.2,0.326,5.9,9.4,0.626,2.8,3.3,0.829,5.1,6.1,11.2,3.7,0.8,1.1,2.5,4.3,21.6,,119,114,landajo01,322,Jock Landale,C,26,SAS,54,589,16,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2,12.3,18.1,,1,0.4,1.5,0.121,,0.7,-1.1,-0.4,0.2,landajo01,322,Jock Landale,C,26,SAS,54,589,,,,7%,93%,-1.5,-1.9,14,6,34,6,20,4,111,7,12,landajo01,322,Jock Landale,C,26,SAS,54,589,0.495,13.3,,0.564,0.368,0.152,0.025,0.02,0.436,,0.626,0.707,0.484,0.2,0.75,0.326,,0.708,1,,0.118,23,,0.225,0.4,,1,0,landajo01,2022
323,Romeo Langford,SG,22,TOT,48,5,16.1,1.7,4,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1,4.5,langfro01,323,Romeo Langford,SG,22,TOT,48,5,771,5.3,12.3,0.435,1.9,5.5,0.341,3.5,6.8,0.509,1.5,2.7,0.548,1.9,5,6.9,1.4,1.4,1,1,3,14,,108,109,langfro01,323,Romeo Langford,SG,22,TOT,48,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,,0.3,1,1.3,0.082,,-2.3,1,-1.4,0.1,langfro01,323,Romeo Langford,SG,22,TOT,48,771,3%,44%,52%,2%,,1.9,-6.7,9,3,28,1,19,5,53,6,14,langfro01,323,Romeo Langford,SG,22,TOT,48,771,0.435,14.4,,0.555,0.204,0.241,0.079,0.031,0.445,,0.509,0.718,0.37,0.467,0.333,0.341,,0.722,0.966,,0.047,8,,0.518,0.318,,1,0,langfro01,2022
323,Romeo Langford,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1,4.7,langfro01,323,Romeo Langford,SG,22,BOS,44,5,728,5.4,12.6,0.429,2,5.7,0.349,3.4,6.9,0.495,1.4,2.3,0.588,2,5.1,7.1,1.3,1.4,1.1,1.1,3.1,14.1,,108,109,langfro01,323,Romeo Langford,SG,22,BOS,44,728,9.3,0.52,0.451,0.185,4.6,10.7,7.7,3.6,1.4,2,7.4,13,,0.2,1,1.3,0.084,,-2.3,1.1,-1.2,0.2,langfro01,323,Romeo Langford,SG,22,BOS,44,728,3%,43%,52%,2%,,1.3,-7.8,9,3,27,1,17,3,49,6,14,langfro01,323,Romeo Langford,SG,22,BOS,44,728,0.429,14.5,,0.549,0.207,0.239,0.076,0.027,0.451,,0.495,0.711,0.364,0.429,0.2,0.349,,0.7,0.966,,0.043,7,,0.518,0.326,,1,0,langfro01,2022
323,Romeo Langford,SG,22,SAS,4,0,10.8,1,1.8,0.571,0,0.5,0,1,1.3,0.8,0.571,0.8,2,0.375,0,1,1,0.5,0.3,0,0,0.3,2.8,langfro01,323,Romeo Langford,SG,22,SAS,4,0,43,4.5,7.8,0.571,0,2.2,0,4.5,5.6,0.8,3.3,8.9,0.375,0,4.5,4.5,2.2,1.1,0,0,1.1,12.3,,113,116,langfro01,323,Romeo Langford,SG,22,SAS,4,43,8.1,0.523,0.286,1.143,0,9.8,4.9,5.8,1.1,0,0,10.3,,0,0,0,0.053,,-3.8,-0.4,-4.2,0,langfro01,323,Romeo Langford,SG,22,SAS,4,43,,64%,36%,,,13,13,0,0,1,0,2,2,4,0,0,langfro01,323,Romeo Langford,SG,22,SAS,4,43,0.571,12.3,,0.714,0.143,0.286,0.143,0.143,0.286,,0.8,1,0.5,1,1,0,,1,,,0.143,1,,0.5,0,,0,0,langfro01,2022
324,Zach LaVine,SG,26,CHI,67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,lavinza01,324,Zach LaVine,SG,26,CHI,67,67,2328,11.8,24.9,0.476,3.9,10,0.389,8,14.9,0.534,6.7,7.9,0.853,0.5,6,6.5,6.4,0.9,0.5,3.6,2.5,34.3,,115,116,lavinza01,324,Zach LaVine,SG,26,CHI,67,2328,20,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,,4.5,1.3,5.8,0.12,,3.9,-1.5,2.4,2.6,lavinza01,324,Zach LaVine,SG,26,CHI,67,2328,1%,50%,48%,2%,,-0.6,-0.7,69,69,61,14,154,1,702,35,61,lavinza01,324,Zach LaVine,SG,26,CHI,67,2328,0.476,15.2,,0.599,0.264,0.103,0.086,0.147,0.401,,0.534,0.7,0.451,0.343,0.408,0.389,,0.35,0.568,,0.055,62,,0.139,0.53,,0,0,lavinza01,2022
325,Jake Layman,SF,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,laymaja01,325,Jake Layman,SF,27,MIN,34,1,231,6.2,15,0.411,1.6,7.2,0.229,4.5,7.8,0.579,2.7,3.7,0.722,1.2,6.2,7.4,1.9,1.4,1,2.1,2.5,16.7,,99,113,laymaja01,325,Jake Layman,SF,27,MIN,34,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,,-0.1,0.2,0.1,0.024,,-3.3,-0.6,-3.9,-0.1,laymaja01,325,Jake Layman,SF,27,MIN,34,231,,2%,53%,45%,,-2.1,-4.8,5,3,6,1,10,0,22,2,4,laymaja01,325,Jake Layman,SF,27,MIN,34,231,0.411,14.4,,0.521,0.301,0.123,0.055,0.041,0.479,,0.579,0.773,0.222,0.25,0.667,0.229,,0.682,1,,0.096,6,,0.486,0.235,,0,0,laymaja01,2022
326,Damion Lee,SG,29,GSW,63,5,19.9,2.7,6.1,0.441,1,3,0.337,1.7,3.1,0.541,0.523,1,1.2,0.88,0.4,2.8,3.2,1,0.6,0.1,0.6,1.5,7.4,leeda03,326,Damion Lee,SG,29,GSW,63,5,1256,6.6,14.9,0.441,2.4,7.3,0.337,4.1,7.6,0.541,2.6,2.9,0.88,1,6.8,7.9,2.4,1.5,0.2,1.5,3.7,18.1,,111,109,leeda03,326,Damion Lee,SG,29,GSW,63,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,,0.9,1.8,2.7,0.102,,-2.4,0.4,-2,0,leeda03,326,Damion Lee,SG,29,GSW,63,1256,4%,67%,29%,1%,,2.8,-4.3,9,11,50,10,23,16,160,5,12,leeda03,326,Damion Lee,SG,29,GSW,63,1256,0.441,16.4,,0.512,0.188,0.146,0.091,0.086,0.488,,0.541,0.833,0.429,0.343,0.303,0.337,,0.736,0.984,,0.005,2,,0.396,0.324,,2,0,leeda03,2022
327,Saben Lee,PG,22,DET,37,0,16.3,1.9,4.8,0.39,0.4,1.6,0.233,1.5,3.2,0.47,0.429,1.5,1.9,0.789,0.5,1.9,2.4,2.9,1,0.3,1,1.2,5.6,leesa01,327,Saben Lee,PG,22,DET,37,0,604,5.6,14.3,0.39,1.1,4.8,0.233,4.4,9.5,0.47,4.5,5.7,0.789,1.5,5.6,7,8.6,2.9,1,2.9,3.6,16.8,,107,112,leesa01,327,Saben Lee,PG,22,DET,37,604,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,,0.3,0.7,0.9,0.073,,-1.9,1.5,-0.4,0.2,leesa01,327,Saben Lee,PG,22,DET,37,604,100%,,,,,-8,0,24,7,21,1,34,7,259,5,22,leesa01,327,Saben Lee,PG,22,DET,37,604,0.39,11.2,,0.661,0.379,0.232,0.04,0.011,0.339,,0.47,0.597,0.341,0.143,0,0.233,,0.455,0.786,,0.051,7,,0.233,0.214,,0,0,leesa01,2022
328,Alex Len,C,28,SAC,39,10,15.9,2.4,4.5,0.534,0.2,0.5,0.286,2.3,4,0.568,0.551,1.1,1.6,0.651,1.3,2.8,4.1,1.2,0.3,0.6,1.1,2.6,6,lenal01,328,Alex Len,C,28,SAC,39,10,620,7.3,13.7,0.534,0.5,1.6,0.286,6.8,12,0.568,3.2,4.9,0.651,4,8.5,12.5,3.5,1,1.9,3.3,7.8,18.2,,109,114,lenal01,328,Alex Len,C,28,SAC,39,620,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,,0.4,0.5,0.9,0.07,,-3.2,0.3,-2.9,-0.1,lenal01,328,Alex Len,C,28,SAC,39,620,,,,,100%,-5.4,0.1,14,11,57,14,29,2,118,7,13,lenal01,328,Alex Len,C,28,SAC,39,620,0.534,7,,0.881,0.415,0.335,0.125,0.006,0.119,,0.568,0.712,0.441,0.455,0,0.286,,0.773,1,,0.17,26,,0.286,0.333,,0,0,lenal01,2022
329,Caris LeVert,SG,27,TOT,58,49,30.7,6.5,14.7,0.444,1.4,4.4,0.32,5.1,10.3,0.497,0.492,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3,17,leverca01,329,Caris LeVert,SG,27,TOT,58,49,1780,10.5,23.6,0.444,2.3,7.1,0.32,8.2,16.5,0.497,4,5.3,0.756,1.2,4.7,5.9,6.9,1.4,0.6,3,3.6,27.3,,108,116,leverca01,329,Caris LeVert,SG,27,TOT,58,1780,15.1,0.525,0.3,0.226,2.7,10.7,6.7,22,1.4,1.1,10.3,25.4,,1.2,1,2.2,0.059,,0,-1.2,-1.2,0.4,leverca01,329,Caris LeVert,SG,27,TOT,58,1780,7%,71%,22%,,,-2.2,0.4,45,42,57,8,93,16,602,19,52,leverca01,329,Caris LeVert,SG,27,TOT,58,1780,0.444,12.8,,0.7,0.207,0.26,0.201,0.032,0.3,,0.497,0.638,0.441,0.442,0.37,0.32,,0.303,0.634,,0.023,20,,0.129,0.303,,0,0,leverca01,2022
329,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,leverca01,329,Caris LeVert,SG,27,IND,39,39,1214,11.2,25.1,0.447,2.5,7.6,0.323,8.8,17.5,0.501,4.5,5.9,0.76,1.2,4.8,6.1,7,1.4,0.7,3,3.7,29.4,,109,118,leverca01,329,Caris LeVert,SG,27,IND,39,1214,16.3,0.53,0.304,0.235,2.7,11.2,6.9,22.8,1.4,1.3,9.9,26.8,,1.1,0.4,1.5,0.06,,1,-1.3,-0.3,0.5,leverca01,329,Caris LeVert,SG,27,IND,39,1214,7%,62%,32%,,,-1.4,3.7,29,30,39,5,67,11,415,14,38,leverca01,329,Caris LeVert,SG,27,IND,39,1214,0.447,13,,0.696,0.195,0.259,0.211,0.032,0.304,,0.501,0.661,0.453,0.42,0.45,0.323,,0.295,0.574,,0.024,15,,0.138,0.346,,0,0,leverca01,2022
