,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
573,471,Matt Thomas,SG,25,TOR,41,1,10.7,1.8,3.7,0.487,1.1,2.4,0.475,0.6,1.2,0.51,0.643,0.2,0.3,0.75,0.2,1.3,1.5,0.5,0.2,0.0,0.4,0.9,4.9,thomama02,471,Matt Thomas,SG,25,TOR,41,1,440,7.9,16.2,0.487,5.1,10.7,0.475,2.8,5.5,0.51,1.0,1.3,0.75,1.0,5.6,6.6,2.4,1.1,0.1,1.7,4.1,21.8,,119.0,109,thomama02,471,Matt Thomas,SG,25,TOR,41,440,13.3,0.65,0.66,0.08,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,,0.7,0.6,1.2,0.133,,1.0,0.1,1.1,0.3,thomama02,471,Matt Thomas,SG,25,TOR,41,440,56%,40%,4%,,,7.0,0.4,8,1,22,1,4,1,54,1,13,thomama02,471,Matt Thomas,SG,25,TOR,41,440,0.487,21.1,,0.34,0.06,0.053,0.087,0.14,0.66,,0.51,0.444,0.375,0.462,0.619,0.475,,0.769,0.957,,0.0,0,,0.212,0.524,,0,0,thomama02,2020
574,472,Tristan Thompson,PF,28,CLE,57,51,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0,thomptr01,472,Tristan Thompson,PF,28,CLE,57,51,1721,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3,,112.0,114,thomptr01,472,Tristan Thompson,PF,28,CLE,57,1721,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,,2.0,1.1,3.1,0.085,,-0.2,-1.3,-1.5,0.2,thomptr01,472,Tristan Thompson,PF,28,CLE,57,1721,,,,1%,99%,-9.9,-4.1,26,31,61,22,67,4,290,14,65,thomptr01,472,Tristan Thompson,PF,28,CLE,57,1721,0.512,5.1,,0.959,0.496,0.374,0.073,0.016,0.041,,0.518,0.624,0.433,0.317,0.111,0.391,,0.599,0.667,,0.185,95,,0.087,0.0,,0,0,thomptr01,2020
576,474,Matisse Thybulle,SG,22,PHI,65,14,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.528,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7,thybuma01,474,Matisse Thybulle,SG,22,PHI,65,14,1287,4.2,10.0,0.423,2.1,5.9,0.357,2.1,4.1,0.519,0.9,1.5,0.61,1.7,2.4,4.0,3.0,3.5,1.8,1.9,5.3,11.5,,105.0,106,thybuma01,474,Matisse Thybulle,SG,22,PHI,65,1287,10.0,0.539,0.592,0.155,3.8,5.4,4.6,8.0,3.5,3.1,15.3,11.2,,0.3,2.0,2.3,0.086,,-2.8,3.1,0.3,0.8,thybuma01,474,Matisse Thybulle,SG,22,PHI,65,1287,14%,64%,22%,,,2.9,0.8,26,11,73,5,17,13,190,3,8,thybuma01,474,Matisse Thybulle,SG,22,PHI,65,1287,0.423,16.6,,0.408,0.272,0.079,0.03,0.026,0.592,,0.519,0.653,0.286,0.25,0.143,0.357,,0.732,1.0,,0.136,32,,0.338,0.415,,1,0,thybuma01,2020
577,475,Anthony Tolliver,PF,34,TOT,55,13,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.3,0.7,0.432,0.492,0.4,0.5,0.724,0.6,2.2,2.8,0.8,0.3,0.2,0.6,1.3,3.6,tollian01,475,Anthony Tolliver,PF,34,TOT,55,13,872,3.5,9.9,0.357,2.7,7.9,0.338,0.9,2.0,0.432,1.1,1.6,0.724,1.9,6.5,8.4,2.3,1.0,0.6,1.9,4.0,10.9,,103.0,115,tollian01,475,Anthony Tolliver,PF,34,TOT,55,872,7.0,0.513,0.797,0.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,,0.0,0.4,0.5,0.026,,-2.7,-0.5,-3.2,-0.3,tollian01,475,Anthony Tolliver,PF,34,TOT,55,872,,,,65%,35%,-5.6,-5.9,19,5,34,6,14,9,109,3,7,tollian01,475,Anthony Tolliver,PF,34,TOT,55,872,0.357,21.3,,0.203,0.11,0.06,0.011,0.022,0.797,,0.432,0.4,0.364,0.5,0.75,0.338,,0.875,0.98,,0.011,2,,0.228,0.424,,0,0,tollian01,2020
581,476,Juan Toscano-Anderson,SG,26,GSW,13,6,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3,toscaju01,476,Juan Toscano-Anderson,SG,26,GSW,13,6,272,5.1,11.1,0.46,1.4,4.0,0.348,3.7,7.0,0.525,0.5,0.9,0.6,1.6,7.6,9.1,4.6,2.3,0.9,2.8,5.3,12.1,,98.0,112,toscaju01,476,Juan Toscano-Anderson,SG,26,GSW,13,272,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,,-0.1,0.2,0.2,0.03,,-4.1,0.5,-3.6,-0.1,toscaju01,476,Juan Toscano-Anderson,SG,26,GSW,13,272,5%,45%,43%,7%,,-15.0,-6.8,8,4,15,1,3,2,62,1,7,toscaju01,476,Juan Toscano-Anderson,SG,26,GSW,13,272,0.46,11.6,,0.635,0.397,0.19,0.016,0.032,0.365,,0.525,0.72,0.25,0.0,0.0,0.348,,0.476,1.0,,0.111,6,,0.348,0.375,,0,0,toscaju01,2020
582,477,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,0.6,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,townska01,477,Karl-Anthony Towns,C,24,MIN,35,35,1187,12.4,24.3,0.508,4.5,10.8,0.412,7.9,13.5,0.586,7.0,8.8,0.796,3.7,11.1,14.8,6.0,1.3,1.6,4.3,4.6,36.2,,121.0,110,townska01,477,Karl-Anthony Towns,C,24,MIN,35,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,,3.7,1.3,5.1,0.204,,7.0,0.8,7.8,2.9,townska01,477,Karl-Anthony Towns,C,24,MIN,35,1187,,,,,100%,-2.2,4.0,45,21,51,28,93,7,345,33,36,townska01,477,Karl-Anthony Towns,C,24,MIN,35,1187,0.508,14.0,,0.555,0.328,0.148,0.032,0.047,0.445,,0.586,0.721,0.457,0.25,0.276,0.412,,0.505,0.816,,0.064,38,,0.101,0.429,,0,0,townska01,2020
583,478,Gary Trent Jr.,SF,21,POR,61,8,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9,trentga02,478,Gary Trent Jr.,SF,21,POR,61,8,1332,7.0,15.8,0.444,4.0,9.6,0.418,3.0,6.2,0.486,1.3,1.6,0.822,0.9,2.7,3.6,2.2,1.7,0.6,0.8,3.2,19.4,,121.0,117,trentga02,478,Gary Trent Jr.,SF,21,POR,61,1332,12.9,0.587,0.608,0.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,,2.2,0.3,2.5,0.089,,0.5,-0.8,-0.3,0.6,trentga02,478,Gary Trent Jr.,SF,21,POR,61,1332,,38%,61%,1%,,-2.1,-1.9,8,6,27,4,19,14,151,4,11,trentga02,478,Gary Trent Jr.,SF,21,POR,61,1332,0.444,19.4,,0.392,0.104,0.075,0.1,0.113,0.608,,0.486,0.696,0.333,0.432,0.44,0.418,,0.44,0.857,,0.02,9,,0.272,0.411,,1,0,trentga02,2020
584,479,Allonzo Trier,SG,24,NYK,24,1,12.1,2.1,4.4,0.481,0.8,2.2,0.358,1.3,2.2,0.604,0.571,1.4,1.8,0.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,trieral01,479,Allonzo Trier,SG,24,NYK,24,1,291,8.5,17.7,0.481,3.2,8.9,0.358,5.4,8.9,0.604,5.7,7.2,0.791,1.0,3.8,4.9,4.7,0.5,0.7,3.7,4.9,25.9,,115.0,118,trieral01,479,Allonzo Trier,SG,24,NYK,24,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,,0.5,0.1,0.5,0.087,,1.0,-1.4,-0.4,0.1,trieral01,479,Allonzo Trier,SG,24,NYK,24,291,37%,62%,1%,,,-12.2,-6.5,12,3,10,4,13,2,70,0,7,trieral01,479,Allonzo Trier,SG,24,NYK,24,291,0.481,17.5,,0.5,0.208,0.057,0.085,0.151,0.5,,0.604,0.682,0.167,0.667,0.625,0.358,,0.281,0.789,,0.057,5,,0.132,0.429,,0,0,trieral01,2020
585,480,P.J. Tucker,PF,34,HOU,72,72,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,tuckepj01,480,P.J. Tucker,PF,34,HOU,72,72,2467,3.3,8.0,0.415,2.0,5.6,0.358,1.3,2.4,0.551,0.7,0.9,0.813,2.1,6.8,8.9,2.2,1.4,0.7,1.4,4.3,9.4,,114.0,111,tuckepj01,480,P.J. Tucker,PF,34,HOU,72,2467,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,,1.6,2.4,4.0,0.078,,-2.4,0.6,-1.9,0.1,tuckepj01,480,P.J. Tucker,PF,34,HOU,72,2467,,,4%,70%,26%,3.3,1.0,35,9,121,15,11,42,286,2,13,tuckepj01,480,P.J. Tucker,PF,34,HOU,72,2467,0.415,18.4,,0.298,0.148,0.089,0.035,0.026,0.702,,0.551,0.619,0.474,0.467,0.545,0.358,,0.729,0.991,,0.0,0,,0.766,0.384,,0,0,tuckepj01,2020
586,481,Rayjon Tucker,SG,22,UTA,20,0,8.1,1.0,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,0.5,1.0,1.2,0.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1,tuckera01,481,Rayjon Tucker,SG,22,UTA,20,0,161,6.0,13.0,0.465,0.9,5.1,0.176,5.1,7.9,0.654,5.7,7.0,0.826,0.9,5.1,6.0,1.5,0.3,0.3,2.4,3.0,18.7,,109.0,114,tuckera01,481,Rayjon Tucker,SG,22,UTA,20,161,9.7,0.584,0.395,0.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,,0.1,0.1,0.2,0.063,,-3.8,-2.2,-6.1,-0.2,tuckera01,481,Rayjon Tucker,SG,22,UTA,20,161,4%,58%,39%,,,-5.8,-8.5,5,0,4,1,12,10,13,2,3,tuckera01,481,Rayjon Tucker,SG,22,UTA,20,161,0.465,14.1,,0.605,0.209,0.209,0.163,0.023,0.395,,0.654,0.778,0.556,0.571,1.0,0.176,,0.471,1.0,,0.023,1,,0.059,0.0,,0,0,tuckera01,2020
587,482,Evan Turner,SG,31,ATL,19,0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,0.403,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,turneev01,482,Evan Turner,SG,31,ATL,19,0,251,4.6,12.4,0.373,0.0,0.9,0.0,4.6,11.5,0.403,2.2,2.6,0.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5,,84.0,115,turneev01,482,Evan Turner,SG,31,ATL,19,251,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,,-0.5,0.1,-0.3,-0.064,,-4.9,-0.7,-5.5,-0.2,turneev01,482,Evan Turner,SG,31,ATL,19,251,6%,27%,58%,10%,,-12.2,-4.6,18,5,12,1,8,1,92,3,4,turneev01,482,Evan Turner,SG,31,ATL,19,251,0.373,10.4,,0.925,0.299,0.149,0.343,0.134,0.075,,0.403,0.55,0.5,0.261,0.333,0.0,,0.4,,,0.0,0,,0.2,0.0,,0,0,turneev01,2020
588,483,Myles Turner,C,23,IND,62,62,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,0.53,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,turnemy01,483,Myles Turner,C,23,IND,62,62,1826,7.1,15.6,0.457,2.3,6.6,0.344,4.8,9.0,0.54,3.4,4.5,0.751,2.3,8.5,10.8,1.9,1.2,3.5,2.3,4.4,19.9,,108.0,105,turnemy01,483,Myles Turner,C,23,IND,62,1826,14.8,0.566,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,,1.1,3.1,4.2,0.111,,-1.0,1.1,0.1,1.0,turnemy01,483,Myles Turner,C,23,IND,62,1826,,,,,100%,0.7,-3.3,27,20,95,22,86,15,177,23,22,turnemy01,483,Myles Turner,C,23,IND,62,1826,0.457,15.5,,0.574,0.221,0.152,0.107,0.094,0.426,,0.54,0.677,0.483,0.54,0.309,0.344,,0.709,1.0,,0.065,31,,0.148,0.351,,1,0,turnemy01,2020
592,485,Jonas Valančiūnas,C,27,MEM,70,70,26.4,6.2,10.6,0.585,0.5,1.3,0.352,5.7,9.3,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9,valanjo01,485,Jonas Valančiūnas,C,27,MEM,70,70,1845,10.9,18.7,0.585,0.8,2.3,0.352,10.1,16.4,0.617,3.7,5.1,0.74,5.4,14.6,19.9,3.3,0.8,1.9,3.2,4.7,26.4,,120.0,107,valanjo01,485,Jonas Valančiūnas,C,27,MEM,70,1845,22.2,0.631,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,,4.2,2.8,7.0,0.182,,2.1,0.2,2.4,2.0,valanjo01,485,Jonas Valančiūnas,C,27,MEM,70,1845,,,,,100%,0.6,2.7,37,38,97,27,92,4,316,17,39,valanjo01,485,Jonas Valančiūnas,C,27,MEM,70,1845,0.585,7.2,,0.877,0.424,0.359,0.068,0.027,0.123,,0.617,0.735,0.543,0.34,0.45,0.352,,0.588,1.0,,0.091,63,,0.143,0.231,,1,0,valanjo01,2020
593,486,Denzel Valentine,SF,26,CHI,36,5,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,valende01,486,Denzel Valentine,SF,26,CHI,36,5,488,9.6,23.4,0.409,4.5,13.5,0.336,5.0,9.9,0.51,0.6,0.8,0.75,0.9,6.4,7.3,4.2,2.6,0.6,2.6,5.0,24.3,,100.0,109,valende01,486,Denzel Valentine,SF,26,CHI,36,488,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,,-0.1,0.6,0.5,0.048,,-0.8,0.2,-0.6,0.2,valende01,486,Denzel Valentine,SF,26,CHI,36,488,,2%,89%,9%,,-5.6,-2.7,18,2,26,1,3,1,106,0,2,valende01,486,Denzel Valentine,SF,26,CHI,36,488,0.409,19.5,,0.422,0.046,0.152,0.143,0.08,0.578,,0.51,0.545,0.444,0.529,0.579,0.336,,0.412,0.783,,0.0,0,,0.153,0.429,,2,0,valende01,2020
594,487,Jarred Vanderbilt,PF,20,TOT,11,0,4.2,0.5,0.7,0.625,0.0,0.1,0.0,0.5,0.6,0.714,0.625,0.2,0.2,1.0,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1,vandeja01,487,Jarred Vanderbilt,PF,20,TOT,11,0,46,5.3,8.5,0.625,0.0,1.1,0.0,5.3,7.5,0.714,2.1,2.1,1.0,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8,,81.0,108,vandeja01,487,Jarred Vanderbilt,PF,20,TOT,11,46,7.6,0.676,0.125,0.25,7.3,14.5,10.9,5.9,3.2,2.0,44.1,14.9,,-0.1,0.1,0.0,-0.026,,-6.8,0.5,-6.3,-0.1,vandeja01,487,Jarred Vanderbilt,PF,20,TOT,11,46,,,,83%,17%,-26.5,-28.2,3,1,3,1,1,0,6,0,0,vandeja01,487,Jarred Vanderbilt,PF,20,TOT,11,46,0.625,4.0,,0.875,0.875,0.0,0.0,0.0,0.125,,0.714,0.714,,,,0.0,,0.6,,,0.25,2,,1.0,0.0,,0,0,vandeja01,2020
597,488,Fred VanVleet,SG,25,TOR,54,54,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,vanvlfr01,488,Fred VanVleet,SG,25,TOR,54,54,1928,7.9,19.1,0.413,3.6,9.2,0.39,4.3,9.8,0.434,4.1,4.9,0.848,0.4,4.6,5.0,8.8,2.5,0.4,3.0,3.3,23.5,,113.0,106,vanvlfr01,488,Fred VanVleet,SG,25,TOR,54,1928,16.3,0.553,0.484,0.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,,2.8,3.1,5.8,0.145,,1.3,1.4,2.7,2.3,vanvlfr01,488,Fred VanVleet,SG,25,TOR,54,1928,44%,56%,,,,5.2,-3.3,60,34,46,18,75,10,860,19,51,vanvlfr01,488,Fred VanVleet,SG,25,TOR,54,1928,0.413,15.4,,0.516,0.307,0.113,0.038,0.06,0.484,,0.434,0.549,0.23,0.276,0.326,0.39,,0.185,0.692,,0.0,0,,0.158,0.441,,1,0,vanvlfr01,2020
599,490,Noah Vonleh,C,24,TOT,36,1,10.5,1.4,2.6,0.565,0.1,0.4,0.2,1.4,2.1,0.636,0.582,0.7,0.9,0.781,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1,3.7,vonleno01,490,Noah Vonleh,C,24,TOT,36,1,377,6.4,11.4,0.565,0.4,1.9,0.2,6.1,9.5,0.636,3.1,4.0,0.781,4.6,10.8,15.3,3.5,1.4,0.7,2.6,4.9,16.3,,121.0,111,vonleno01,490,Noah Vonleh,C,24,TOT,36,377,15.5,0.622,0.163,0.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,,0.6,0.4,1.0,0.127,,-1.2,0.3,-1.0,0.1,vonleno01,490,Noah Vonleh,C,24,TOT,36,377,,,,7%,93%,-8.1,-4.3,7,4,18,7,10,1,68,1,10,vonleno01,490,Noah Vonleh,C,24,TOT,36,377,0.565,6.8,,0.837,0.511,0.315,0.0,0.011,0.163,,0.636,0.723,0.517,,0.0,0.2,,0.551,1.0,,0.174,14,,0.2,0.333,,0,0,vonleno01,2020
602,491,Nikola Vučević,C,29,ORL,62,62,32.2,8.0,16.7,0.477,1.6,4.7,0.339,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,vucevni01,491,Nikola Vučević,C,29,ORL,62,62,1998,12.0,25.2,0.477,2.4,7.0,0.339,9.6,18.1,0.531,3.2,4.1,0.784,3.4,13.0,16.4,5.4,1.3,1.1,2.1,3.3,29.6,,114.0,107,vucevni01,491,Nikola Vučević,C,29,ORL,62,1998,21.9,0.549,0.28,0.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,,3.5,2.9,6.4,0.153,,3.7,0.5,4.2,3.1,vucevni01,491,Nikola Vučević,C,29,ORL,62,1998,,,,,100%,0.8,4.3,34,27,87,9,76,2,530,23,50,vucevni01,491,Nikola Vučević,C,29,ORL,62,1998,0.477,12.5,,0.72,0.235,0.27,0.131,0.084,0.28,,0.531,0.675,0.487,0.43,0.425,0.339,,0.719,0.99,,0.03,27,,0.031,0.778,,0,0,vucevni01,2020
603,492,Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,wadede01,492,Dean Wade,PF,23,CLE,12,0,71,6.2,8.9,0.692,1.4,2.7,0.5,4.8,6.2,0.778,0.0,0.7,0.0,2.1,11.0,13.0,1.4,1.4,2.7,2.1,5.5,13.7,,122.0,111,wadede01,492,Dean Wade,PF,23,CLE,12,71,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,,0.1,0.1,0.2,0.105,,-1.7,0.5,-1.3,0.0,wadede01,492,Dean Wade,PF,23,CLE,12,71,,,4%,87%,9%,-7.5,0.6,3,0,3,0,1,0,5,1,0,wadede01,492,Dean Wade,PF,23,CLE,12,71,0.692,8.5,,0.692,0.615,0.077,0.0,0.0,0.308,,0.778,0.75,1.0,,,0.5,,0.714,1.0,,0.308,4,,0.5,0.5,,0,0,wadede01,2020
604,493,Moritz Wagner,C,22,WAS,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,wagnemo01,493,Moritz Wagner,C,22,WAS,45,5,835,8.1,14.9,0.545,1.4,4.5,0.313,6.7,10.4,0.645,4.4,5.3,0.821,3.1,9.1,12.3,3.1,1.6,1.1,3.7,8.5,22.0,,114.0,113,wagnemo01,493,Moritz Wagner,C,22,WAS,45,835,15.1,0.638,0.301,0.357,7.0,22.2,14.3,9.8,1.6,2.0,17.7,18.6,,1.1,0.6,1.7,0.099,,-2.0,-0.3,-2.3,-0.1,wagnemo01,493,Moritz Wagner,C,22,WAS,45,835,,,,3%,97%,-4.8,-0.3,14,12,70,24,40,38,137,6,23,wagnemo01,493,Moritz Wagner,C,22,WAS,45,835,0.545,9.6,,0.699,0.489,0.188,0.015,0.008,0.301,,0.645,0.777,0.34,0.5,0.0,0.313,,0.767,1.0,,0.09,21,,0.163,0.385,,0,0,wagnemo01,2020
608,495,Kemba Walker,PG,29,BOS,56,56,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.476,0.526,3.7,4.3,0.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,walkeke02,495,Kemba Walker,PG,29,BOS,56,56,1742,10.5,24.6,0.425,5.0,13.1,0.381,5.5,11.5,0.476,5.8,6.7,0.864,1.0,5.0,6.0,7.4,1.3,0.8,3.2,2.5,31.7,,116.0,110,walkeke02,495,Kemba Walker,PG,29,BOS,56,1742,20.0,0.575,0.532,0.272,2.2,11.0,6.7,24.2,1.3,1.5,10.5,27.2,,3.9,2.0,5.9,0.162,,4.9,-0.3,4.6,2.9,walkeke02,495,Kemba Walker,PG,29,BOS,56,1742,100%,,,,,6.1,-0.7,56,49,53,1,88,34,643,18,64,walkeke02,495,Kemba Walker,PG,29,BOS,56,1742,0.425,17.6,,0.468,0.198,0.111,0.076,0.082,0.532,,0.476,0.597,0.273,0.471,0.466,0.381,,0.247,0.489,,0.0,0,,0.053,0.36,,5,0,walkeke02,2020
609,496,Lonnie Walker IV,SG,21,SAS,61,12,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4,walkelo01,496,Lonnie Walker IV,SG,21,SAS,61,12,988,7.4,17.3,0.426,2.0,4.9,0.406,5.4,12.4,0.434,2.1,3.0,0.721,1.1,5.6,6.7,3.3,1.5,0.7,2.1,3.8,18.8,,100.0,115,walkelo01,496,Lonnie Walker IV,SG,21,SAS,61,988,10.5,0.507,0.283,0.171,2.5,12.7,7.6,9.6,1.5,1.2,10.3,18.7,,-0.2,0.6,0.3,0.016,,-2.5,-1.0,-3.5,-0.4,walkelo01,496,Lonnie Walker IV,SG,21,SAS,61,988,3%,24%,73%,,,0.3,2.0,15,14,38,6,32,4,166,8,21,walkelo01,496,Lonnie Walker IV,SG,21,SAS,61,988,0.426,12.4,,0.717,0.317,0.188,0.09,0.123,0.283,,0.434,0.584,0.313,0.281,0.341,0.406,,0.595,0.951,,0.056,17,,0.248,0.36,,2,0,walkelo01,2020
610,497,Tyrone Wallace,SG,25,ATL,14,0,11.4,1.0,3.1,0.318,0.1,1.1,0.067,0.9,2.1,0.448,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,wallaty01,497,Tyrone Wallace,SG,25,ATL,14,0,160,4.1,12.8,0.318,0.3,4.4,0.067,3.8,8.4,0.448,3.2,5.0,0.647,0.9,5.5,6.4,3.8,2.0,0.3,2.9,5.5,11.6,,80.0,115,wallaty01,497,Tyrone Wallace,SG,25,ATL,14,160,3.9,0.389,0.341,0.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,,-0.3,0.1,-0.2,-0.075,,-7.8,-1.0,-8.7,-0.3,wallaty01,497,Tyrone Wallace,SG,25,ATL,14,160,89%,12%,,,,-10.4,-2.6,2,3,11,2,6,3,31,1,5,wallaty01,497,Tyrone Wallace,SG,25,ATL,14,160,0.318,11.9,,0.659,0.432,0.136,0.068,0.023,0.341,,0.448,0.579,0.167,0.333,0.0,0.067,,0.615,0.0,,0.023,1,,0.267,0.0,,1,0,wallaty01,2020
611,498,Derrick Walton,PG,24,TOT,26,1,9.5,0.7,1.5,0.462,0.4,0.9,0.417,0.3,0.6,0.533,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0,waltode01,498,Derrick Walton,PG,24,TOT,26,1,248,3.4,7.5,0.462,1.9,4.6,0.417,1.5,2.9,0.533,1.3,1.7,0.778,0.4,2.7,3.1,5.2,1.3,0.0,1.0,4.0,10.1,,131.0,112,waltode01,498,Derrick Walton,PG,24,TOT,26,248,8.7,0.617,0.615,0.231,0.9,5.8,3.4,13.9,1.4,0.0,10.4,8.1,,0.4,0.2,0.6,0.111,,-2.2,1.3,-1.0,0.1,waltode01,498,Derrick Walton,PG,24,TOT,26,248,82%,18%,,,,-2.4,-8.2,3,0,8,2,3,1,71,0,1,waltode01,498,Derrick Walton,PG,24,TOT,26,248,0.462,20.5,,0.385,0.077,0.0,0.154,0.154,0.615,,0.533,0.667,,0.5,0.5,0.417,,0.25,0.9,,0.0,0,,0.25,0.167,,0,0,waltode01,2020
