,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Unnamed: 60,ORtg,DRtg,Player-additional.1,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.2,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1,Season
307,240,Joe Ingles,PF,32,UTA,72,45,29.7,3.4,7.7,0.445,2.0,4.9,0.399,1.5,2.8,0.525,0.572,1.0,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2.0,2.1,9.8,inglejo01,240,Joe Ingles,PF,32,UTA,72,45,2137,5.6,12.6,0.445,3.2,8.0,0.399,2.4,4.6,0.525,1.7,2.1,0.787,0.6,5.7,6.3,8.5,1.5,0.3,3.2,3.5,16.1,,115.0,111,inglejo01,240,Joe Ingles,PF,32,UTA,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,,2.7,2.1,4.8,0.108,,0.1,0.7,0.7,1.5,inglejo01,240,Joe Ingles,PF,32,UTA,72,2137,,,15%,84%,1%,5.1,7.3,88,21,37,25,29,14,884,5,21,inglejo01,240,Joe Ingles,PF,32,UTA,72,2137,0.445,18.3,,0.362,0.13,0.156,0.056,0.02,0.638,,0.525,0.736,0.384,0.484,0.364,0.399,,0.371,0.652,,0.004,2,,0.21,0.365,,1,0,inglejo01,2020
308,241,Brandon Ingram,PF,22,NOP,62,62,33.9,8.2,17.7,0.463,2.4,6.2,0.391,5.8,11.5,0.501,0.531,5.0,5.9,0.851,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9,23.8,ingrabr01,241,Brandon Ingram,PF,22,NOP,62,62,2104,11.2,24.1,0.463,3.3,8.4,0.391,7.9,15.7,0.501,6.9,8.1,0.851,1.1,7.2,8.4,5.7,1.3,0.8,4.2,3.9,32.5,,112.0,112,ingrabr01,241,Brandon Ingram,PF,22,NOP,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,,3.3,1.8,5.1,0.115,,2.5,-0.4,2.1,2.2,ingrabr01,241,Brandon Ingram,PF,22,NOP,62,2104,,,23%,75%,2%,-1.4,0.0,74,51,72,35,173,18,631,45,52,ingrabr01,241,Brandon Ingram,PF,22,NOP,62,2104,0.463,14.2,,0.65,0.248,0.128,0.167,0.107,0.35,,0.501,0.654,0.371,0.421,0.427,0.391,,0.317,0.887,,0.058,56,,0.26,0.44,,2,0,ingrabr01,2020
309,242,Kyrie Irving,PG,27,BRK,20,20,32.9,10.0,20.8,0.478,2.8,7.1,0.394,7.2,13.7,0.522,0.546,4.7,5.1,0.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4,irvinky01,242,Kyrie Irving,PG,27,BRK,20,20,658,14.3,29.9,0.478,4.0,10.2,0.394,10.3,19.7,0.522,6.8,7.3,0.922,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.4,,119.0,109,irvinky01,242,Kyrie Irving,PG,27,BRK,20,658,26.2,0.595,0.341,0.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,,2.1,0.8,2.9,0.21,,6.7,0.9,7.7,1.6,irvinky01,242,Kyrie Irving,PG,27,BRK,20,658,100%,,,,,-0.3,0.5,30,16,16,2,37,6,310,7,16,irvinky01,242,Kyrie Irving,PG,27,BRK,20,658,0.478,14.6,,0.659,0.19,0.173,0.195,0.101,0.341,,0.522,0.671,0.444,0.506,0.405,0.394,,0.203,0.357,,0.0,0,,0.099,0.5,,0,0,irvinky01,2020
310,243,Jonathan Isaac,PF,22,ORL,34,32,28.8,4.6,9.8,0.47,0.9,2.8,0.34,3.6,7.0,0.521,0.518,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4,11.9,isaacjo01,243,Jonathan Isaac,PF,22,ORL,34,32,980,7.7,16.5,0.47,1.6,4.7,0.34,6.2,11.8,0.521,3.0,3.8,0.779,2.9,8.6,11.5,2.4,2.6,3.9,2.4,4.1,20.1,,107.0,103,isaacjo01,243,Jonathan Isaac,PF,22,ORL,34,980,17.3,0.552,0.283,0.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,,0.6,1.9,2.5,0.12,,-0.6,2.9,2.3,1.1,isaacjo01,243,Jonathan Isaac,PF,22,ORL,34,980,,,,97%,4%,1.2,3.1,19,15,44,7,37,6,120,10,10,isaacjo01,243,Jonathan Isaac,PF,22,ORL,34,980,0.47,12.1,,0.717,0.361,0.099,0.151,0.105,0.283,,0.521,0.667,0.364,0.36,0.4,0.34,,0.597,0.938,,0.136,37,,0.245,0.391,,0,0,isaacjo01,2020
311,244,Wes Iwundu,SF,25,ORL,52,21,18.3,1.9,4.5,0.416,0.5,1.6,0.341,1.3,2.9,0.457,0.476,1.5,1.9,0.804,0.5,2.1,2.5,1.2,0.5,0.3,0.5,1.5,5.8,iwundwe01,244,Wes Iwundu,SF,25,ORL,52,21,953,5.0,11.9,0.416,1.4,4.2,0.341,3.5,7.7,0.457,4.0,5.0,0.804,1.2,5.5,6.7,3.1,1.3,0.7,1.3,4.1,15.3,,113.0,112,iwundwe01,244,Wes Iwundu,SF,25,ORL,52,953,10.3,0.544,0.352,0.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,,0.8,0.8,1.7,0.084,,-2.7,0.0,-2.6,-0.2,iwundwe01,244,Wes Iwundu,SF,25,ORL,52,953,1%,33%,62%,5%,,1.5,3.5,9,9,33,3,44,1,147,6,16,iwundwe01,244,Wes Iwundu,SF,25,ORL,52,953,0.416,14.3,,0.648,0.24,0.146,0.116,0.146,0.352,,0.457,0.643,0.353,0.333,0.353,0.341,,0.551,0.75,,0.052,10,,0.329,0.37,,0,0,iwundwe01,2020
312,245,Frank Jackson,PG,21,NOP,59,2,13.5,2.3,5.6,0.405,0.8,2.4,0.326,1.5,3.2,0.465,0.476,0.9,1.3,0.747,0.4,1.0,1.4,1.0,0.3,0.1,0.8,1.3,6.3,jacksfr01,245,Frank Jackson,PG,21,NOP,59,2,797,7.8,19.2,0.405,2.7,8.4,0.326,5.1,10.9,0.465,3.3,4.4,0.747,1.3,3.5,4.8,3.5,1.0,0.2,2.8,4.5,21.5,,100.0,116,jacksfr01,245,Frank Jackson,PG,21,NOP,59,797,9.1,0.51,0.435,0.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,,-0.2,0.3,0.2,0.01,,-3.3,-2.2,-5.5,-0.7,jacksfr01,245,Frank Jackson,PG,21,NOP,59,797,100%,,,,,-3.5,-2.8,16,8,35,12,31,6,152,9,18,jacksfr01,245,Frank Jackson,PG,21,NOP,59,797,0.405,15.0,,0.565,0.233,0.16,0.106,0.066,0.435,,0.465,0.558,0.377,0.486,0.318,0.326,,0.494,0.894,,0.012,4,,0.368,0.377,,2,0,jacksfr01,2020
313,246,Jaren Jackson Jr.,C,20,MEM,57,57,28.5,6.2,13.2,0.469,2.5,6.5,0.394,3.6,6.8,0.54,0.565,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4,jacksja02,246,Jaren Jackson Jr.,C,20,MEM,57,57,1622,10.2,21.7,0.469,4.2,10.6,0.394,6.0,11.1,0.54,4.0,5.4,0.747,1.6,6.0,7.5,2.2,1.2,2.6,2.8,6.7,28.5,,110.0,110,jacksja02,246,Jaren Jackson Jr.,C,20,MEM,57,1622,16.3,0.593,0.489,0.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,,1.6,1.8,3.5,0.103,,0.3,0.1,0.4,1.0,jacksja02,246,Jaren Jackson Jr.,C,20,MEM,57,1622,,,,45%,55%,-3.0,-4.3,21,21,116,36,81,13,185,17,64,jacksja02,246,Jaren Jackson Jr.,C,20,MEM,57,1622,0.469,14.9,,0.511,0.236,0.232,0.031,0.012,0.489,,0.54,0.708,0.406,0.391,0.222,0.394,,0.644,0.924,,0.08,56,,0.19,0.4,,1,0,jacksja02,2020
314,247,Josh Jackson,SF,22,MEM,22,0,17.3,3.2,7.2,0.44,1.0,3.3,0.319,2.1,4.0,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3.0,1.6,0.8,0.4,1.3,1.8,9.0,jacksjo02,247,Josh Jackson,SF,22,MEM,22,0,381,8.6,19.5,0.44,2.8,8.8,0.319,5.8,10.7,0.54,4.3,6.1,0.7,1.3,6.7,8.1,4.3,2.2,1.1,3.4,4.9,24.3,,103.0,109,jacksjo02,247,Josh Jackson,SF,22,MEM,22,381,14.1,0.547,0.453,0.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,,0.1,0.5,0.5,0.069,,-1.0,1.1,0.1,0.2,jacksjo02,247,Josh Jackson,SF,22,MEM,22,381,,3%,87%,10%,,4.0,5.3,19,2,21,4,21,8,78,5,11,jacksjo02,247,Josh Jackson,SF,22,MEM,22,381,0.44,14.2,,0.547,0.258,0.208,0.044,0.038,0.453,,0.54,0.78,0.333,0.143,0.5,0.319,,0.511,0.957,,0.063,9,,0.319,0.348,,1,0,jacksjo02,2020
315,248,Justin Jackson,PF,24,DAL,65,3,16.1,2.1,5.2,0.396,0.7,2.5,0.294,1.3,2.7,0.489,0.466,0.6,0.8,0.84,0.4,2.0,2.4,0.8,0.2,0.2,0.2,1.1,5.5,jacksju01,248,Justin Jackson,PF,24,DAL,65,3,1045,6.2,15.8,0.396,2.2,7.5,0.294,4.0,8.2,0.489,1.9,2.3,0.84,1.2,5.9,7.1,2.4,0.7,0.5,0.6,3.2,16.6,,108.0,115,jacksju01,248,Justin Jackson,PF,24,DAL,65,1045,9.5,0.496,0.478,0.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,,0.6,0.6,1.2,0.054,,-2.1,-1.3,-3.4,-0.4,jacksju01,248,Justin Jackson,PF,24,DAL,65,1045,,,20%,75%,5%,1.4,-4.9,8,2,37,2,19,2,130,3,15,jacksju01,248,Justin Jackson,PF,24,DAL,65,1045,0.396,15.4,,0.522,0.199,0.196,0.111,0.015,0.478,,0.489,0.559,0.507,0.342,0.4,0.294,,0.816,0.938,,0.006,2,,0.233,0.289,,0,0,jacksju01,2020
316,249,Reggie Jackson,PG,29,TOT,31,16,24.0,4.3,10.5,0.411,1.8,4.7,0.393,2.5,5.8,0.425,0.498,1.5,1.7,0.833,0.5,2.4,3.0,4.1,0.4,0.2,1.6,1.9,11.9,jacksre01,249,Reggie Jackson,PG,29,TOT,31,16,743,8.7,21.2,0.411,3.7,9.4,0.393,5.0,11.8,0.425,2.9,3.5,0.833,1.1,4.9,6.0,8.2,0.8,0.3,3.3,3.8,24.0,,108.0,114,jacksre01,249,Reggie Jackson,PG,29,TOT,31,743,13.7,0.529,0.445,0.166,2.5,10.8,6.7,26.2,0.8,0.6,12.7,23.1,,0.6,0.5,1.1,0.073,,0.9,-1.2,-0.3,0.3,jacksre01,249,Reggie Jackson,PG,29,TOT,31,743,73%,27%,,,,6.9,6.6,30,11,22,5,17,6,296,9,17,jacksre01,249,Reggie Jackson,PG,29,TOT,31,743,0.411,15.5,,0.555,0.175,0.227,0.101,0.052,0.445,,0.425,0.561,0.378,0.333,0.353,0.393,,0.156,0.667,,0.009,3,,0.193,0.464,,1,0,jacksre01,2020
319,250,Justin James,SF,23,SAC,36,0,6.4,1.0,2.3,0.417,0.3,0.8,0.31,0.7,1.5,0.473,0.47,0.3,0.6,0.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5,jamesju01,250,Justin James,SF,23,SAC,36,0,232,7.3,17.6,0.417,1.9,6.1,0.31,5.4,11.5,0.473,2.1,4.4,0.476,1.3,5.4,6.7,3.8,1.3,1.9,1.7,3.6,18.6,,99.0,112,jamesju01,250,Justin James,SF,23,SAC,36,232,11.0,0.477,0.345,0.25,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,,-0.1,0.2,0.1,0.028,,-1.4,0.0,-1.4,0.0,jamesju01,250,Justin James,SF,23,SAC,36,232,,19%,70%,10%,1%,-2.8,-0.7,4,2,10,0,8,3,42,1,3,jamesju01,250,Justin James,SF,23,SAC,36,232,0.417,14.1,,0.655,0.226,0.19,0.119,0.119,0.345,,0.473,0.737,0.313,0.5,0.2,0.31,,0.731,0.889,,0.131,9,,0.31,0.444,,1,0,jamesju01,2020
320,251,LeBron James,PG,35,LAL,67,67,34.6,9.6,19.4,0.493,2.2,6.3,0.348,7.4,13.1,0.564,0.55,3.9,5.7,0.693,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3,jamesle01,251,LeBron James,PG,35,LAL,67,67,2316,13.2,26.8,0.493,3.0,8.7,0.348,10.2,18.0,0.564,5.4,7.8,0.693,1.4,9.4,10.8,14.0,1.6,0.7,5.4,2.4,34.9,,116.0,106,jamesle01,251,LeBron James,PG,35,LAL,67,2316,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,,6.2,3.6,9.8,0.204,,6.6,1.8,8.4,6.1,jamesle01,251,LeBron James,PG,35,LAL,67,2316,57%,37%,7%,,,9.0,9.9,165,50,33,28,184,19,1602,68,59,jamesle01,251,LeBron James,PG,35,LAL,67,2316,0.493,12.9,,0.674,0.365,0.139,0.073,0.097,0.326,,0.564,0.727,0.409,0.337,0.341,0.348,,0.234,0.473,,0.062,79,,0.061,0.5,,1,0,jamesle01,2020
321,252,Amile Jefferson,PF,26,ORL,18,0,4.1,0.3,0.8,0.357,0.0,0.0,,0.3,0.8,0.357,0.357,0.3,0.8,0.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8,jeffeam01,252,Amile Jefferson,PF,26,ORL,18,0,74,3.3,9.2,0.357,0.0,0.0,,3.3,9.2,0.357,3.3,9.2,0.357,6.6,8.6,15.1,2.6,0.7,2.0,2.0,4.6,9.9,,95.0,110,jeffeam01,252,Amile Jefferson,PF,26,ORL,18,74,8.9,0.372,0.0,1.0,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,,0.0,0.1,0.0,0.023,,-4.8,-1.0,-5.8,-0.1,jeffeam01,252,Amile Jefferson,PF,26,ORL,18,74,,,4%,88%,8%,8.1,9.3,1,0,3,1,6,0,10,0,1,jeffeam01,252,Amile Jefferson,PF,26,ORL,18,74,0.357,6.1,,1.0,0.286,0.5,0.143,0.071,0.0,,0.357,0.25,0.429,0.5,0.0,,,0.4,,,0.0,0,,,,,0,0,jeffeam01,2020
322,253,DaQuan Jeffries,SG,22,SAC,13,0,10.8,1.5,3.1,0.5,0.4,1.4,0.278,1.2,1.7,0.682,0.563,0.4,0.5,0.833,0.2,1.2,1.4,0.5,0.3,0.1,0.2,1.5,3.8,jeffrda01,253,DaQuan Jeffries,SG,22,SAC,13,0,141,6.9,13.8,0.5,1.7,6.2,0.278,5.2,7.6,0.682,1.7,2.1,0.833,1.0,5.2,6.2,2.4,1.4,0.3,0.7,6.5,17.2,,121.0,114,jeffrda01,253,DaQuan Jeffries,SG,22,SAC,13,141,11.2,0.586,0.45,0.15,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,,0.2,0.1,0.3,0.1,,-2.8,-1.1,-3.8,-0.1,jeffrda01,253,DaQuan Jeffries,SG,22,SAC,13,141,3%,27%,69%,1%,,1.4,3.7,1,1,8,0,3,2,17,0,1,jeffrda01,253,DaQuan Jeffries,SG,22,SAC,13,141,0.5,14.2,,0.55,0.25,0.225,0.025,0.05,0.45,,0.682,0.9,0.556,1.0,0.0,0.278,,0.8,1.0,,0.15,6,,0.444,0.25,,0,0,jeffrda01,2020
323,254,Ty Jerome,SG,22,PHO,31,0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.398,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3,jeromty01,254,Ty Jerome,SG,22,PHO,31,0,328,5.5,16.3,0.336,2.0,7.2,0.28,3.5,9.1,0.381,1.7,2.3,0.75,1.0,5.6,6.6,6.4,2.2,0.4,2.6,4.2,14.7,,92.0,111,jeromty01,254,Ty Jerome,SG,22,PHO,31,328,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,,-0.3,0.3,0.0,-0.003,,-3.9,0.1,-3.7,-0.1,jeromty01,254,Ty Jerome,SG,22,PHO,31,328,32%,31%,32%,5%,,-12.8,-14.5,14,0,12,1,3,4,110,0,9,jeromty01,254,Ty Jerome,SG,22,PHO,31,328,0.336,16.1,,0.558,0.133,0.23,0.15,0.044,0.442,,0.381,0.533,0.308,0.353,0.4,0.28,,0.25,0.857,,0.0,0,,0.22,0.273,,1,0,jeromty01,2020
324,255,Alize Johnson,PF,23,IND,17,1,6.9,0.7,1.7,0.414,0.2,0.5,0.375,0.5,1.2,0.429,0.466,0.4,0.6,0.7,0.9,1.9,2.8,0.4,0.2,0.1,0.4,0.7,2.0,johnsal02,255,Alize Johnson,PF,23,IND,17,1,118,4.9,11.9,0.414,1.2,3.3,0.375,3.7,8.6,0.429,2.9,4.1,0.7,6.6,13.2,19.7,2.9,1.2,0.8,2.9,4.9,14.0,,108.0,105,johnsal02,255,Alize Johnson,PF,23,IND,17,118,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,,0.1,0.2,0.3,0.111,,-1.8,0.2,-1.6,0.0,johnsal02,255,Alize Johnson,PF,23,IND,17,118,,7%,60%,33%,,13.1,11.2,1,3,6,0,4,0,16,2,6,johnsal02,255,Alize Johnson,PF,23,IND,17,118,0.414,9.5,,0.724,0.448,0.207,0.069,0.0,0.276,,0.429,0.615,0.167,0.0,,0.375,,0.667,1.0,,0.034,1,,0.5,0.5,,0,0,johnsal02,2020
326,257,Cameron Johnson,PF,23,PHO,57,9,22.0,3.1,7.1,0.435,1.9,4.8,0.39,1.2,2.3,0.526,0.565,0.8,1.0,0.807,0.9,2.4,3.3,1.2,0.6,0.4,0.6,1.5,8.8,johnsca02,257,Cameron Johnson,PF,23,PHO,57,9,1255,6.6,15.3,0.435,4.0,10.3,0.39,2.6,5.0,0.526,1.7,2.2,0.807,1.8,5.2,7.1,2.6,1.4,0.8,1.2,3.3,19.0,,117.0,113,johnsca02,257,Cameron Johnson,PF,23,PHO,57,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,,1.7,1.0,2.7,0.102,,0.8,-0.4,0.3,0.7,johnsca02,257,Cameron Johnson,PF,23,PHO,57,1255,,,21%,78%,1%,0.0,-0.6,13,8,45,1,22,15,173,9,15,johnsca02,257,Cameron Johnson,PF,23,PHO,57,1255,0.435,18.7,,0.328,0.188,0.044,0.054,0.042,0.672,,0.526,0.711,0.167,0.364,0.294,0.39,,0.743,0.991,,0.04,16,,0.397,0.417,,1,0,johnsca02,2020
327,258,James Johnson,PF-C,32,TOT,32,1,19.3,3.2,6.7,0.479,1.0,2.8,0.363,2.2,3.9,0.565,0.556,1.0,1.5,0.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,johnsja01,258,James Johnson,PF-C,32,TOT,32,1,619,7.9,16.5,0.479,2.5,7.0,0.363,5.4,9.5,0.565,2.4,3.7,0.646,1.9,7.1,9.1,5.7,1.9,2.5,3.7,6.1,20.7,,107.0,108,johnsja01,258,James Johnson,PF-C,32,TOT,32,619,14.8,0.572,0.423,0.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,,0.3,0.8,1.1,0.089,,-1.1,1.2,0.0,0.3,johnsja01,258,James Johnson,PF-C,32,TOT,32,619,,,1%,57%,42%,-5.6,-5.0,22,11,38,7,26,1,185,6,13,johnsja01,258,James Johnson,PF-C,32,TOT,32,619,0.479,13.2,,0.577,0.372,0.153,0.042,0.009,0.423,,0.565,0.713,0.303,0.222,0.5,0.363,,0.457,0.879,,0.07,12,,0.176,0.313,,2,0,johnsja01,2020
330,259,Keldon Johnson,SF,20,SAS,17,1,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1,johnske04,259,Keldon Johnson,SF,20,SAS,17,1,301,8.4,14.1,0.596,2.1,3.5,0.591,6.4,10.6,0.597,5.6,7.0,0.795,1.6,7.5,9.0,2.4,2.2,0.3,2.1,4.4,24.4,,131.0,113,johnske04,259,Keldon Johnson,SF,20,SAS,17,301,19.1,0.711,0.247,0.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,,0.8,0.2,1.1,0.174,,1.5,0.0,1.5,0.3,johnske04,259,Keldon Johnson,SF,20,SAS,17,301,,8%,76%,15%,,10.7,13.1,1,6,12,2,20,0,37,4,5,johnske04,259,Keldon Johnson,SF,20,SAS,17,301,0.596,10.1,,0.753,0.427,0.191,0.079,0.056,0.247,,0.597,0.711,0.471,0.286,0.6,0.591,,0.625,1.0,,0.022,2,,0.682,0.533,,1,0,johnske04,2020
331,260,Stanley Johnson,PF,23,TOR,25,0,6.0,0.9,2.4,0.373,0.3,1.0,0.292,0.6,1.4,0.429,0.432,0.4,0.6,0.563,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6,2.4,johnsst04,260,Stanley Johnson,PF,23,TOR,25,0,150,7.0,18.7,0.373,2.2,7.6,0.292,4.8,11.1,0.429,2.9,5.1,0.563,2.2,9.5,11.7,6.3,1.9,1.3,4.8,5.1,19.0,,90.0,103,johnsst04,260,Stanley Johnson,PF,23,TOR,25,150,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,,-0.3,0.3,0.0,0.014,,-3.9,1.4,-2.5,0.0,johnsst04,260,Stanley Johnson,PF,23,TOR,25,150,,,3%,93%,5%,5.4,-1.3,6,3,7,2,7,1,51,2,5,johnsst04,260,Stanley Johnson,PF,23,TOR,25,150,0.373,14.2,,0.593,0.305,0.169,0.051,0.068,0.407,,0.429,0.611,0.3,0.0,0.25,0.292,,0.133,0.429,,0.0,0,,0.333,0.0,,1,0,johnsst04,2020
332,261,Tyler Johnson,PG-SG,27,TOT,39,7,18.2,2.5,6.4,0.388,1.0,3.1,0.319,1.5,3.4,0.45,0.464,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0,johnsty01,261,Tyler Johnson,PG-SG,27,TOT,39,7,709,6.5,16.7,0.388,2.5,7.9,0.319,3.9,8.8,0.45,2.8,3.3,0.84,1.2,3.9,5.1,4.9,1.1,0.6,1.9,3.9,18.3,,105.0,114,johnsty01,261,Tyler Johnson,PG-SG,27,TOT,39,709,10.1,0.504,0.476,0.2,2.7,8.9,5.8,14.8,1.1,1.1,9.6,18.0,,0.3,0.5,0.7,0.05,,-2.0,-0.9,-2.9,-0.2,johnsty01,261,Tyler Johnson,PG-SG,27,TOT,39,709,51%,49%,,,,-5.5,-6.6,16,7,26,2,20,9,184,0,16,johnsty01,261,Tyler Johnson,PG-SG,27,TOT,39,709,0.388,17.9,,0.524,0.144,0.112,0.092,0.176,0.476,,0.45,0.556,0.286,0.478,0.455,0.319,,0.627,0.947,,0.0,0,,0.151,0.389,,1,0,johnsty01,2020
335,262,Nikola Jokić,C,24,DEN,73,73,32.0,7.7,14.7,0.528,1.1,3.5,0.314,6.6,11.2,0.594,0.565,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0,19.9,jokicni01,262,Nikola Jokić,C,24,DEN,73,73,2336,12.0,22.7,0.528,1.7,5.4,0.314,10.3,17.3,0.594,5.2,6.4,0.817,3.5,11.5,15.0,10.8,1.8,0.9,4.8,4.7,30.8,,119.0,108,jokicni01,262,Nikola Jokić,C,24,DEN,73,2336,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,,6.7,3.1,9.8,0.202,,5.5,2.0,7.4,5.5,jokicni01,262,Nikola Jokić,C,24,DEN,73,2336,,,,,100%,4.4,6.2,135,54,98,20,107,19,1171,26,32,jokicni01,262,Nikola Jokić,C,24,DEN,73,2336,0.528,12.0,,0.762,0.237,0.275,0.143,0.107,0.238,,0.594,0.724,0.599,0.49,0.435,0.314,,0.511,0.85,,0.014,15,,0.039,0.5,,4,0,jokicni01,2020
336,263,Damian Jones,C,24,ATL,55,27,16.1,2.2,3.2,0.68,0.0,0.2,0.222,2.2,3.1,0.704,0.685,1.1,1.5,0.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,jonesda03,263,Damian Jones,C,24,ATL,55,27,887,6.4,9.4,0.68,0.1,0.5,0.222,6.3,8.9,0.704,3.3,4.4,0.738,3.9,6.9,10.8,1.8,1.4,2.1,1.5,7.8,16.1,,138.0,113,jonesda03,263,Damian Jones,C,24,ATL,55,887,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,,2.2,0.6,2.8,0.152,,-1.6,0.1,-1.5,0.1,jonesda03,263,Damian Jones,C,24,ATL,55,887,,,,1%,99%,-14.0,-8.3,4,4,84,10,38,4,82,5,25,jonesda03,263,Damian Jones,C,24,ATL,55,887,0.68,3.3,,0.949,0.815,0.107,0.006,0.022,0.051,,0.704,0.759,0.421,0.0,0.25,0.222,,0.824,1.0,,0.534,85,,0.778,0.286,,0,0,jonesda03,2020
337,264,Derrick Jones Jr.,SF,22,MIA,59,16,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,1.1,2.8,3.9,1.1,1.0,0.6,0.5,2.2,8.5,jonesde02,264,Derrick Jones Jr.,SF,22,MIA,59,16,1375,6.5,12.4,0.527,1.3,4.7,0.28,5.2,7.7,0.677,3.4,4.4,0.772,2.3,5.9,8.3,2.2,2.1,1.3,1.1,4.6,17.7,,126.0,109,jonesde02,264,Derrick Jones Jr.,SF,22,MIA,59,1375,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,,2.6,1.8,4.4,0.153,,-0.3,1.1,0.7,1.0,jonesde02,264,Derrick Jones Jr.,SF,22,MIA,59,1375,,6%,80%,14%,,1.3,-2.6,7,10,69,3,55,20,155,14,14,jonesde02,264,Derrick Jones Jr.,SF,22,MIA,59,1375,0.527,11.2,,0.622,0.49,0.112,0.011,0.009,0.378,,0.677,0.737,0.487,0.25,0.333,0.28,,0.776,0.973,,0.275,84,,0.538,0.225,,5,0,jonesde02,2020
