,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Rk.1,Player.1,Pos.1,Age.1,Tm.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,2P.1,2PA.1,2P%.1,FT.1,FTA.1,FT%.1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,Player-additional.1,ORtg,DRtg,Player-additional.2,Rk.2,Player.2,Pos.2,Age.2,Tm.2,G.2,MP.2,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 83,OWS,DWS,WS,WS/48,Unnamed: 88,OBPM,DBPM,BPM,VORP,Player-additional.3,Rk.3,Player.3,Pos.3,Age.3,Tm.3,G.3,MP.3,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,-9999,Rk.4,Player.4,Pos.4,Age.4,Tm.4,G.4,MP.4,FG%.2,Dist.,Unnamed: 127,2P.2,0-3,10-Mar,16-Oct,16-3P,3P.2,Unnamed: 134,2P.3,0-3.1,10-Mar.1,16-Oct.1,16-3P.1,3P.3,Unnamed: 141,2P.4,3P.4,Unnamed: 144,%FGA,#,Unnamed: 147,%3PA,3P%.2,Unnamed: 150,Att.,#.1,-9999.1
131,109,Charles Cooke,SG,23,NOP,13,0,2.9,0.2,1.1,0.143,0.1,0.6,0.125,0.1,0.5,0.167,0.179,0.1,0.2,0.5,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.0,0.5,cookech01,109,Charles Cooke,SG,23,NOP,13,0,38,1.9,13.3,0.143,0.9,7.6,0.125,0.9,5.7,0.167,0.9,1.9,0.5,0.0,1.9,1.9,0.9,0.9,0.0,0.9,0.0,5.7,cookech01,45.0,113,cookech01,109,Charles Cooke,SG,23,NOP,13,38,-5.1,0.202,0.571,0.143,0.0,5.5,2.9,3.2,1.3,0.0,6.3,18.1,,-0.2,0.0,-0.2,-0.239,,-10.4,-4.0,-14.4,-0.1,cookech01,109,Charles Cooke,SG,23,NOP,13,38,15%,57%,19%,9%,,-14.4,-16.4,0,0,0,0,0,1,3,0,1,cookech01,109,Charles Cooke,SG,23,NOP,13,38,0.143,18.0,,0.429,0.143,0.143,0.0,0.143,0.571,,0.167,0.0,0.5,,0.0,0.125,,0.0,1.0,,0.0,0,,0.375,0.333,,0,0,cookech01
134,112,DeMarcus Cousins,C,27,NOP,48,48,36.2,8.5,18.0,0.47,2.2,6.1,0.354,6.3,11.9,0.53,0.53,6.1,8.2,0.746,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,25.2,couside01,112,DeMarcus Cousins,C,27,NOP,48,48,1737,8.4,17.9,0.47,2.2,6.1,0.354,6.3,11.8,0.53,6.1,8.2,0.746,2.2,10.6,12.8,5.3,1.6,1.6,5.0,3.8,25.1,couside01,104.0,102,couside01,112,DeMarcus Cousins,C,27,NOP,48,1737,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,,1.5,3.2,4.7,0.13,,2.5,2.2,4.7,2.9,couside01,112,DeMarcus Cousins,C,27,NOP,48,1737,,,,,100%,1.4,-0.6,101,57,62,48,180,5,598,46,61,couside01,112,DeMarcus Cousins,C,27,NOP,48,1737,0.47,11.8,,0.66,0.375,0.175,0.041,0.069,0.34,,0.53,0.633,0.411,0.486,0.3,0.354,,0.411,0.942,,0.056,44,,0.02,0.167,,3,0,couside01
135,113,Robert Covington,SF,27,PHI,80,80,31.7,4.3,10.5,0.413,2.5,6.9,0.369,1.8,3.6,0.497,0.534,1.5,1.7,0.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0,12.6,covinro01,113,Robert Covington,SF,27,PHI,80,80,2532,4.9,11.9,0.413,2.9,7.8,0.369,2.0,4.1,0.497,1.6,1.9,0.853,0.8,5.4,6.2,2.2,1.9,1.0,1.8,3.4,14.3,covinro01,107.0,103,covinro01,113,Robert Covington,SF,27,PHI,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,,1.6,4.5,6.1,0.116,,-0.2,1.7,1.5,2.3,covinro01,113,Robert Covington,SF,27,PHI,80,2532,,10%,74%,16%,,10.1,14.8,71,27,147,10,58,9,367,15,42,covinro01,113,Robert Covington,SF,27,PHI,80,2532,0.413,18.9,,0.342,0.178,0.069,0.031,0.063,0.658,,0.497,0.664,0.379,0.192,0.302,0.369,,0.81,0.97,,0.037,27,,0.113,0.387,,4,0,covinro01
136,114,Allen Crabbe,SG,25,BRK,75,68,29.3,4.5,11.0,0.407,2.7,7.1,0.378,1.8,3.9,0.461,0.529,1.5,1.8,0.852,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2,13.2,crabbal01,114,Allen Crabbe,SG,25,BRK,75,68,2197,5.5,13.6,0.407,3.3,8.7,0.378,2.2,4.8,0.461,1.9,2.2,0.852,0.5,4.9,5.3,1.9,0.8,0.6,1.3,2.8,16.2,crabbal01,108.0,112,crabbal01,114,Allen Crabbe,SG,25,BRK,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,,1.8,1.4,3.2,0.07,,0.0,-0.7,-0.7,0.7,crabbal01,114,Allen Crabbe,SG,25,BRK,75,2197,13%,74%,13%,,,-2.9,2.5,37,17,86,11,47,7,277,11,26,crabbal01,114,Allen Crabbe,SG,25,BRK,75,2197,0.407,20.0,,0.357,0.083,0.096,0.065,0.112,0.643,,0.461,0.739,0.456,0.37,0.312,0.378,,0.743,0.94,,0.007,5,,0.137,0.384,,4,0,crabbal01
137,115,Torrey Craig,SF,27,DEN,39,5,16.1,1.6,3.5,0.453,0.4,1.5,0.293,1.2,2.0,0.57,0.515,0.6,0.9,0.629,1.0,2.2,3.3,0.6,0.3,0.4,0.5,1.6,4.2,craigto01,115,Torrey Craig,SF,27,DEN,39,5,629,3.5,7.8,0.453,1.0,3.3,0.293,2.6,4.5,0.57,1.3,2.0,0.629,2.3,5.0,7.3,1.4,0.7,0.9,1.1,3.6,9.3,craigto01,111.0,112,craigto01,115,Torrey Craig,SF,27,DEN,39,629,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,,0.5,0.4,0.9,0.069,,-2.2,-0.7,-2.9,-0.1,craigto01,115,Torrey Craig,SF,27,DEN,39,629,,8%,86%,7%,,-0.3,-1.9,8,6,36,2,12,4,59,0,14,craigto01,115,Torrey Craig,SF,27,DEN,39,629,0.453,12.4,,0.577,0.46,0.073,0.015,0.029,0.423,,0.57,0.619,0.2,0.5,0.75,0.293,,0.644,1.0,,0.102,13,,0.362,0.381,,3,0,craigto01
138,116,Jamal Crawford,SG,37,MIN,80,0,20.7,3.9,9.3,0.415,1.3,3.9,0.331,2.6,5.4,0.477,0.485,1.3,1.4,0.903,0.3,1.0,1.2,2.3,0.5,0.1,1.2,1.1,10.3,crawfja01,116,Jamal Crawford,SG,37,MIN,80,0,1653,6.7,16.2,0.415,2.3,6.8,0.331,4.4,9.3,0.477,2.2,2.5,0.903,0.5,1.7,2.2,4.0,0.9,0.2,2.1,1.9,17.9,crawfja01,104.0,116,crawfja01,116,Jamal Crawford,SG,37,MIN,80,1653,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,,0.9,0.3,1.3,0.037,,0.1,-2.5,-2.3,-0.1,crawfja01,116,Jamal Crawford,SG,37,MIN,80,1653,2%,91%,6%,,,-5.1,-13.0,59,18,40,8,43,11,408,14,17,crawfja01,116,Jamal Crawford,SG,37,MIN,80,1653,0.415,18.8,,0.577,0.058,0.075,0.121,0.323,0.423,,0.477,0.674,0.321,0.5,0.467,0.331,,0.23,0.731,,0.0,0,,0.204,0.406,,3,0,crawfja01
140,118,Jae Crowder,SF,27,TOT,80,47,26.1,3.4,8.4,0.404,1.4,4.3,0.323,2.0,4.1,0.488,0.486,1.5,1.9,0.818,0.7,2.7,3.4,1.2,0.8,0.3,0.9,2.3,9.7,crowdja01,118,Jae Crowder,SF,27,TOT,80,47,2090,4.7,11.6,0.404,1.9,5.9,0.323,2.8,5.7,0.488,2.1,2.5,0.818,1.0,3.7,4.7,1.7,1.1,0.4,1.3,3.2,13.3,crowdja01,105.0,111,crowdja01,118,Jae Crowder,SF,27,TOT,80,2090,10.4,0.525,0.508,0.221,3.2,11.5,7.4,6.9,1.5,0.9,9.1,17.3,,1.0,1.6,2.6,0.06,,-1.9,-0.6,-2.5,-0.3,crowdja01,118,Jae Crowder,SF,27,TOT,80,2090,,11%,80%,9%,,0.4,-3.4,39,15,86,15,63,5,243,6,34,crowdja01,118,Jae Crowder,SF,27,TOT,80,2090,0.404,16.1,,0.492,0.255,0.069,0.043,0.125,0.508,,0.488,0.661,0.283,0.345,0.298,0.323,,0.807,0.927,,0.007,3,,0.261,0.382,,0,0,crowdja01
143,119,Dante Cunningham,SF,30,TOT,73,25,21.4,2.2,5.0,0.451,0.8,2.3,0.345,1.5,2.7,0.541,0.53,0.4,0.7,0.596,1.1,3.0,4.1,0.7,0.5,0.4,0.5,1.5,5.7,cunnida01,119,Dante Cunningham,SF,30,TOT,73,25,1562,3.8,8.4,0.451,1.3,3.9,0.345,2.4,4.5,0.541,0.7,1.2,0.596,1.8,5.1,6.9,1.1,0.9,0.7,0.8,2.6,9.6,cunnida01,110.0,110,cunnida01,119,Dante Cunningham,SF,30,TOT,73,1562,10.0,0.539,0.462,0.143,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,,1.1,1.3,2.4,0.074,,-1.5,-0.2,-1.7,0.1,cunnida01,119,Dante Cunningham,SF,30,TOT,73,1562,,,21%,68%,11%,-0.6,-1.1,16,7,65,2,26,5,124,7,24,cunnida01,119,Dante Cunningham,SF,30,TOT,73,1562,0.451,13.1,,0.538,0.332,0.115,0.041,0.049,0.462,,0.541,0.645,0.333,0.267,0.556,0.345,,0.849,0.983,,0.052,15,,0.661,0.369,,0,0,cunnida01
146,120,Stephen Curry,PG,29,GSW,51,51,32.0,8.4,16.9,0.495,4.2,9.8,0.423,4.2,7.1,0.595,0.618,5.5,5.9,0.921,0.7,4.4,5.1,6.1,1.6,0.2,3.0,2.2,26.4,curryst01,120,Stephen Curry,PG,29,GSW,51,51,1631,9.4,19.1,0.495,4.7,11.1,0.423,4.8,8.0,0.595,6.1,6.7,0.921,0.8,5.0,5.8,6.8,1.8,0.2,3.4,2.5,29.7,curryst01,125.0,108,curryst01,120,Stephen Curry,PG,29,GSW,51,1631,28.2,0.675,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,,7.2,1.9,9.1,0.267,,7.8,0.0,7.7,4.0,curryst01,120,Stephen Curry,PG,29,GSW,51,1631,99%,1%,,,,13.2,12.1,97,27,51,9,98,5,710,16,21,curryst01,120,Stephen Curry,PG,29,GSW,51,1631,0.495,18.4,,0.42,0.175,0.065,0.073,0.108,0.58,,0.595,0.669,0.429,0.54,0.613,0.423,,0.417,0.618,,0.001,1,,0.134,0.358,,8,0,curryst01
147,121,Troy Daniels,SG,26,PHO,79,15,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.7,0.8,0.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,danietr01,121,Troy Daniels,SG,26,PHO,79,15,1622,5.1,12.8,0.403,4.1,10.2,0.4,1.1,2.6,0.419,1.2,1.4,0.875,0.3,2.6,2.8,1.1,0.6,0.1,1.2,3.0,15.6,danietr01,109.0,117,danietr01,121,Troy Daniels,SG,26,PHO,79,1622,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,,1.4,0.0,1.4,0.042,,-0.5,-2.1,-2.6,-0.3,danietr01,121,Troy Daniels,SG,26,PHO,79,1622,13%,84%,3%,,,-12.3,-4.5,24,13,57,12,18,2,111,0,16,danietr01,121,Troy Daniels,SG,26,PHO,79,1622,0.403,22.2,,0.203,0.049,0.03,0.054,0.071,0.797,,0.419,0.429,0.529,0.516,0.293,0.4,,0.694,0.923,,0.0,0,,0.231,0.5,,2,0,danietr01
148,122,Anthony Davis,PF,24,NOP,75,75,36.4,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.558,0.552,6.6,8.0,0.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,davisan02,122,Anthony Davis,PF,24,NOP,75,75,2727,10.3,19.3,0.534,0.7,2.1,0.34,9.6,17.2,0.558,6.5,7.9,0.828,2.5,8.5,11.0,2.3,1.5,2.5,2.1,2.1,27.9,davisan02,119.0,102,davisan02,122,Anthony Davis,PF,24,NOP,75,2727,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,,8.8,4.9,13.7,0.241,,5.3,1.4,6.7,5.9,davisan02,122,Anthony Davis,PF,24,NOP,75,2727,,,,49%,51%,5.2,11.0,50,65,98,19,246,7,423,67,46,davisan02,122,Anthony Davis,PF,24,NOP,75,2727,0.534,9.2,,0.889,0.374,0.201,0.157,0.157,0.111,,0.558,0.744,0.483,0.428,0.339,0.34,,0.701,0.909,,0.154,211,,0.093,0.4,,3,0,davisan02
149,123,Deyonta Davis,C,21,MEM,62,6,15.2,2.6,4.3,0.608,0.0,0.0,,2.6,4.3,0.608,0.608,0.6,0.9,0.667,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,5.8,davisde01,123,Deyonta Davis,C,21,MEM,62,6,943,6.1,10.1,0.608,0.0,0.0,,6.1,10.1,0.608,1.5,2.2,0.667,2.9,6.7,9.5,1.5,0.6,1.5,1.2,4.8,13.7,davisde01,122.0,110,davisde01,123,Deyonta Davis,C,21,MEM,62,943,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,,1.9,0.8,2.7,0.138,,-0.9,-0.6,-1.5,0.1,davisde01,123,Deyonta Davis,C,21,MEM,62,943,,,,5%,95%,-7.4,-1.1,8,8,71,9,22,1,100,5,6,davisde01,123,Deyonta Davis,C,21,MEM,62,943,0.608,5.6,,1.0,0.581,0.147,0.117,0.155,0.0,,0.608,0.753,0.41,0.387,0.415,,,0.77,,,0.196,51,,,,,0,0,davisde01
150,124,Ed Davis,C,28,POR,78,0,18.9,2.2,3.7,0.582,0.0,0.0,0.0,2.2,3.7,0.584,0.582,0.9,1.4,0.667,2.3,5.0,7.4,0.5,0.4,0.7,0.8,2.4,5.3,davised01,124,Ed Davis,C,28,POR,78,0,1471,4.2,7.1,0.582,0.0,0.0,0.0,4.2,7.1,0.584,1.8,2.7,0.667,4.5,9.6,14.1,1.0,0.8,1.3,1.6,4.6,10.1,davised01,121.0,103,davised01,124,Ed Davis,C,28,POR,78,1471,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,,2.5,2.5,5.0,0.164,,-1.2,0.6,-0.6,0.5,davised01,124,Ed Davis,C,28,POR,78,1471,,,,57%,43%,4.2,2.1,11,19,111,24,58,5,104,15,30,davised01,124,Ed Davis,C,28,POR,78,1471,0.582,2.4,,0.997,0.695,0.267,0.031,0.003,0.003,,0.584,0.67,0.385,0.444,0.0,0.0,,0.576,,,0.154,39,,0.0,,,1,0,davised01
151,125,Dewayne Dedmon,C,28,ATL,62,46,24.9,4.0,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10.0,dedmode01,125,Dewayne Dedmon,C,28,ATL,62,46,1542,5.8,11.1,0.524,1.2,3.3,0.355,4.7,7.8,0.595,1.6,2.0,0.779,2.3,9.1,11.4,2.1,0.9,1.2,2.0,3.8,14.4,dedmode01,111.0,107,dedmode01,125,Dewayne Dedmon,C,28,ATL,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,,1.8,1.9,3.7,0.114,,-0.4,0.5,0.1,0.8,dedmode01,125,Dewayne Dedmon,C,28,ATL,62,1542,,,,,100%,-5.5,0.7,34,15,84,19,41,4,222,21,12,dedmode01,125,Dewayne Dedmon,C,28,ATL,62,1542,0.524,12.5,,0.704,0.281,0.138,0.147,0.138,0.296,,0.595,0.776,0.485,0.471,0.47,0.355,,0.8,1.0,,0.115,50,,0.461,0.4,,0,0,dedmode01
152,126,Sam Dekker,PF,23,LAC,73,1,12.1,1.8,3.5,0.494,0.1,0.8,0.167,1.6,2.7,0.593,0.514,0.5,0.8,0.661,0.6,1.8,2.4,0.5,0.3,0.1,0.5,1.0,4.2,dekkesa01,126,Sam Dekker,PF,23,LAC,73,1,883,5.2,10.6,0.494,0.4,2.4,0.167,4.8,8.1,0.593,1.5,2.3,0.661,1.8,5.3,7.1,1.5,1.0,0.4,1.3,2.9,12.4,dekkesa01,107.0,111,dekkesa01,126,Sam Dekker,PF,23,LAC,73,883,11.5,0.534,0.232,0.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,,0.6,0.6,1.2,0.066,,-2.3,-0.6,-2.9,-0.2,dekkesa01,126,Sam Dekker,PF,23,LAC,73,883,,,18%,82%,1%,4.7,5.6,15,6,38,3,30,0,84,7,18,dekkesa01,126,Sam Dekker,PF,23,LAC,73,883,0.494,8.2,,0.768,0.564,0.131,0.023,0.05,0.232,,0.593,0.685,0.353,0.5,0.231,0.167,,0.712,0.9,,0.143,30,,0.267,0.188,,1,0,dekkesa01
153,127,Malcolm Delaney,PG,28,ATL,54,3,18.8,2.0,5.3,0.382,0.9,2.3,0.371,1.2,3.0,0.391,0.463,1.4,1.7,0.804,0.2,1.7,1.9,3.0,0.6,0.1,1.2,1.5,6.3,delanma01,127,Malcolm Delaney,PG,28,ATL,54,3,1014,3.9,10.1,0.382,1.6,4.4,0.371,2.2,5.7,0.391,2.6,3.3,0.804,0.3,3.2,3.6,5.8,1.2,0.2,2.3,2.9,12.0,delanma01,104.0,113,delanma01,127,Malcolm Delaney,PG,28,ATL,54,1014,10.6,0.519,0.435,0.323,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,,0.4,0.6,1.0,0.047,,-2.2,-0.4,-2.6,-0.1,delanma01,127,Malcolm Delaney,PG,28,ATL,54,1014,45%,54%,1%,,,-4.9,1.4,47,8,29,3,35,18,394,7,18,delanma01,127,Malcolm Delaney,PG,28,ATL,54,1014,0.382,16.7,,0.565,0.168,0.095,0.084,0.218,0.435,,0.391,0.542,0.111,0.375,0.403,0.371,,0.397,0.739,,0.004,1,,0.226,0.429,,1,0,delanma01
154,128,Matthew Dellavedova,PG,27,MIL,38,3,18.7,1.4,4.0,0.362,0.8,2.1,0.372,0.7,1.9,0.351,0.457,0.7,0.7,0.926,0.4,1.3,1.7,3.8,0.4,0.0,1.3,1.8,4.3,dellama01,128,Matthew Dellavedova,PG,27,MIL,38,3,712,2.8,7.7,0.362,1.5,3.9,0.372,1.3,3.7,0.351,1.3,1.4,0.926,0.7,2.5,3.2,7.3,0.7,0.0,2.5,3.4,8.3,dellama01,104.0,115,dellama01,128,Matthew Dellavedova,PG,27,MIL,38,712,8.6,0.5,0.513,0.178,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,,0.3,0.2,0.5,0.032,,-2.4,-2.0,-4.4,-0.4,dellama01,128,Matthew Dellavedova,PG,27,MIL,38,712,87%,13%,,,,-5.3,-6.4,35,5,24,7,7,5,331,2,6,dellama01,128,Matthew Dellavedova,PG,27,MIL,38,712,0.362,17.4,,0.487,0.079,0.217,0.105,0.086,0.513,,0.351,0.583,0.242,0.438,0.308,0.372,,0.269,0.897,,0.0,0,,0.141,0.455,,0,0,dellama01
156,130,DeMar DeRozan,SG,28,TOR,80,80,33.9,8.1,17.7,0.456,1.1,3.6,0.31,7.0,14.1,0.494,0.488,5.8,7.0,0.825,0.7,3.2,3.9,5.2,1.1,0.3,2.2,1.9,23.0,derozde01,130,DeMar DeRozan,SG,28,TOR,80,80,2711,8.6,18.8,0.456,1.2,3.8,0.31,7.4,15.0,0.494,6.1,7.4,0.825,0.8,3.4,4.2,5.5,1.1,0.3,2.3,2.0,24.4,derozde01,114.0,109,derozde01,130,DeMar DeRozan,SG,28,TOR,80,2711,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,,6.8,2.8,9.6,0.17,,3.3,-0.6,2.8,3.2,derozde01,130,DeMar DeRozan,SG,28,TOR,80,2711,,59%,40%,1%,,7.5,-1.5,82,60,50,13,236,4,1034,53,77,derozde01,130,DeMar DeRozan,SG,28,TOR,80,2711,0.456,12.9,,0.797,0.199,0.168,0.243,0.186,0.203,,0.494,0.676,0.456,0.442,0.403,0.31,,0.263,0.674,,0.021,28,,0.289,0.301,,4,0,derozde01
157,131,Cheick Diallo,PF,21,NOP,52,0,11.2,2.0,3.4,0.58,0.0,0.0,,2.0,3.4,0.58,0.58,1.0,1.3,0.758,0.9,3.2,4.1,0.4,0.2,0.4,0.5,1.6,4.9,diallch01,131,Cheick Diallo,PF,21,NOP,52,0,581,6.3,10.9,0.58,0.0,0.0,,6.3,10.9,0.58,3.1,4.1,0.758,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,diallch01,118.0,105,diallch01,131,Cheick Diallo,PF,21,NOP,52,581,17.0,0.619,0.0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,,1.1,0.8,1.9,0.157,,-1.3,0.1,-1.2,0.1,diallch01,131,Cheick Diallo,PF,21,NOP,52,581,,,,76%,24%,-7.3,-10.6,5,5,40,14,34,1,45,9,15,diallch01,131,Cheick Diallo,PF,21,NOP,52,581,0.58,5.9,,1.0,0.477,0.239,0.176,0.108,0.0,,0.58,0.75,0.452,0.484,0.263,,,0.824,,,0.136,22,,,,,0,0,diallch01
158,132,Gorgui Dieng,C,28,MIN,79,0,16.9,2.4,4.9,0.479,0.2,0.8,0.311,2.1,4.1,0.511,0.504,1.0,1.3,0.775,1.3,3.2,4.6,0.9,0.6,0.5,0.7,1.9,5.9,dienggo01,132,Gorgui Dieng,C,28,MIN,79,0,1333,5.0,10.5,0.479,0.5,1.6,0.311,4.5,8.8,0.511,2.1,2.8,0.775,2.9,6.9,9.7,1.9,1.2,1.1,1.6,4.0,12.7,dienggo01,112.0,109,dienggo01,132,Gorgui Dieng,C,28,MIN,79,1333,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,,1.6,1.4,2.9,0.105,,-0.9,-0.1,-1.0,0.3,dienggo01,132,Gorgui Dieng,C,28,MIN,79,1333,,,,29%,71%,-6.2,-13.3,18,13,79,13,47,1,175,5,29,dienggo01,132,Gorgui Dieng,C,28,MIN,79,1333,0.479,12.4,,0.843,0.25,0.129,0.152,0.312,0.157,,0.511,0.67,0.3,0.542,0.455,0.311,,0.784,0.895,,0.075,28,,0.77,0.298,,0,0,dienggo01
159,133,Spencer Dinwiddie,PG,24,BRK,80,58,28.8,4.1,10.5,0.387,1.8,5.4,0.326,2.3,5.1,0.452,0.471,2.7,3.4,0.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3,12.6,dinwisp01,133,Spencer Dinwiddie,PG,24,BRK,80,58,2306,5.1,13.1,0.387,2.2,6.8,0.326,2.9,6.3,0.452,3.4,4.2,0.813,0.6,3.4,4.0,8.2,1.1,0.4,2.0,2.9,15.7,dinwisp01,114.0,112,dinwisp01,133,Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,0.527,0.517,0.32,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,,4.3,1.4,5.7,0.118,,1.3,-0.7,0.6,1.5,dinwisp01,133,Spencer Dinwiddie,PG,24,BRK,80,2306,83%,17%,,,,-2.1,4.3,77,21,71,15,116,24,1274,22,52,dinwisp01,133,Spencer Dinwiddie,PG,24,BRK,80,2306,0.387,16.1,,0.483,0.233,0.122,0.084,0.045,0.517,,0.452,0.574,0.324,0.371,0.316,0.326,,0.142,0.596,,0.017,12,,0.081,0.371,,1,0,dinwisp01
160,134,Tyler Dorsey,SG,21,ATL,56,5,17.4,2.6,6.8,0.377,1.3,3.6,0.362,1.3,3.3,0.393,0.471,0.8,1.1,0.714,0.3,2.0,2.3,1.4,0.3,0.1,0.7,1.1,7.2,dorsety01,134,Tyler Dorsey,SG,21,ATL,56,5,974,5.3,14.1,0.377,2.7,7.4,0.362,2.7,6.8,0.393,1.7,2.3,0.714,0.6,4.2,4.8,2.9,0.6,0.2,1.4,2.3,15.0,dorsety01,100.0,114,dorsety01,134,Tyler Dorsey,SG,21,ATL,56,974,10.0,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,,0.0,0.4,0.4,0.02,,-1.4,-1.5,-2.9,-0.2,dorsety01,134,Tyler Dorsey,SG,21,ATL,56,974,9%,70%,21%,,,-8.1,-2.8,20,8,31,3,24,5,190,7,29,dorsety01,134,Tyler Dorsey,SG,21,ATL,56,974,0.377,17.6,,0.479,0.173,0.094,0.068,0.147,0.521,,0.393,0.5,0.333,0.192,0.393,0.362,,0.444,0.819,,0.01,3,,0.146,0.31,,3,0,dorsety01
161,135,Damyean Dotson,SG,23,NYK,44,2,10.8,1.6,3.7,0.447,0.5,1.5,0.324,1.1,2.1,0.538,0.516,0.4,0.5,0.696,0.2,1.7,1.9,0.7,0.3,0.0,0.4,0.8,4.1,dotsoda01,135,Damyean Dotson,SG,23,NYK,44,2,474,5.5,12.2,0.447,1.7,5.2,0.324,3.8,7.1,0.538,1.2,1.7,0.696,0.7,5.7,6.4,2.4,0.9,0.2,1.3,2.6,13.8,dotsoda01,106.0,112,dotsoda01,135,Damyean Dotson,SG,23,NYK,44,474,11.6,0.532,0.422,0.143,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,,0.3,0.3,0.6,0.06,,-1.6,-0.6,-2.3,0.0,dotsoda01,135,Damyean Dotson,SG,23,NYK,44,474,,48%,50%,2%,,-4.8,-1.0,9,3,18,2,11,3,72,5,4,dotsoda01,135,Damyean Dotson,SG,23,NYK,44,474,0.447,16.2,,0.578,0.211,0.062,0.118,0.186,0.422,,0.538,0.588,0.4,0.684,0.433,0.324,,0.64,1.0,,0.019,2,,0.221,0.333,,1,0,dotsoda01
164,138,Goran Dragić,PG,31,MIA,75,75,31.7,6.5,14.3,0.45,1.5,4.0,0.37,5.0,10.3,0.481,0.502,2.9,3.6,0.801,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,dragigo01,138,Goran Dragić,PG,31,MIA,75,75,2378,7.3,16.3,0.45,1.7,4.5,0.37,5.6,11.7,0.481,3.3,4.1,0.801,0.8,3.8,4.6,5.4,1.0,0.2,2.5,2.7,19.6,dragigo01,108.0,109,dragigo01,138,Goran Dragić,PG,31,MIA,75,2378,16.6,0.543,0.279,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,,2.9,2.3,5.3,0.106,,0.9,-0.6,0.3,1.4,dragigo01,138,Goran Dragić,PG,31,MIA,75,2378,51%,49%,,,,0.2,-1.8,87,41,63,19,103,12,845,25,52,dragigo01,138,Goran Dragić,PG,31,MIA,75,2378,0.45,12.3,,0.721,0.269,0.171,0.175,0.106,0.279,,0.481,0.63,0.38,0.436,0.342,0.37,,0.273,0.784,,0.0,0,,0.18,0.37,,2,0,dragigo01
